week_start	sub-fCamk1/sub-fCamk1_ses-fCamk1-200827-sess9-no-raw-data_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200827-sess9_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12-no-raw-data_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200901-sess12_behavior+ecephys+image+ogen.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200902-sess13_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200904-sess15_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200908-sess16_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200909-sess17-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200909-sess17_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200910-sess18_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200911-sess19-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk1/sub-fCamk1_ses-fCamk1-200911-sess19_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201012-sess1-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201012-sess1_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201013-sess2-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201013-sess2_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201014-sess3-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201014-sess3_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201015-sess4-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk2/sub-fCamk2_ses-fCamk2-201015-sess4_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201028-sess10-cleanned-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201028-sess10-cleanned_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201029-sess11-cleanned_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201030-sess12_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201102-sess13_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201103-sess14_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201105-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201105-sess16_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201106-sess17_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201109-sess18-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201109-sess18_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201110-sess19_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201111-sess20-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201113-sess22-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk3/sub-fCamk3_ses-fCamk3-201113-sess22_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210406-sess10-no-raw-data_behavior+ecephys.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210406-sess10_behavior+ecephys.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210407-sess11_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210408-sess12_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210412-sess14-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210412-sess14_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210414-sess16-no-raw-data_behavior+ecephys+image.nwb	sub-fCamk5/sub-fCamk5_ses-fCamk5-210414-sess16_behavior+ecephys+image.nwb
2023-06-26	0	16764423735	0	14747669620	0	2443237700	0	965355561	0	535066544	0	1332411271	0	1323562819	0	1054396666	0	13782585743	0	17801874437	0	12272843716	0	18907922432	32973723077	0	36673492241	0	34871443456	0	42437967872	0	38199807003	0	40239179203	0	41691793813	0	19693021	0	33411825664	0	26088570880	0	0	35268823679	0	33948696576	0	29903798937	0	32912889064	0	30921434631	0	37127979008
2023-07-03	33554432	0	16777216	0	16777216	854421392	21572184	0	15954147	0	16777216	0	27103882	1134664068	16777216	0	8388608	0	8388608	0	5784179	0	7161344	0	20844100768	39033837	0	40122294	0	41943040	0	40204146	0	34998267	0	42453892	0	26133000	0	28259292	0	37785404	0	30716842	27302647	0	44614132	0	16777216	0	26240840	0	14945632	0	16777216	0
2023-07-10	652410286	44553667	0	22680988168	0	1110144	0	1208625193	0	0	0	0	0	1033126668	0	1532547322	0	0	0	16783065	0	21122825156	0	27428730	0	0	48904417682	0	25288455	0	24241753	0	32743854319	0	22095299	0	0	0	28081629	0	48774762738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-17	311118372	177420510	0	0	0	2892992	0	0	0	0	0	0	0	1594333704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-24	0	0	0	0	0	1409536	0	0	0	0	0	0	0	1387917996	0	0	126497220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	18599296	0	0	0	0	784144	0	0	0	0	0	0	0	293606856	18008280	0	118064072	0	0	0	0	0	0	0	0	0	0	0	879982720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-07	12839568	55039427	0	0	0	1972008	0	0	0	0	0	0	0	944297820	0	0	118064072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	0	15721920	0	0	0	1045952	0	0	0	0	0	0	0	1307801712	0	0	126497220	0	0	0	0	40720094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-21	10415772	0	0	0	0	1241760	0	0	0	0	0	0	0	1842281484	0	0	168662960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-28	0	0	0	0	0	1620184	0	0	0	0	0	0	0	563106768	36016560	0	202395552	0	0	0	0	0	7161344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-04	0	0	0	0	0	1216160	0	0	0	0	0	0	0	843284484	0	0	101197776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	0	0	0	0	0	911720	0	0	0	0	0	0	0	756486384	0	0	138384748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	0	0	0	0	0	1290176	0	0	0	0	0	0	0	1131323160	0	0	118064072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	0	0	0	0	0	1751024	0	0	0	0	0	0	0	659403528	18008280	0	160229812	0	0	0	0	0	7161344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	0	0	0	0	0	0	0	0	0	0	0	0	0	722487732	0	0	278293884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	0	0	0	0	721328	0	0	0	0	0	0	0	994673472	0	0	101197776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	6336648	0	0	0	0	912944	0	0	0	0	0	0	0	743974356	0	0	118064072	0	0	0	0	0	0	18000021370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	0	0	691040	0	0	0	0	0	0	0	118897020	36016560	0	210949620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	0	0	0	0	811352	14980396	0	0	0	0	0	0	939646752	0	0	328892772	0	0	0	5784179	0	0	0	0	0	0	31733686	0	0	0	0	33697038336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19011897	0	34091940	28665567588	0	0	0	0
2023-11-06	0	0	0	0	0	370120	0	0	0	0	0	0	0	531728436	0	0	413442104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	0	0	0	0	0	224171460	0	0	0	0	0	0	0	817998396	18008280	0	435003648	0	0	0	0	0	7161344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	44441669	27061114307	0	0	0	1509445388	0	0	24342755	1382315952	24461500	1491794823	35492490	2220782087	18008280	0	607186656	0	0	27903661785	5784179	0	0	0	48581712673	39033837	48868301001	31733686	0	41446155	0	0	50442916663	0	51328918979	42453892	53153845817	26133000	0	0	48745801849	0	50408234986	30716842	27302647	0	53002740	0	27400505	0	34091940	42758429028	0	49971963399	24793531	48665260267
2023-11-27	0	0	0	0	0	8862852	0	0	0	0	0	0	0	0	0	0	975145632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	12707309	4520052	0	0	0	687648	0	0	0	0	0	0	0	0	0	0	1724596764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	23470149	0	18192724	0	9937632	37467287	7640364	0	8614115	0	8732860	0	5242880	0	25530800	0	2359109936	0	8773604	0	0	0	7161344	0	22158113	0	0	0	25288455	0	24241753	0	0	0	5242880	0	22499897	0	0	0	0	0	24158186	0	0	26184319	0	22680158	0	28820121	0	18471268	0	17802759	0	21819627
2023-12-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644205316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523281716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18008280	0	1595122460	0	0	0	0	0	21484032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	0	0	0	0	0	220368	0	0	0	0	0	0	0	0	0	0	1595238908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576828708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	11594916	22402005	6464168	11256584	9952288	23527088	11887728	28375588	13643958	13502148	14696124	16221075	12551060	13957953	7278308	23375298	1869614388	25555744	8954564	7112146	10336058	13054440	21183996	17200504	13923214	7528729	11157859	11201868	9745266	13197861	9065822	5568180	2172526	5346137	21304731	10535600	17591394	6878340	18924038	13287440	12420913	1535804	8770558	9067592	1293047	15487879	27552092	7010074	9255496	13414401	22299264	14942968	13691480	6288768	7402404	2161764
2024-01-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2361219040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2142507536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2503664356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-19	268124244	383507376	430911624	8843580	175430424	272775312	40352928	68259336	49458540	123482580	164621604	62959967	187942452	0	22731276	227378268	2671436632	524288000	0	26214400	0	524288000	7161344	1059777868	0	243231204	0	27709884	524288000	80836872	524288000	143855568	8516040	14608284	9760692	180278016	0	8516040	253057404	192528012	9957216	6943848	1048576000	159905028	39349399	0	42645708	524288000	123548088	534179708	8516040	10088232	14935824	650117120	44741964	9302136
2024-02-26	16770048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2414386568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	0	0	0	0	32906772	0	0	0	0	0	0	0	0	0	0	2570412232	0	0	0	0	0	0	0	0	139138992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31457280	0	0	0	0	0	0	0	99310128	0	0	0	0	0
2024-03-11	35906077	2161764	288469056	60241244	243024632	31700616	0	24040460	25159267	6681816	26850892	62583190	19103064	190363255	4258020	20172894	2456924116	1106319	4323528	8768097	10470859	7102816	27820516	41547464	13134017	32782233	38768497	203393824	39093395	0	51972817	9760521	23134308	88051830	38916715	27499756	4673181	23315700	116566387	19270212	8592833	18370072	9236628	8493242	22559199	8503351	119370180	38945049	24585590	31139293	26960824	5437164	29516580	7671055	219713832	38389246
2024-03-18	35950140	46905540	52083060	48967292	41414232	32728184	39258644	40158504	43448068	38320492	32322372	36011160	236851112	29941356	178757580	45929796	2084766852	39922000	31416644	45604644	30738609	32002408	39467232	491802116	19466952	32109296	60792536	40999444	51574848	33313968	37086216	42101016	50461212	40944600	35276120	35910860	31937600	48181196	59745396	35295060	50257812	36808620	51199052	30066484	49980916	32929896	34959576	24852192	33738720	50711880	36596244	32134124	34475860	36491456	34739292	24746584
2024-03-25	29329894	17599047	27849092	21304836	25392536	15153388	29540160	10306970	20394028	25235844	24371004	139140634	16891840	20045343	18834600	19422396	986583724	35457080	28493200	7153136	18962609	14435260	2860544	21130984	286700123	168495058	21928742	21187124	14570130	31297355	21944781	27702666	31185694	19217086	10820363	28290368	28818790	16562492	266390942	15601260	21840392	31609668	18421048	12614700	15574491	26006826	30832572	22557294	21976969	30574409	26121168	23885428	21368176	27579568	299459110	17619160
2024-04-01	6860869	11807415	6419784	3292588	6354276	7926948	6812832	7748977	6354276	8256508	0	1874823	9795936	10481280	8351264	122349656	2192057604	6354276	0	0	1278579	8543992	7633652	7584878	8605689	12839568	0	9171120	2412295	9056339	7085829	6485292	6354276	8838299	2454979	6357308	9312558	9629676	8565597	8157476	8695233	2355004	6354276	7598928	8159323	6325035	6419784	9848742	1800505	63416633	12911280	8773152	2239840	2606599	2060731	0
2024-04-08	0	0	0	0	0	0	0	258378108	0	0	0	0	0	0	0	0	1813380216	0	107733852	0	75719242	0	0	0	0	0	0	0	78377928	0	182081934	0	0	230937172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252715008	0	0	0	0
2024-04-15	13215145	134451200	9600668	42980372	2093792	90584413	1865004	84608216	8496571	121715708	6354276	109150331	2917596	0	2062496	0	2145449040	0	0	0	0	0	157895800	0	1923873	0	27766073	0	2543311	271384864	5448129	0	201790263	0	0	259451280	91388262	0	6878340	0	6943848	0	9659754	0	0	0	9513264	0	8547829	0	255594564	0	156077960	0	6354276	0
2024-04-22	112062417	0	0	0	0	0	0	0	188948872	0	181025148	0	0	93314318	0	88224244	2294111504	9105612	0	214352465	0	27358340	0	90819526	0	9310209	0	9723162	0	2636555	0	8069377	0	2156483	0	11728964	0	56467896	0	1737692	0	8709280	0	3680084	0	38503752	151147740	238478662	0	2482841	0	7069944	0	9026383	0	9500502
2024-04-29	0	0	0	0	124015004	223876904	0	0	0	0	0	0	0	0	0	0	2343594612	0	0	0	0	0	0	0	0	337981339	0	0	57545066	0	0	0	0	0	0	0	0	109846044	0	0	0	138086792	62410752	229961230	0	0	0	0	0	361116125	0	0	0	456679424	0	0
2024-05-06	170385799	0	0	0	289792888	0	0	0	0	0	0	0	0	0	239308384	0	1991783164	0	0	0	0	0	0	0	76816384	0	0	0	31034803	0	0	0	0	0	0	0	104673280	0	0	0	0	191717260	0	0	0	0	0	0	0	0	0	0	0	0	0	9564168
2024-05-13	0	0	76214236	0	0	0	212166232	0	0	0	0	0	0	0	0	0	2272675092	0	0	0	0	0	0	0	0	0	0	0	0	0	21355608	0	0	0	0	221793412	0	0	0	0	15806052	0	0	0	273321831	0	0	0	0	0	157529088	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	0	272114684	0	0	0	2158206636	0	0	0	170230495	0	135258468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57806826	0	0	0	0	0	195022708	174272512	0	0	0	0	127091965	0
2024-05-27	0	0	0	616235008	0	0	0	0	145557076	0	0	0	0	194973300	181064640	0	2584768596	0	8773604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27541504	312108328	0	0	0	0	0	0	115470336	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	7860960	106925776	7795452	0	52943453	0	0	195706860	0	9957216	0	0	0	2077009872	0	0	0	0	0	0	0	24172452	0	9564168	209244544	0	0	0	7860960	11136360	0	0	0	0	0	0	0	0	0	0	0	0	0	263358020	0	0	11136360	12381012	42234880	0	0	0	0
2024-06-10	7795452	0	0	0	0	0	0	0	0	0	0	7795452	0	0	0	0	2796616608	0	0	0	0	0	0	0	0	0	9236628	0	0	237502771	0	0	0	24762024	0	0	0	396480912	0	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3354905936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6940442144	20831544	8773604	0	5784179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	100583452	0	19259352	20766036	0	0	0	18008280	101304040	16082310016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53002740	0	0	0	0	20110956	0	0	24793531	0
2024-07-08	69256012	5887427	33239720	11092472	9803424	42475096	1479980	8395921	10212714	10546788	6419784	8384523	0	8939343	9092304	7325670	27629482796	14058803	5691424	1578713	5323551	0	6700268	7830638	6681816	9343089	7074864	9841638	0	8806483	2614873	7467912	10853190	2885627	9509643	9355440	7009356	6616308	4783034	8661144	9886917	5840504	7074864	1881002	0	8814451	0	0	8326813	0	0	8965720	2755936	6419784	0	7596439
2024-07-15	74640857	0	0	49020440	0	1284988764	0	0	0	0	0	0	0	0	0	0	31379661972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	0	0	10743312	9433152	0	13363632	11791440	12249996	12512028	12446520	0	10022724	11005344	12249996	11594916	0	11472774912	11725932	8773604	6092244	5784179	0	7161344	0	10088232	0	12249996	0	7140372	0	4389036	0	10088232	11463900	12708552	10088232	13691172	0	11856948	10022724	0	47808128	12577536	42049726	10350264	6616308	11529408	12118980	0	12577536	14280744	0	11725932	11922456	11922456	10088232
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10990390440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9245056804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9784035532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10163557932	0	0	0	0	9564168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8188500	0	11922456	0
