week_start	sub-PK-109/sub-PK-109_ses-20240717T150830_slice-2024-07-17-0001_cell-2024-07-17-0001_icephys.nwb	sub-PK-109/sub-PK-109_ses-20240717T155714_slice-2024-07-17-0003_cell-2024-07-17-0003_icephys.nwb	sub-PK-109/sub-PK-109_ses-20240717T164239_slice-2024-07-17-0005_cell-2024-07-17-0005_icephys.nwb	sub-PK-109/sub-PK-109_ses-20240717T180719_slice-2024-07-17-0009_cell-2024-07-17-0009_icephys.nwb	sub-PK-109/sub-PK-109_ses-20240717T184616_slice-2024-07-17-0011_cell-2024-07-17-0011_icephys.nwb	sub-PK-110/sub-PK-110_ses-20240723T143352_slice-2024-07-23-0003_cell-2024-07-23-0003_icephys.nwb	sub-PK-110/sub-PK-110_ses-20240723T160020_slice-2024-07-23-0006_cell-2024-07-23-0006_icephys.nwb	sub-PK-110/sub-PK-110_ses-20240723T173444_slice-2024-07-23-0010_cell-2024-07-23-0010_icephys.nwb	sub-PK-110/sub-PK-110_ses-20240723T185020_slice-2024-07-23-0014_cell-2024-07-23-0014_icephys.nwb	sub-PK-110/sub-PK-110_ses-20240723T195515_slice-2024-07-23-0017_cell-2024-07-23-0017_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T151405_slice-2024-07-24-0002_cell-2024-07-24-0002_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T170926_slice-2024-07-24-0006_cell-2024-07-24-0006_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T174632_slice-2024-07-24-0008_cell-2024-07-24-0008_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T183816_slice-2024-07-24-0011_cell-2024-07-24-0011_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T194247_slice-2024-07-24-0015_cell-2024-07-24-0015_icephys.nwb	sub-PK-113/sub-PK-113_ses-20240724T203017_slice-2024-07-24-0018_cell-2024-07-24-0018_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T134337_slice-2024-07-26-0001_cell-2024-07-26-0001_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T143540_slice-2024-07-26-0003_cell-2024-07-26-0003_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T151329_slice-2024-07-26-0005_cell-2024-07-26-0005_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T174521_slice-2024-07-26-0008_cell-2024-07-26-0008_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T190225_slice-2024-07-26-0010_cell-2024-07-26-0010_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T194113_slice-2024-07-26-0012_cell-2024-07-26-0012_icephys.nwb	sub-PK-114/sub-PK-114_ses-20240726T201907_slice-2024-07-26-0014_cell-2024-07-26-0014_icephys.nwb	sub-PK-115/sub-PK-115_ses-20240731T162311_slice-2024-07-31-0001_cell-2024-07-31-0001_icephys.nwb	sub-PK-115/sub-PK-115_ses-20240731T181337_slice-2024-07-31-0003_cell-2024-07-31-0003_icephys.nwb	sub-PK-115/sub-PK-115_ses-20240731T201228_slice-2024-07-31-0009_cell-2024-07-31-0009_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T160824_slice-2024-08-07-0005_cell-2024-08-07-0005_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T170619_slice-2024-08-07-0008_cell-2024-08-07-0008_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T174746_slice-2024-08-07-0010_cell-2024-08-07-0010_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T183410_slice-2024-08-07-0012_cell-2024-08-07-0012_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T193551_slice-2024-08-07-0014_cell-2024-08-07-0014_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T201812_slice-2024-08-07-0016_cell-2024-08-07-0016_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T213508_slice-2024-08-07-0022_cell-2024-08-07-0022_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T221140_slice-2024-08-07-0024_cell-2024-08-07-0024_icephys.nwb	sub-PK-116/sub-PK-116_ses-20240807T224803_slice-2024-08-07-0026_cell-2024-08-07-0026_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T141101_slice-2024-08-02-0001_cell-2024-08-02-0001_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T153835_slice-2024-08-02-0005_cell-2024-08-02-0005_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T164430_slice-2024-08-02-0009_cell-2024-08-02-0009_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T190802_slice-2024-08-02-0015_cell-2024-08-02-0015_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T200300_slice-2024-08-02-0017_cell-2024-08-02-0017_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T204308_slice-2024-08-02-0019_cell-2024-08-02-0019_icephys.nwb	sub-PK-119/sub-PK-119_ses-20240802T212527_slice-2024-08-02-0021_cell-2024-08-02-0021_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T142311_slice-2024-08-06-0003_cell-2024-08-06-0003_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T151712_slice-2024-08-06-0005_cell-2024-08-06-0005_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T160408_slice-2024-08-06-0007_cell-2024-08-06-0007_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T164437_slice-2024-08-06-0009_cell-2024-08-06-0009_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T183401_slice-2024-08-06-0014_cell-2024-08-06-0014_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T192133_slice-2024-08-06-0016_cell-2024-08-06-0016_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T200134_slice-2024-08-06-0018_cell-2024-08-06-0018_icephys.nwb	sub-PK-120/sub-PK-120_ses-20240806T204124_slice-2024-08-06-0021_cell-2024-08-06-0021_icephys.nwb
2025-12-22	0	0	23216727	0	0	0	0	0	0	0	0	15958354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21820587	0	0	0	15640068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	20971520	0	0	0	0	0	0	0	0	0	0	0	0	15728640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15728640	0	0
2026-01-12	0	0	88376494	0	0	90454164	0	70782558	32163933	94476120	0	42172754	0	50102654	0	0	0	0	0	0	30932464	0	0	0	96550302	0	0	86009802	76527994	0	64246614	0	0	0	0	0	0	0	0	0	0	0	101980857	0	0	10485760	0	0	0	0
2026-01-19	30756316	24080263	0	35053504	0	0	0	0	0	0	0	0	0	0	25172903	0	0	0	22627828	0	0	22875676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79768328	0	0	0	20042298	0	20971520	0	10485760	0
2026-01-26	0	0	0	0	0	15728640	26214400	15728640	16435293	0	0	0	23142023	0	0	22261213	20747077	5242880	0	24059605	0	0	17946761	0	0	21104141	0	22033381	0	0	0	20971520	11513734	0	28177778	22232528	20971520	13520004	15728640	23638693	0	0	26214400	24301308	0	0	0	0	29140637	0
2026-02-02	0	0	0	0	26214400	0	0	0	0	15763400	0	0	0	15728640	0	0	0	0	0	0	0	0	0	0	0	0	28385948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25337126	0	0	0	0	0	0	0	25222196
2026-02-16	16254260	10088232	10526448	0	15083392	409600	16377000	14456928	11169464	24385528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	58409660	50446727	55014319	5003436	8598100	0	4389036	0	25507933	33744840	0	0	0	0	0	0	7711841	10336512	30846624	0	37303992	0	34218405	5770592	0	4389036	40753348	31341825	0	0	33659307	33080985	38353058	0	0	37893868	10373404	4127004	36107324	0	29152644	0	0	4127004	0	0	0	0	0	32916788
2026-03-02	0	0	0	4127004	0	0	0	24706422	0	0	12953044	0	6553600	8516040	0	37795577	0	35506943	0	0	0	35819036	0	0	9500760	0	0	0	28515517	0	0	0	0	32802308	4127004	0	0	0	31980320	0	0	37563686	0	0	36481710	36318773	0	0	41230153	0
2026-03-09	0	0	50690791	0	0	45741330	0	0	0	0	0	29331794	0	0	42308775	0	0	0	0	45942769	0	0	0	0	0	0	0	0	0	38174151	0	0	0	0	0	0	0	0	0	13940852	0	0	36144019	0	0	0	0	0	0	0
2026-03-16	0	16770048	13101600	36405184	0	0	0	0	0	0	8974596	0	0	0	0	0	0	0	0	0	17949192	0	0	15066840	11791440	0	0	0	15328872	11922456	23451864	0	0	0	0	0	0	0	0	0	6943848	0	0	0	0	4061496	0	5961228	0	0
2026-03-23	30084264	0	29433268	204800	4127004	0	0	0	0	0	0	0	0	0	0	32746973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17228604	0	0	982620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	96429120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58491617	0	0	0	0	0	0	0	0	0	0	0	0	33021117	0	32123307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	0	0	40085536	0	0	0	0	31686994	28384903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33021117	32306347	64246614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34383517	30465076
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25810152	0	0	0	0	0	33361436	0	0	0	0	0	0	0	0	32123307	0	0	12577536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-04-20	0	0	0	0	0	0	0	0	0	0	0	0	0	30294207	0	0	0	0	0	0	19521384	0	33675401	0	0	0	0	0	19128336	0	20372988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12184488	0	0	0	0
