week_start	sub-661968859/sub-661968859_ses-684856233_behavior+ophys.nwb	sub-673580710/sub-673580710_ses-693508136_behavior+ophys.nwb	sub-673580710/sub-673580710_ses-694681096_behavior+ophys.nwb	sub-673580710/sub-673580710_ses-697449744_behavior+ophys.nwb	sub-675861517/sub-675861517_ses-698363196_behavior+ophys.nwb	sub-699502603/sub-699502603_ses-723736689_behavior+ophys.nwb	sub-699590236/sub-699590236_ses-722975630_behavior+ophys.nwb	sub-710318403/sub-710318403_ses-728913582_behavior+ophys.nwb	sub-710318403/sub-710318403_ses-729486130_behavior+ophys.nwb	sub-710318403/sub-710318403_ses-730569133_behavior+ophys.nwb	sub-745634050/sub-745634050_ses-765930355_behavior+ophys.nwb	sub-745634050/sub-745634050_ses-766651427_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-773079681_behavior+ophys.nwb	sub-746910369/sub-746910369_ses-773939791_behavior+ophys.nwb	sub-746926904/sub-746926904_ses-765556204_behavior+ophys.nwb	sub-753847689/sub-753847689_ses-780001940_behavior+ophys.nwb	sub-753847689/sub-753847689_ses-781285354_behavior+ophys.nwb	sub-753847689/sub-753847689_ses-783216732_behavior+ophys.nwb	sub-753847689/sub-753847689_ses-784120603_behavior+ophys.nwb	sub-753852001/sub-753852001_ses-775627034_behavior+ophys.nwb	sub-753852001/sub-753852001_ses-776914650_behavior+ophys.nwb	sub-754469470/sub-754469470_ses-774337597_behavior+ophys.nwb	sub-754469470/sub-754469470_ses-785467612_behavior+ophys.nwb	sub-754469470/sub-754469470_ses-786137541_behavior+ophys.nwb	sub-759496697/sub-759496697_ses-789095523_behavior+ophys.nwb	sub-759496697/sub-759496697_ses-790005301_behavior+ophys.nwb	sub-759496697/sub-759496697_ses-790391521_behavior+ophys.nwb	sub-759496697/sub-759496697_ses-790916097_behavior+ophys.nwb	sub-759496697/sub-759496697_ses-793051644_behavior+ophys.nwb	sub-759679908/sub-759679908_ses-794982853_behavior+ophys.nwb	sub-759679908/sub-759679908_ses-795894618_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-789112476_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-790020860_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-790353900_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-790920747_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-791324158_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-792632685_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-794278695_behavior+ophys.nwb	sub-763958536/sub-763958536_ses-794944810_behavior+ophys.nwb	sub-765991985/sub-765991985_ses-794562341_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-791248771_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-791733321_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-792449512_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-792879437_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-794035587_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-794688639_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-795399267_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-796420836_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-798747988_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-799627315_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-800143207_behavior+ophys.nwb	sub-769367548/sub-769367548_ses-802401658_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-800164268_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-803007090_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-804893755_behavior+ophys.nwb	sub-772622312/sub-772622312_ses-806758614_behavior+ophys.nwb
2025-02-24	0	0	4114568	4048204	0	0	0	4114568	11547336	0	0	4114568	7233676	0	0	4048204	0	4114568	0	6238216	4048204	0	0	0	0	4114568	4114568	0	0	0	0	9888236	7963680	9689144	4114568	0	0	0	6370944	0	0	4313660	9689144	0	0	8361864	9622780	9622780	5840032	0	13007344	0	0	0	0	0
2025-03-03	48280	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	38624	0	0	4844572	0	0	0	307200	0	0	409600	0	0	0	0	0	0	0	0	0	0	0	0	0	5441848	0	0	0	0	0	0	0	0	0	307200	0	0	4114568	0	0	0	409600	0	0	0	0	0	0	0	0	0	0	0	0	0	4977300
2025-03-17	57936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	48280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	40349376	84986640	0	17138624	113320	33932704	50767808	50520224	17059616	50681968	33883608	17087896	50871632	33893824	33839728	50741304	16992816	33853184	33783536	50675464	17077800	34072248	33913552	33851472	33930104	17195968	33781304	234584	17097760	33949584	16961568	201512	66000	17107832	16961328	16971952	33862296	17131432	17184600	17084472	33851472	33954816	50783856	17198312	17085592	17089496	17006496	33964096	33757744	17148592	50743576	33816432	17079232	34082584	34003568	160424
2025-04-07	48280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	28968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	38624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	28968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	10583216	55471984	45760432	16718920	10583136	16710792	18445776	17609608	12322632	16722360	15792192	15810784	12284272	13180792	10563320	17555736	8783896	13159800	12311448	14926136	13179952	15799688	15820872	14096296	15856152	14934704	16726392	19345216	17595736	11449536	16727304	14065832	12319240	13169816	21076528	18493680	14934568	15837272	14077752	13180072	18444208	15793056	10547824	16690976	17548000	21952712	14057712	18443872	16700024	11416272	14058352	21956512	12320360	16717040	13180912	18434384
2025-07-14	8814520	20154368	14979632	12321736	14101192	14081880	16700536	14961400	15840632	14083512	15811504	11414608	14935928	7896888	8804376	14933480	14935520	13179112	13179112	16681016	14915392	14941776	14046904	19361888	17614728	18453864	17596056	18475544	14977136	9691040	15847936	20197304	8802216	13179472	15821880	14087664	9651048	22002112	16715520	18444376	11425200	14934976	15802424	21078256	10567424	14056688	11435168	15811792	18425904	14926000	12284160	16681928	11431368	16717040	19313336	19302096
2025-07-21	0	0	0	0	0	205603740	0	0	0	0	0	0	157286400	0	0	0	0	0	0	0	59688344	158192428	0	0	0	0	0	0	0	0	314572800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419430400	0	0	0
2025-07-28	9656	0	0	0	358515012	0	0	0	0	0	0	0	0	314572800	0	0	0	0	0	69964452	0	0	241261948	0	0	0	0	314572800	0	92285492	0	0	0	0	0	0	0	0	0	0	0	314572800	0	209715200	52428800	0	0	314572800	0	314572800	0	0	0	314572800	330182924	0
2025-08-04	19312	24166352	0	0	0	0	335255812	0	0	0	0	0	0	0	0	155377676	0	0	0	0	0	0	0	203992564	286398092	0	0	0	0	0	0	367001600	734003200	0	0	0	419430400	0	0	104857600	0	0	0	0	0	0	0	0	426351244	0	0	633743260	0	0	0	0
2025-08-11	9656	0	117996952	128041564	0	0	0	0	52428800	0	157286400	0	0	0	122261236	0	0	104857600	52428800	0	0	0	0	0	0	0	0	0	157286400	0	0	0	0	891289600	419349672	262144000	0	0	0	0	0	0	776270548	0	0	0	399008116	0	0	0	379315556	0	0	0	0	380001660
2025-08-18	94195788	0	0	0	0	0	0	0	0	0	0	36775124	0	0	0	0	157286400	0	14666444	0	0	0	0	0	0	245330888	4114568	0	0	0	0	0	0	0	0	0	0	314572800	0	20108292	209715200	0	0	0	0	639139044	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	358515012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518565364	52428800	0	0	222912740	0	0	0	520370500	0	0	0	681574400	0	0	0	0	0	0	0	0	471859200	0	346579316	0	373922444	467738684	0	0	0	237681988	0	0
2025-09-01	19312	0	21701028	22696488	0	0	21833756	0	0	39287488	0	0	0	0	0	0	0	0	0	174822052	0	0	0	0	0	0	0	0	19710108	0	0	0	0	771287300	0	0	21833756	0	0	0	0	0	0	914324248	0	0	0	0	0	0	169600356	0	0	0	0	0
2025-09-08	9656	0	0	0	10286420	0	0	0	0	26180940	0	0	0	0	0	0	0	0	0	0	0	4048204	0	0	0	0	421912836	0	0	0	0	0	281787744	0	0	0	9755508	0	270373136	0	0	550966328	0	0	0	0	0	0	0	0	0	0	0	0	0	21302844
2025-09-15	95924376	4888696	16552472	0	4114568	4247296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	5843156	24056772	32696068	0	24428704	17355004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	9656	18692408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	7960272	86767832	13339164	16159224	32814940	16956820	15028936	17322168	2336188	11146152	8130092	20316872	11770908	14664832	10598884	22159500	23687136	8428228	12953564	8627320	8916512	13073708	13631924	16837140	10702356	16762944	24332648	17295440	17437572	14872452	16248280	10255208	5870144	9869968	23100980	7570348	11166716	17437540	8936468	17880072	12379200	12243364	14331816	6482256	12165040	8295500	11269656	6950700	4625688	17209872	16901216	11967640	11159016	12124944	16939952	15556896
2025-10-13	19959092	12996224	12029028	12235760	8452600	14882536	4778208	9093032	11189496	15327084	15530180	8254420	16341864	20350552	15650844	19883028	16438072	11759012	13557132	24960524	15631144	17553872	15317380	12367228	8494592	20427516	20314212	17229076	15786552	19923032	12808252	14502504	10871416	16862236	11251852	16463124	6465284	10610144	19477008	23767364	12246472	28798800	14193380	15066744	21189716	19748584	19275252	12995664	6560140	11413820	10950836	23957400	14809036	8229136	14973648	21889196
2025-10-20	6247872	6558916	0	7192096	8917148	6786128	4180932	2422868	4114568	7099948	4380024	4007124	0	1946140	0	4180932	1740852	5846324	5779960	4018852	6581904	4180932	0	0	2340492	8136452	0	4114568	6960140	7270316	4009572	6919432	6401056	0	0	7570348	4701432	0	6425972	6418204	0	4114568	4977300	6681348	4114568	0	4114568	6365104	0	4247296	2278756	2344860	0	4005188	0	2350460
2025-10-27	13395588	32993672	28819120	32045004	20205780	17089548	19939872	15696832	25736660	26474236	33084964	28530212	53081956	31521288	23575812	16591000	7596272	21732488	31029740	33093944	24988468	26330808	25364700	20288068	10702356	24475720	37811368	16029360	22953864	29243716	38336592	37234144	21519768	36421348	32693732	38316288	32856504	33473340	28635240	20534632	20312012	24320024	29688492	19380404	26058084	24062244	23468408	34806060	15234032	26500832	29621500	26235896	21939576	28829004	25916224	18294616
2025-11-03	59884092	44773104	84106784	53554928	62287308	43538056	66440956	70948936	42554524	60183148	76156204	79308160	44711932	34793096	55239736	59005540	27000524	45642404	44672112	65369828	47423516	50620392	49773948	70315624	44539532	71316108	70240424	72811380	31474420	32266736	76103640	50382096	54321416	42882704	85212888	71129216	45040332	46878868	49085036	56787480	70868260	71467676	38448540	63142044	57486572	45593360	39919700	34788540	48983620	53155200	60084128	67890360	51756740	53828564	48447884	51360684
2025-11-10	31091772	47283816	49447632	66695000	57617456	26382144	42024024	52697672	44279112	45651432	33116640	36892076	49216524	36407416	19964504	30786820	33723488	24465996	33756956	40571384	29724048	50389540	44916672	40272048	23347020	41637676	56967624	59181196	45344496	57366160	54120324	49497848	28922424	52288124	54642804	50812128	60426368	39985108	48521768	30611908	57825420	52388820	30949408	28429440	51582716	46692368	53192500	37454780	41673684	41896492	36523356	38048684	59000280	55042784	42590720	45664304
2025-11-17	20214892	20915424	41920664	42887120	20953404	13505892	24840768	30596132	17972072	33440456	24291232	28331120	37586504	25105564	33104576	22026772	7596272	11107956	20133460	38203972	19745712	23742612	13764652	21326368	19896092	29187564	30866088	18306136	20216780	25925516	25434244	21023752	24077852	23854504	15631876	34533540	19605356	24248744	25250676	22221888	32903424	29196984	23400944	28784792	16190276	28357312	29470860	19360768	15632216	28203912	19179972	21811632	36672384	36816032	20167172	20047800
2025-11-24	21564892	32142060	33293344	29498388	38190424	17885916	17642784	28638976	24794116	33777276	24555684	32976600	24247340	27937632	27577008	34762584	25182732	19934368	20452696	40645408	31461380	34245012	24290172	37058844	17989288	16431952	36882272	30695804	24580644	31131632	41588428	33433820	14985984	33079100	32802740	14083724	20978176	22448820	32793500	31275548	37548904	34009168	21392992	28339544	33113096	21862936	29139040	17496736	17433940	13294396	31346964	20152528	22357488	28848672	30735352	32656960
2025-12-01	17221980	17497856	29870252	34143868	21948864	24506952	27464656	19678672	34363980	22827216	28306756	16641568	36947344	10175276	25984272	30123180	27699752	18136248	23903624	41624720	17742924	32669164	29745672	36266684	17790196	29028516	37442952	21037388	21552140	25726424	38071136	28407732	28849920	37284080	23565528	37638092	32923696	32926236	26168436	31275548	41336280	29828236	35851828	15199472	33355584	32140060	15667148	23276244	23974288	26854248	21967260	16060084	32985592	21041068	30918140	25146904
2025-12-08	29373124	30039824	16447580	20207428	29646260	80422648	27061452	24456880	11189496	34107096	25385736	32379324	40514680	26520792	21662316	27641540	12951556	17538972	26498112	24532988	84717804	17720376	6676408	20619888	31062996	34470364	20513304	15830268	21602344	28108612	12200076	32323208	13628592	25115420	32434584	31205636	10579852	21801372	23314784	21823704	30116136	20071140	22007300	30707232	25016688	23066784	21718496	21291164	30109464	24354800	13229592	26036804	24537636	13651316	15256236	20313256
2025-12-15	315647904	126132600	139837520	164798412	540115008	444076296	22415972	430431400	435410664	423339080	139617412	232602384	1132594976	923590160	475974648	203724784	26474424	238297004	459061328	29643016	204432064	319951820	267837980	30598012	480702496	838297572	561721324	910199544	384590400	1017737980	544421496	55218788	38877024	1069189008	867568640	22976500	1270503344	606532092	681938528	48416564	54126784	619776980	642310212	48049652	796056576	35648056	44004576	501841864	563886712	549057420	885411988	1614997976	1579288552	1460676616	830322836	965533948
2025-12-22	0	0	73400320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241496788	0	0	0	0	318630500	0	0	0	0	0	0	0	547773820
2025-12-29	4645480	6957100	0	0	4006212	2339740	6467980	120660276	6583484	4180932	8130092	8229136	4114568	4114568	4844572	7121044	4380024	1731756	100649048	4018852	0	2339628	2362748	0	6455060	8136452	12815080	2343140	161400968	4645480	4114568	0	0	4778208	3155444	3323052	0	420741928	4114568	0	4114568	8128796	1716948	2301324	4313660	0	4114568	6630560	2312844	4114568	4380024	2344860	2332604	8783396	6810876	2350460
2026-01-05	22145980	31876604	24781608	35380000	28368552	17355004	24968476	37730844	26281020	32316268	26347512	53865464	42662808	20038704	25652452	37264320	32212504	150547864	31608140	37038772	26725800	33133712	34523880	37101684	35279432	27329372	26184012	30981660	28031572	18721564	29814268	33053212	31703572	38360596	41460088	38842348	26706304	25401220	22097560	29920112	385238332	34504516	25773016	42817924	49436100	18013824	24252552	29038232	17878696	19642956	32497532	488977156	19208788	36859048	26447136	16453220
2026-01-12	0	0	232954868	0	0	400721720	0	0	0	0	204555684	0	841956712	884327480	0	0	0	0	0	0	160916172	410756696	1185159284	0	0	0	0	1287398060	710165320	698373224	1408766680	0	0	0	0	0	790359676	0	0	0	0	0	618984148	824163724	0	0	0	10485760	0	0	0	0	1241862008	0	0	10485760
2026-01-19	81092084	61918976	21225788	71903872	12567168	13439528	17050528	13473056	119285484	17317004	20541164	132648568	21526416	269966528	7924968	15104820	21997260	7777172	8361864	20646864	17833024	12974756	24408420	20487160	24674300	218970544	12151440	11700464	19354048	8361864	16607832	6853068	11740288	14183628	495782772	23895892	8882364	4114568	15163348	12969136	16246060	12143024	8411196	17434432	8139804	419127632	17296556	8693684	12741888	10728584	17277796	11149148	11377836	12124944	15256236	14694164
2026-01-26	12330640	18205620	38724500	16483056	308249732	21702664	296147440	15365012	30727408	14798172	37463984	36800428	28494636	20682372	118505644	145486760	173836752	20718152	22184452	99069392	13628356	14269448	34443864	23008992	21736532	13021068	361267688	28464992	8030044	10226972	16884188	28208640	475098384	534192356	21249096	29816844	26723868	17686804	297517452	173425328	30116136	260551016	13861560	531945012	25481236	13434708	12850168	9267600	282829652	237056752	14180292	24665280	22072304	20576520	349522384	21878272
2026-02-02	5156796	7156192	16143596	10269624	12235348	19628380	19010776	18052172	6517120	95531808	16791096	8014248	16076408	15174160	18789308	12542796	19725496	11759012	16217984	21045048	18859244	4446388	11269176	237663132	234239392	16339268	10645552	211501740	10543796	21280036	24809236	405546068	12204836	4114568	16959156	501809508	8948728	11124864	9533744	10864592	12113744	12309728	3433896	10530460	361224772	17435140	406362296	6497832	21860536	6813108	164822552	7034580	8779776	340325836	4596248	9014580
2026-02-09	16909756	8295500	8124244	7391188	12193356	9524052	10648912	9159396	6450756	10749968	12311024	21593584	17071868	6193436	7081592	13133996	4114568	10027256	10491804	21509596	15830236	14003992	13565560	16571684	20028820	20958428	24929924	8999940	12991184	4114568	8124140	6853068	15788492	9936332	11650036	15339788	8948728	8810220	15163348	6910908	11998764	28533344	9132684	8717216	16190276	11073492	16964736	4114568	11736532	11259496	10640620	13272800	2332604	20486808	17006316	13062784
2026-02-16	18077900	12765016	15812480	131052728	15676992	16177700	6090496	20523600	9524300	15977732	9220456	12501716	3923636	6790712	0	10791160	5855420	7909900	5846324	4018852	6515540	6586924	6610044	8584480	2340492	8760048	0	2343140	7026504	11451248	0	9657932	4180932	6992268	8132744	14941604	6465284	2314644	6691428	4247296	8114156	4114568	8892776	9380856	4025236	7025288	10871472	2316900	14115740	4866168	4557512	4689720	6447172	12124944	6479056	0
2026-02-23	11799728	27452456	4009676	21555260	24959616	9336376	40483416	22556320	17996060	9505176	31901388	27545644	29332404	6843872	24242572	14224360	20037116	8229136	14088044	13422652	7202916	26807008	27606136	21125084	14385996	16697408	18634412	6656800	4922352	24645084	8124140	20406228	16981256	15412428	15685336	7437620	18415164	30589028	8295500	16581332	25792568	25975276	10676088	20459352	29595804	9006912	13494896	13441300	21891744	19051796	19401444	15639780	18503168	16922820	16147508	7181828
2026-03-02	0	0	0	0	0	4180932	0	0	0	0	0	4313660	3923636	6657984	0	0	6386332	1731756	6509964	0	0	0	0	0	0	0	8036872	0	6561956	7004860	0	4114568	0	2877700	4579116	0	0	0	0	0	0	0	0	0	0	6560740	3981012	0	0	0	0	0	0	4512752	4579116	0
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4313660	0	0	0	0	0	0	0	0	0	0	0	8361864	0	0	0	3999588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2350460
2026-03-16	11673532	6558916	20628512	14931900	4006212	12908616	7060236	16425672	9423688	16988184	32054816	0	31539220	32783816	1838836	0	0	5314584	10750968	8634980	10431016	11497860	13286452	16239864	13573760	12888340	8199368	6457708	20639204	7602136	4009572	12927344	1689212	7589544	8995476	15610096	14467352	28180412	9334652	3033640	11547336	8028456	22007300	5972760	4114568	19160604	11402384	0	12921188	6171024	8804808	15285840	16478000	12390400	8710816	12437788
2026-03-23	0	2444348	4009676	3011164	0	0	0	2422868	0	2321740	4015524	0	4180932	0	10067972	7054680	1740852	5242756	5846324	0	0	2936904	9994608	0	4645480	0	8036872	4114568	0	2890292	0	0	1689212	2877700	3155444	4579116	4180932	0	2311404	0	3999588	4778208	1716948	0	4025236	4114568	2907792	4247296	0	2433084	8162772	0	10495376	1061824	2298124	0
2026-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286420	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	10569000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
