week_start	Microscopy	Miscellaneous
2025-05-12	48563875	1363
2025-05-19	78911293482	0
2025-05-26	9009608911	0
2025-06-02	1168237645	3455
2025-06-09	6274424700	0
2025-06-16	3484295580	1117
2025-06-23	887557575	0
2025-06-30	2773505642	6754
2025-07-07	5514024554	9579
2025-07-14	16758143488	3448
2025-07-21	497102547767	30247344
2025-07-28	3262804220936	376272673
2025-08-04	2199296891557	273053315
2025-08-11	2761067438595	323211735
2025-08-18	1028084246455	117772609
2025-08-25	2818067511002	170566889
2025-09-01	4229310094358	173048194
2025-09-08	5311326523948	145770777
2025-09-15	526213861092	3374
2025-09-22	470742769657	13105
2025-09-29	7127977332481	24234
2025-10-06	8058832145294	17104599
2025-10-13	3462870598061	44968
2025-10-20	3012832670803	2726
2025-10-27	13202906853	10242
2025-11-03	21187691313	17828
2025-11-10	20149951406	88081
2025-11-17	16255804224	67134
2025-11-24	45948841713	20348
2025-12-01	1077471912073	14267
2025-12-08	268949138122	6338628
2025-12-15	11519659575552	3549081850
2025-12-22	771945160351	88695884
2025-12-29	866953054721	83223400
2026-01-05	20894018377417	1246389066
2026-01-12	25085323470014	1244777626
2026-01-19	2462282795074	364055702
2026-01-26	3995113697809	399670314
2026-02-02	1689829537638	247446770
2026-02-09	41070876569	119247
2026-02-16	14105672946	5491613
2026-02-23	489186430873	50270367
2026-03-02	2364835492423	5845409
2026-03-09	1201891086120	5760360
2026-03-16	1319614207395	813083147
2026-03-23	1346015047626	39149483
2026-03-30	1574072834405	43509022
2026-04-06	1622525881899	76727658
2026-04-13	1724982529439	53032498
2026-04-20	1675093406205	786982751
2026-04-27	1679756863626	109727340
2026-05-04	1447448524666	81141031
2026-05-11	1890907342898	119871689
2026-05-18	2244417094298	825747914
2026-05-25	1592660237349	164852400
2026-06-01	1257288114685	614120288
2026-06-08	852369360972	16884455
2026-06-15	929468509605	93547250
2026-06-22	1340879413216	311553417
