week_start	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-110536_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-1e6x9g5_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-3qgotg_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-iedh17_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-v66otz_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-wocrdm_image.nwb	sub-CHO-20250318-c1/sub-CHO-20250318-c1_obj-z3blj9_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-1mp0sxa_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-1stqv9v_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-1u1b1wh_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-1w4t5dd_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-3683hd_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-3iumfc_image.nwb	sub-CHO-20250318-c10/sub-CHO-20250318-c10_obj-av06wq_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-13wu787_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-1edqsec_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-1f4hj4u_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-1k8fzab_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-as2gmq_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-w0d8hf_image.nwb	sub-CHO-20250318-c2/sub-CHO-20250318-c2_obj-xzoo8v_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-14ydkh7_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-1a84abu_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-1egj7s0_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-1pjmzic_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-1xr20sg_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-4213bs_image.nwb	sub-CHO-20250318-c3/sub-CHO-20250318-c3_obj-8z3y9l_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-16w5n6p_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-1cc2fdo_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-1e0zrqa_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-1pa6rma_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-5timwx_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-abdm8v_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-de0ek2_image.nwb	sub-CHO-20250318-c4/sub-CHO-20250318-c4_obj-n5uny2_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1ditxx0_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1f497lm_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1ftlftr_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1quwljr_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1r0fn9m_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-1ssckwr_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-8pg2s8_image.nwb	sub-CHO-20250318-c5/sub-CHO-20250318-c5_obj-t2xw75_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-15ydvb6_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-1r7p2xq_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-1tudpnc_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-1xauxx8_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-5qo892_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-pmp04m_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-vxw8j5_image.nwb	sub-CHO-20250318-c6/sub-CHO-20250318-c6_obj-yuhap2_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-10lvw4o_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-1mkinhv_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-1vq2wf6_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-g5zjda_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-jymw85_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-nrq2w8_image.nwb	sub-CHO-20250318-c7/sub-CHO-20250318-c7_obj-p833wb_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-11cuzya_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-1l4bh5j_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-1myxoo3_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-56bsnc_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-6yahv5_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-a5mu0s_image.nwb	sub-CHO-20250318-c8/sub-CHO-20250318-c8_obj-u55m4d_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-1mbbt99_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-1pivdt1_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-1qdzxxl_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-gt9g0s_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-jyq06z_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-p45ta9_image.nwb	sub-CHO-20250318-c9/sub-CHO-20250318-c9_obj-w1l3k2_image.nwb
2026-01-19	102448791	0	0	34195951	0	0	0	0	0	0	0	34169088	0	0	0	0	0	0	0	0	0	34131148	0	0	0	0	0	0	0	0	0	0	103058730	0	0	0	0	0	0	0	0	0	0	0	0	0	34553715	0	103734156	103575354	0	0	103535580	0	34496995	0	0	0	0	0	104323914	0	34776506	0	0	0	0	0	0	0	0	0	0
2026-01-26	34149597	0	0	0	0	34180933	34187720	0	34166881	0	34129274	0	34154653	0	0	0	0	0	0	0	34345042	0	34194208	0	0	0	34191404	0	0	34371634	34315230	0	0	34370442	0	0	0	0	0	0	0	34308511	0	34316680	0	0	0	0	34578052	0	0	0	34511860	0	0	34489639	0	34489431	34495259	0	0	34734241	0	0	0	34781187	0	0	0	0	34402088	34343760	34301537
2026-02-02	0	0	0	0	34184636	0	0	0	0	0	0	0	0	34170793	0	34338847	0	0	0	0	0	0	0	0	0	0	0	34192235	34321165	0	0	0	0	0	0	0	0	0	34352133	0	34394543	0	34355567	0	0	34576804	0	0	0	0	34540176	0	0	34499743	0	0	0	0	0	0	0	0	0	34766906	0	0	34367865	0	34349771	0	0	0	0
2026-02-16	13380184	19537936	18882856	18031252	20717080	18751840	19406920	21057038	18698954	17965744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	0	0	0	0	4519640	0	4588232	5034123	0	0	4959726	0	0	0	0	0	0	4957798	0	4690006	0	0	0	0	5176445	4583801	4591916	5264379	4553769	0	4678850	0	4687914	0	5023780	0	0	0	0	0	0	0	0	0	0	4969040	0	4540459	0	0	0	0	0	5051611	4524799	4517443	0	4648251	0	9371564	0	4557245	4701910	0	4776706	5361671	4702869	6277551	4815791	5093402	4532292	0	4730665
2026-03-02	4689401	4584694	5195174	5325327	0	0	0	0	4706685	0	0	4708892	0	0	4620950	4571451	4575747	0	4681709	4952038	4577646	4568552	4725736	5091141	0	0	0	0	0	0	0	0	0	0	0	0	0	4697120	4949169	4949884	0	5196195	4821587	4942332	4831560	0	4618411	0	4839272	0	8826000	4478747	4539664	0	0	9103003	4644892	0	4588571	0	2931326	0	4701910	5412898	0	0	0	4508835	0	0	0	4510856	0
2026-03-09	0	0	0	0	0	4581445	0	0	0	4565980	0	0	4825473	5038137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4903162	0	4720277	0	4705446	0	9285556	4549386	0	0	0	5179827	0	0	0	0	0	0	0	0	5011478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	20438496	16573524	0	0	0	0	18473256	0	16901064	0	0	0	0	18800796	0	19521384	10808820	18211224	19521384	0	0	0	20962560	19259352	16442508	0	0	0	0	0	25286088	24368976	0	20438496	10612296	21879672	21093576	0	18800796	0	0	0	0	19717908	0	0	15525396	0	13101600	0	21814164	0	0	0	0	18604272	0	0	15918444	13691172	0	0	0	20110956	0	0	14870316	0	22207212	0	0	0
2026-03-23	0	0	6166028	38724279	14420036	0	34187720	34166779	0	0	0	32819508	0	0	0	0	0	0	0	0	0	0	34194208	11332884	0	32295444	26137692	34192235	0	0	0	0	0	0	0	0	12577536	9302136	13167108	0	0	0	0	34316680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10022724	11463900	0	0	0	0	0	0	0	0	0
2026-03-30	34149597	68368364	0	0	68369272	34180933	0	0	34166881	0	34129274	0	34154653	34170793	0	0	0	0	0	0	0	34131148	0	0	34186361	0	0	34192235	0	0	0	0	0	0	34361236	0	0	0	0	34352848	34394543	34308511	34355567	0	0	0	0	0	0	0	0	0	0	34499743	0	0	0	0	0	34760378	34774638	0	0	0	34794070	0	0	0	0	0	0	0	0
2026-04-06	0	34184182	0	68391902	34184636	34180933	34187720	0	0	68257152	68258548	68338176	34154653	34170793	0	0	0	0	0	0	0	34131148	68388416	68316578	34186361	34183289	34191404	34192235	34321165	0	0	0	34352910	34370442	0	0	68633564	68724232	68704266	68705696	68789086	102925533	34355567	0	0	0	69107430	0	0	0	0	34581959	0	80987450	0	34489639	34486072	103468293	0	0	69549276	34734241	34776506	104300718	0	0	103103595	103025217	0	0	36432836	0	0
2026-04-13	68299194	0	63143074	34195951	0	34180933	0	0	90278942	68257152	34129274	34169088	34154653	34170793	0	0	0	0	0	0	0	34131148	34194208	0	34186361	0	68382808	0	34321165	34371634	34315230	34393549	0	0	0	34344666	34316782	1375668	0	0	16508016	0	34355567	0	34541724	34576804	69107430	34615055	34578052	0	34540176	0	34511860	0	18145716	68979278	0	34489431	47727875	34760378	34774638	34734241	69553012	34766906	0	34781187	34367865	22927800	0	34365350	68804176	0	34301537
2026-04-20	0	24696516	57443878	0	0	0	0	91392374	0	8974596	0	0	0	0	52796094	68677694	121437177	62828126	119744655	24041436	103035126	0	0	54793309	14411760	32622984	0	0	34321165	51534730	68630460	65444341	101132280	0	94598132	98495472	24762024	29216568	0	18800796	0	0	0	102950040	89194404	69153608	34553715	100346410	69156104	62169494	42466644	50369387	69023720	0	80392382	34489639	89607164	0	34495259	51661442	31771380	34734241	0	0	94219148	40349367	3602940	27251328	68699542	68757050	0	77334576	68603074
2026-04-27	45482481	70006064	0	100752854	79571140	68361866	68375440	34166779	68333762	68257152	44610554	59717208	102463959	71616986	68645676	34338847	0	68664292	0	68710004	0	68262296	102582624	68316578	69551866	79568446	34191404	87316282	34321165	0	0	0	851604	90162000	34361236	0	102950346	103086348	45685017	103058544	68789086	102925533	68711134	34316680	0	0	0	0	0	69050236	0	34581959	0	54021127	0	68979278	34486072	68978862	0	34760378	104323914	34734241	104329518	20504004	34794070	34781187	27054804	68683478	0	0	68804176	0	0
2026-05-11	0	0	0	1460355	4650656	34180933	0	0	0	35484664	34129274	0	4890981	1500705	4751966	0	4706763	0	0	0	4708662	4765076	0	0	0	0	0	0	34321165	0	0	0	0	4901970	0	5035826	0	5024660	0	0	0	0	0	0	0	0	0	0	4904780	1343030	1161564	1399871	0	56009340	0	0	0	0	0	0	0	34734241	0	0	0	0	0	0	0	0	39130904	0	0
2026-05-18	0	51411920	42704578	0	0	0	1312832	22262727	4837701	25875660	4763202	0	0	0	39891018	1296051	43055707	36755942	16407641	45687886	0	0	1122796	45472690	5633688	40863346	0	0	1147353	0	0	18476957	17330958	0	47528344	37882098	52360816	44450348	0	44310064	0	0	4887095	0	46071132	4903532	0	8319516	0	0	0	18538764	4736188	1317655	0	4648459	8516040	1241835	1116647	8581548	5944694	0	0	4888834	8909088	1300175	1558485	8177283	4881299	13101600	0	0	0
2026-05-25	0	2121084	1526726	0	0	4712461	2252100	0	0	2317608	0	4562508	0	0	0	0	3421431	1092826	0	1283590	2383116	1990068	0	0	0	0	1382024	1464915	1990068	1300222	4744358	2055576	0	0	0	1924560	0	0	0	0	1118331	3517815	0	1077360	0	0	1539535	1134043	2800204	0	0	0	0	0	2186592	2252100	3294052	0	0	3531466	2383116	1085321	3678610	0	1108258	0	0	2383116	0	0	0	2186592	0
2026-06-01	1479509	0	0	0	0	1224312	0	0	0	3541920	0	0	0	1500705	23451864	0	0	0	0	0	21093576	0	0	0	1311473	0	0	0	0	0	0	0	0	0	1486348	0	0	0	13399701	1215928	0	17752668	0	47951856	1359636	0	0	0	0	0	0	0	0	0	1118383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1490462	0	1300964	1389757
2026-06-08	1027788	1158804	1429112	2354500	1158804	1158804	0	0	0	0	0	0	0	0	0	2657610	0	0	2513694	0	31100472	0	0	0	0	0	0	3183586	0	0	2348344	0	2657120	0	2608264	0	0	0	2590058	0	0	25089564	1048128	34316680	0	0	0	0	0	2161996	0	0	0	0	0	0	0	0	34495259	0	0	0	2816128	0	0	0	0	0	0	0	0	0	4969456
2026-06-15	0	4516588	0	0	0	0	0	0	0	2581160	0	0	0	0	0	0	0	0	2644710	0	2342460	2520796	0	0	0	0	0	0	2229198	2862476	2544868	0	0	0	0	0	0	0	37007699	0	0	0	2531418	2285736	0	2994232	0	0	2800204	2424028	0	2668726	36843864	0	0	0	34486072	2287146	2429818	2587348	0	0	0	2927944	0	2600350	0	2270346	34349771	0	0	0	34301537
