week_start	sub-C/sub-C_ses-CO-20131003_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131022_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131023_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131031_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131101_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131203_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131204_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131219_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131220_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150309_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150311_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150312_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150313_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150319_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150629_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150630_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150701_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150703_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150706_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150707_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150708_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150709_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150710_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150713_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150714_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150715_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150716_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151103_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151104_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151106_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151109_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151110_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151112_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151113_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151116_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151117_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151119_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151120_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151201_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160909_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160912_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160914_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160915_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160919_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160921_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160923_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160929_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161005_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161006_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161007_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161011_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161013_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161021_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131009_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131010_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131011_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131028_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131029_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131209_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131210_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131212_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131213_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131217_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131218_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150316_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150317_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150318_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150320_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160405_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160406_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160407_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140217_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140218_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140303_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140304_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140306_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140307_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140626_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140627_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140929_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20141203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150511_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150512_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150610_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150611_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150612_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150615_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150616_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150617_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150623_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150625_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150626_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140114_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140115_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140116_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140214_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140221_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140224_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130819_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130821_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130823_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130903_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130905_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130909_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130820_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130822_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130830_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130904_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130906_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130910_behavior+ecephys.nwb
2025-10-27	161092184	27473024	50359916	60441760	4454544	61591484	5154156	1743580	6562720	271928632	340989864	413410000	410158504	1419000	0	4389036	6113433	0	69291692	6164332	84403008	1725636	78977528	0	4651068	0	66193760	62145872	125164148	0	176879760	151358260	47337840	68899668	61310064	79620648	78801696	77552164	63309808	211658016	268283948	381739706	622946344	293694396	274025276	273357688	164551868	475465148	232137872	169793104	195524776	1508368	334532510	79388648	5971824	92531528	95995608	2007892	97414420	40592332	40362412	95593904	60770008	1738496	5589994	400345936	0	355271618	46553844	53871168	49885144	71324804	91546780	99244036	147607968	109669436	102551808	79599980	165550228	177821096	305081640	85072360	456087924	363339248	38387200	6069856	0	6656360	98617484	99847388	44572312	117773444	2196128	129791744	330874048	0	4127004	6062056	64708972	32052000	70096984	38266852	37274284	5869768	47291032	22155192	49038436	21947784	44220328	4454544	54787948
2025-11-03	1553084908	946983048	2042258096	2420630924	1219953064	1842168752	1177852876	1542321184	1233369400	9676522272	12667431436	12752548752	11358490876	12625076468	2321499436	2428578384	3199097944	2984149428	1974758788	1989490456	2176422736	2751302788	2347792920	2530954980	2085076484	2286330612	1966668268	1899292304	3558110984	3174058796	2558667344	1563363536	1576850280	1883155216	1908533920	2181457488	1909630864	1973661604	1436280120	4497701384	9039694580	8438224092	7313090758	8996638162	6889840212	6616404746	5521616308	6457244408	6276320880	5893425340	5727071256	5386842820	7898482692	2398262556	971848744	2072251220	1223727972	1041762880	1218967896	1040548736	1092008268	1378265368	1510824944	893856116	9741993486	9929939936	8914643542	7725288874	968716248	783985236	575837556	1883984256	2437950824	1917967524	2027869160	2569194276	2270244064	1724001076	3525577676	3835604276	7450284516	2192639988	4783340880	5461287060	963008388	1081063472	661969264	951127448	1168753104	1148660116	937680312	1079451644	1421691692	3003462228	3840059764	2857069204	1685301265	1702966920	1458621352	614807104	734466708	877607908	1017801952	724399448	1174636936	661391752	1078827024	648520564	1011604264	1018341692	1109055376
2025-11-10	742228428	527544588	977524260	912814768	570962996	835545444	435431480	3373079912	599104272	3897668572	4036643812	4794197328	5444708376	6569170680	1014249970	643264372	922648023	801015588	793155888	811652512	756724852	844327624	674331392	950964840	749553664	765704076	614037432	647977664	1914730628	1336803116	916939308	861452256	708500692	540334396	696840308	691787396	995465104	526216280	827455988	2361726984	2450789240	4947597716	3121579414	3818684562	3599252752	2981103894	1512099420	3121756912	2932534468	2389355416	1731296440	2179768096	4384841576	925001608	359234716	986559604	690006280	487692696	541353540	542373172	541402888	469995480	741334328	433562712	4486252994	4767361306	7281515471	3928362671	579013440	199222156	188776936	430407956	1237013048	771278212	554363592	906031552	640466304	776691948	1684156056	2283053740	2135440688	974621204	1629920064	4032888596	435913272	364562512	351160828	393637548	365038200	362503216	288396624	370095956	377200788	1162576044	1519188192	1138302804	849537264	743289132	622371264	564005568	407495112	302862268	330160176	414235068	456707044	242293860	618209016	252973456	296977800	292388452	564901380
2025-11-17	78099177	100940488	222844448	169085972	90915964	81327856	111423480	158077044	149069776	283614192	379268936	843786492	1237812504	416555616	198323982	70831040	17531073	35060796	16722660	66998300	27078740	169774376	106880944	168864912	194358708	175509212	22538676	26348796	23463672	145232928	195016912	95950996	119464452	83871780	78801824	167822908	98505676	93395072	80244832	24065632	279855704	778505754	329124208	316847650	570828920	289937208	180510996	501442684	465476912	186181684	209084996	222051480	693910622	165878540	68674868	103191384	22842464	98282736	110819488	57696356	27118152	69109500	123290196	53808184	21901420	811106254	915427866	733575455	75535676	45665752	47052340	21465180	33796736	112175444	98634228	24417532	219270632	98591908	343184648	25139516	620148516	186356556	243118992	13153236	103012152	107750628	63847028	112103644	58697748	122501164	53618064	124701716	130122920	270160980	360283252	9878316	81270936	92749452	143634404	7610268	59842884	52961764	89515344	54786680	109139320	66167392	117763548	66729548	102023276	54877156	67469204
2025-11-24	130778908	78733276	74763480	130217352	126082640	82113952	106108116	609668860	29067724	570267852	1405167668	29871360	435420524	814353736	364869098	188982412	111631073	190738524	18875364	88039528	79965112	92815432	341716548	173188408	271027692	324651068	277418180	136071100	392268460	148409476	137829648	292261212	64095780	24274216	134316992	251687204	255063732	96184192	255352580	235320304	557734572	777020284	609547628	757599374	1123857092	985076666	687368916	57222400	471634664	523764156	208685244	1003460708	348469912	176982272	86459324	103237068	173215968	95246512	116797056	145246612	65328844	113795968	136184132	53300344	686031414	618526830	1402686649	426654371	407692672	140622808	200812124	128470357	140936448	110725512	168626176	9857804	325876832	39070244	364999008	75147096	618490024	140454808	689926144	765427544	166202048	111746616	68738472	121194628	137781508	140556800	45806940	140874372	112891064	116356812	398694080	273552876	255547792	117118428	148605844	96630052	123264456	118118196	105887516	146906596	121221592	69042872	170885608	55722984	126497776	129039124	169853112
2025-12-01	289712777	158992524	129406464	80683016	77372032	331084580	160802640	305190392	147030628	1357357528	1383424056	1683114984	1662232852	2014563064	362381031	131701468	194330740	315265884	504384888	385880796	254761124	503513504	426787864	405394192	343530212	460468676	411988056	337209236	406900580	362173692	371765688	253007520	245899240	86004292	212085344	379815456	386990876	311649896	366674936	857978912	1105962924	1907893182	1260839020	1472795636	842177640	828258646	361243340	974908740	1149247548	519822128	783281728	1016695008	1018208018	312162048	138475464	302541140	210644144	240966848	250402644	175597272	146982264	213053280	236183156	133333796	1660236336	817234512	2297486298	1071100182	277333276	239669688	215161016	372767389	191253764	687672948	317856752	459663560	615259624	324355884	522456704	358761632	922899792	362478184	715167960	747347272	96288928	160632064	142062476	186863928	351222444	214120420	207565772	202021120	218776024	275868752	354173928	393497580	163426212	148063048	122926460	265767996	167344904	151199672	153616008	111467812	288761572	171506188	168229732	133302192	285594744	150923532	226620272
2025-12-08	84411760	106441188	104977884	186072804	58456704	147177360	78542016	1945391368	63832904	284072684	710746400	837366772	819792976	414044136	189807942	15911780	187912897	104013972	173533096	136793672	95300044	101548648	172755360	175190544	262839160	7596572	153702104	75446492	142422492	250870368	210508936	81935176	165315020	80286936	134189528	165621156	176846024	39518988	186261040	230776056	561622736	402311116	635810106	607492100	287113032	297676098	181219140	729266592	690528972	358622088	203968668	12779112	685984122	28797960	19629276	33764356	25107836	128953804	117169460	85436944	95548640	156308368	77977504	52069688	19171964	24856208	1870523091	488293199	113488476	44756084	42008224	209091932	181863152	112371968	94572668	232480616	228048640	19969028	358397800	362086984	318323020	190024940	28188068	389887868	62618304	111943108	106339496	66842452	71078760	19404124	102442780	142716384	32794804	308809624	24468644	16804792	159037176	71781760	132621644	58690764	6493376	134647268	66948196	58022524	99107892	60521012	72087844	83325120	60217060	99564168	29465728
2025-12-15	301936012	159771188	287386680	322710688	249794348	414477308	273587380	2312765068	313201608	1565077472	1723348568	1184804012	863059368	2672607804	247646653	205555904	299064193	451927864	236405036	345898080	431559148	259967680	551974788	388846160	449581820	377345816	361450644	407781408	792284764	644061572	309242232	339000304	279616448	404405412	355368704	429914672	327839860	309777920	274956372	1576180856	1723391072	1142157146	1739493154	936040304	1394144892	336088490	542421924	12744792	1144569264	1050229572	823038444	634112544	1279835842	250383060	162026556	550760364	211610376	164760764	164181632	203434564	231122828	171162860	308550652	178861612	2871139496	2017319194	1528977037	1914649495	325519060	114853856	161080752	301610964	448253176	555008364	329164492	579102292	441799504	326261072	877448120	219543588	1526877460	299120204	256243532	1478873456	178755700	256111996	193333048	159108032	194445244	203889908	167781160	298661008	183489528	793709308	545862580	774825860	305891304	185904792	378940536	178593452	228147932	228050232	177261908	218236676	175122392	82138652	277215208	152335488	264749336	221055672	196847660
2025-12-22	119647984	82563392	100719832	56314788	68648544	61591484	61855872	663230588	43346760	0	679114664	0	0	797257168	87171553	73400392	165576546	0	170040696	0	160552040	0	0	75468072	78581724	0	95837376	62145904	250328328	119065432	176879792	0	0	127543832	159774360	73502852	74674692	23656704	115056312	0	536567928	754046260	618688356	583793564	274025340	535573084	164551868	374375336	447243728	503368040	378478720	588512176	669065020	220458148	87628144	258629040	47010616	133246596	91010976	77763532	0	47796952	54205656	0	0	788513332	903354834	706869386	41902776	85467568	22119052	65394068	311465840	186941216	0	109669500	36700160	137588816	331100488	343538800	896884352	85072360	225980460	953687256	0	89082472	36421880	40806616	92397520	47598160	42407772	170469692	0	125227420	585460896	244640728	135560232	106577260	116787664	32052000	105145508	64962312	98852300	34400088	91015832	66484088	0	0	132679008	108875580	145937596
2025-12-29	0	27473024	0	56314756	87707724	96968568	30927920	39938748	81450608	267801628	0	1041378520	383542968	398628568	174343042	55050244	123633506	0	138583384	59110988	0	101565684	0	75468040	78581724	36700160	64380064	160991904	125164148	119065400	88439880	73550120	111624528	0	107434536	147005704	0	65599776	115056280	211658016	268283948	581495450	309344162	0	548050552	0	243195068	473990056	0	167789336	189239360	0	0	157185708	29202816	86203072	0	0	91010976	0	38659564	0	54194516	94838592	325979316	788460292	474575541	353376125	41902776	47976600	44238040	130788136	85730748	186941152	0	219338872	202186944	74037256	331100456	0	776298080	154416080	225980460	723172816	76774400	44541220	57115120	40806584	46198744	47598160	42407740	82189160	121742592	125206184	330874048	267267296	156511520	63764128	0	0	105145476	43990664	32950756	0	15728640	22155192	0	35156112	77954896	0	71083712
2026-01-05	161971016	84765800	178426576	89034164	110309764	162100232	52571728	204411744	161192308	836497868	24505104	504334912	1444054572	821580772	21427301	141524368	186556445	215930980	74708680	94714764	193308560	40159956	179830980	68277120	129511676	152829856	193593188	35260348	146597072	262595152	120914624	109052564	84881196	153575672	17753760	250023920	91692812	99777072	105840280	31271512	719841800	1540871530	330985964	38131418	302760172	36437358	358507736	650031748	33638448	211818408	219690588	28106300	704965608	173352700	84014336	130023844	78407152	70821456	128682528	114993228	78233920	85328460	107072016	110343572	648734336	440392662	1208078092	402933307	103657160	84195676	65252056	170853128	286862040	199938068	169412272	147678792	126941140	158207980	373183084	378236348	629403472	160197900	265586580	760597800	85342692	75631852	115445108	103063508	79725816	77791288	63845704	38474220	123868484	276479560	41617472	266449412	110696568	96881588	100497364	65402508	59245196	55114468	89317544	104948212	83865516	56403492	88909772	55043652	18446892	114158252	36909360
2026-01-12	158214816	27473056	100719864	214773328	34324304	61591484	20442192	309024352	0	792919252	668628904	815028688	798543152	31457280	261514627	165150796	186548098	0	207875140	0	0	81392804	0	140450352	0	82569344	172168768	62145904	250328328	119065400	98925672	231136184	0	0	141468816	294011504	203052652	404084320	0	222143808	526082136	764532052	309344194	644211652	811590132	525087356	329103800	473990056	223621896	188760856	199725184	0	334532510	146978536	0	86222896	47030376	74836784	45505488	106174604	77328812	85108144	54205656	36852768	0	1950232250	451644157	59249419	83805584	10485760	44238072	65394068	353408880	373882368	146192000	0	313766304	0	165550228	0	20971520	170144784	225980460	1084759256	38387232	89082472	145687520	0	0	58083920	84815512	67309012	143292352	250454840	320409152	234154968	67770000	180868196	339937772	0	70097048	75447944	32950756	34400088	0	0	0	0	44238352	62518884	0
2026-01-19	210849152	77926653	160981060	293299060	118327176	257240392	139522760	415583448	266257608	549640084	1027096628	1248804364	1030686120	805641140	364738146	148034188	562493740	188600128	288156412	189347312	95758600	378562280	254945080	387334376	92377524	86262532	277287164	204270468	385735496	126532164	363315124	199649200	61992252	244568204	133926404	266746704	161200812	149732736	51701600	495487920	452249384	594661054	953621612	462652550	687112980	919367540	514839344	731808328	79398168	686845148	604082484	408645580	1784494180	442216196	153804608	360804072	63360140	205909700	210786616	226254052	125028120	159941476	123213548	170204420	1730244422	1810843178	966452949	1076022923	50852760	66971680	36688660	205720532	184389540	581410672	309719208	611578756	532654148	460262340	184200516	709883804	1308765088	425878404	283390100	1817597964	150865564	150545552	160295296	166615236	118004620	148575544	173866980	252767736	244641596	519589444	876212564	510513564	288675728	462495900	210029392	67587296	178462364	86774072	136279876	229603836	207259492	48455900	232769364	128535492	223270660	106438864	372628500
2026-01-26	117995888	159693684	224180576	107984612	105686796	123300508	146859656	201890636	191765008	1437389860	1741214116	1435539872	1631745332	1028954244	246561241	125154064	428807927	563156152	220461768	291820320	242011104	46655212	332875268	251809116	185973652	170693164	150205728	110982452	327012676	398795588	356702460	176793976	137089252	196858084	263451576	238716588	252377936	237073316	143620180	336063908	819055548	1138877316	1093473166	1030422064	441905584	702820456	242029348	491386044	954088564	273876872	494100044	586744032	342935572	252105580	94859092	154464620	38616632	190683908	19210332	127088516	105103124	156354264	166292248	56908352	1654067522	966460538	2006607028	725991945	57783008	49605256	83838456	161151224	107371356	257924052	24056656	177951080	225314464	236370880	407215944	441846060	315852940	96895096	249750132	193416516	107966340	191590220	83324532	60382648	194808004	107158536	151281024	139928384	165081812	319846568	464025168	185672896	139064928	76236304	268050284	163549248	198145300	85180888	139707148	76906340	179750224	71543528	219726240	65534456	218014816	103750860	222007492
2026-02-02	257956084	275626316	394601108	651851292	355121656	377934120	269333532	690765936	444026308	2954847492	3187483736	1269273488	3921166516	2564725712	645267889	353219460	384235889	702658704	568966932	497008232	414984428	415873268	226961168	392247508	481526300	451003980	464920888	207191632	1085429248	793259552	406983908	318857432	185498656	520431056	437436876	412192152	267791372	430848364	299597212	648886036	1483654844	2646129062	1380376140	1912262512	2047159284	1473686574	885007992	955123064	239682304	1086104792	1578128864	1184102776	1689319748	532350592	248458368	387447452	250162348	199919808	335530664	113675176	311047148	294187780	336394988	141811144	2032294242	1589757372	2269104810	1694324943	191896808	129963328	54549692	199789796	435896960	669706244	290152312	338695144	713301888	532798496	567046340	807469940	1525447596	352177812	1137478416	2181540328	202476028	266355288	198444916	277332400	334723196	328108552	292660156	127620732	189578420	391748872	680563056	506839716	352477140	261180140	300160108	136145936	152575108	135906908	166877500	216790348	108142284	77515056	374370152	169257964	142396656	239593224	182465752
2026-02-09	237322272	153353112	263903244	238719924	357339988	290105197	200265060	453138868	381910208	1312332948	686106796	802277864	2336294644	2939488244	364020032	230810068	428308966	102727212	142785020	312010768	259127516	325571344	248984640	312062892	167264784	300123420	78705820	194024524	385277036	245728612	544649556	306383168	105203120	269059124	246314060	231146500	80567652	300654676	125096032	853620892	281809348	768371362	1254308616	881083284	559832848	1078161552	334659600	479526772	464456064	348156272	956544032	795888308	725651746	236075432	38818468	358374280	250293364	60496724	115175696	128738596	48035812	163368048	118917284	122971168	831643640	1245414828	1821333887	1006285887	131945316	55638860	5254056	141304560	92973840	100825048	83028104	115229204	212620004	157960892	508865924	523481192	349469296	98548412	235215464	374197732	132210988	123167396	53497304	111958032	128417160	51790736	64680492	68934412	71970944	71768148	360428536	134689752	147384444	99985520	34509952	112085880	84336536	81839980	84864276	72678752	114875192	45845064	103370020	3534992	68489092	78536100	87093248
2026-02-16	139160748	75442540	9753116	67041524	69365408	88727600	70781544	408444456	5040328	280655588	680547244	821120916	809028976	806930208	91298557	113500304	254281824	257422320	69291724	65537384	160552072	162785672	166929716	80774220	239806764	150094464	10198720	131878620	385277036	124665776	95359048	147100304	55722896	196836644	125947780	151329296	158062012	289490592	65095520	217215900	279724688	1142490958	935014374	1173577382	827214560	566692398	171798432	478510236	681188672	505371872	382671360	228793752	10399938	295712220	58445024	89708688	59495168	85203992	47737064	157262740	121903104	58070256	54205656	85257868	1293878664	402668210	909845775	715245932	47550128	30538012	94385312	203982372	351635812	290574416	156779216	223597020	410483548	84382128	500974308	353783056	303416016	176187200	453685476	1448098600	42514236	50611108	76970828	53922812	102810060	192115920	171795660	179313336	47764128	126960440	502351972	126173712	69532464	137758364	62606524	36179036	10292840	11768044	74417616	68800176	99560736	95346788	154805824	21966992	5869356	178657088	50418056
2026-02-23	202943692	118277248	358293880	343095492	150240412	269147156	168357036	775949644	229204128	2155110928	2382657512	2055848356	2840444964	1208593300	358123043	176870064	425230058	355694988	356702724	129364980	329882216	423320496	325537648	309675960	325017868	300581944	269729292	264019208	639059356	777956572	364412740	529718488	199983196	192316592	201093352	381886224	464092220	303995552	464548904	436221172	1618643656	762192396	628631822	1765093178	1097537836	1622054120	835234356	722254912	1134601164	513887912	956075356	804666380	1351821340	522052520	158121716	348377376	155399280	158354512	196884564	199347040	170725732	200112012	24576052	87192888	2042876660	1189096364	1812939589	1775353487	219288364	212343040	96926740	398295528	438152720	8673324	181173336	123588736	717942576	452658020	513123912	355027708	1494807360	266285080	465519420	2191580868	283818808	60676920	156561404	287848128	157459368	58335476	184509796	240080208	65095792	262174888	669574792	992785472	289468992	267262720	237619092	226105856	233046608	83522132	171139104	115660388	242125684	125911336	157182344	94466288	146898684	222717708	160209620
2026-03-02	314997356	74116660	250464728	232922744	131153952	186462000	62883024	349905952	262057656	1339008460	2412537756	1222543048	2806435592	1603685488	348686180	110100552	337397605	429037168	417150836	354666088	80276036	250162132	406023340	387596408	431767504	216250752	328168656	310729488	750985048	480388732	269446740	148867992	230655288	384633088	180745912	441017272	300464788	283370592	287640860	211658048	1074565436	1430955918	1237376776	875690442	1644151976	1075273236	330532468	710985276	900028420	335578704	946197056	789073728	1010902758	589976492	150481900	264641504	235132120	187191460	182083884	120276252	159121852	197177896	271017140	191091972	1212631398	1977257732	1355132031	2478431887	255281820	100669968	119976256	398033432	514384872	381686640	584768192	329008500	404374144	452936484	827751268	1032606648	604239636	256935968	1382477780	1084759320	78912064	182750568	182109560	86133284	98486500	144517632	133973416	113646504	238820608	256629444	665500000	613678744	205092696	451123108	179434548	134076732	110656296	97443404	234979012	143666612	274830692	45901688	153362032	202030840	358408844	172523288	245014280
2026-03-09	91684928	27473056	8778072	52336812	11398392	145641524	39505916	760102572	55793280	278038992	196646852	23386356	571523052	398628600	87171553	0	165576610	3733956	69291724	59111020	0	0	78977560	75468072	0	10774856	64380096	0	15627740	167486596	35512504	97646344	0	55383340	0	47744580	13749512	25220580	0	0	5499088	5371656	33016032	291896814	0	34653732	12761552	236995092	15656412	179711824	36546296	207503652	369837770	87648652	0	86222896	47030376	72153948	52971052	64827956	31967904	64045172	23320848	36861696	404210466	394283186	6058977	1734525	0	15525396	0	69652152	0	93470640	146192064	0	0	74037320	284344936	1990184	4520052	0	225980492	0	38387232	44541252	10306380	40806616	46198776	0	0	113646504	95528256	0	165457888	122339504	90652524	0	58414012	23255340	59286484	32481156	0	0	0	22173704	7848308	0	0	41547364	22862292
2026-03-16	126455348	100439688	224074576	6778956	150502444	253344004	109904968	429617460	65238352	790783864	1056845952	418388640	822544344	1221738264	181422918	66111100	91084691	173556720	164811472	251072072	81258656	336119876	422660924	105581296	177156492	27838544	181432548	143223620	137134212	266822188	96185940	168651472	130331476	70013336	66419720	233937760	79915364	249960728	69533100	264218348	835498056	1413874242	325038550	879285670	299760712	773706832	503928108	510055824	452074988	514685524	778899460	198332532	1323081788	78648496	134770124	267879496	198151876	186132860	24713004	87112852	89578448	103693992	137690816	112847648	435894458	6836378	1741070551	363710971	205567564	20904420	61637940	67918452	215323624	132596428	4011208	343599832	22420896	79523624	166532880	353848564	478466460	118135304	27817960	1086512160	83776932	113914224	142521604	97873812	147236856	136440612	133717032	78236548	109712348	280576752	520711292	510289812	239478144	151711568	125527824	74951276	9850452	81839980	119321748	89972864	113841480	61784176	202093776	54004228	183001264	69627012	162783008
2026-03-23	79107424	56716736	52284696	56314756	36433224	65980520	35644496	443453552	88670616	267801628	0	416750956	409961980	6528624	88941506	0	165576546	85807408	70692248	63893072	84468548	0	80745488	1740072	78581724	76669112	69227656	63875808	129291184	238130832	177731396	148867992	50370652	1000748	67847576	75428136	1765924	72770112	61393144	0	917112	1135196426	0	2780234	548050616	851604	167409332	4520052	447243664	169793104	380902516	196170704	669065084	226236168	29857896	174149040	94021232	75491864	0	1715588	42927268	1737108	8450532	77832540	808324276	394283186	462281430	353434693	46488336	23988300	1716624	130788200	1558012	94986080	0	1432700	6502452	1435720	165550228	175896388	299551044	91245792	4192512	723172816	4978608	134409788	2117912	48445564	48160720	99978404	48699316	8319516	6257624	129785860	4127004	370814440	72028020	1935052	118779276	34579728	0	69613316	32950756	40924936	45507900	28283100	105725692	61280660	48805888	41528428	147697024
