week_start	sub-C/sub-C_ses-CO-20131003_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131022_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131023_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131031_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131101_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131203_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131204_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131219_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20131220_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150309_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150311_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150312_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150313_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150319_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150629_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150630_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150701_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150703_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150706_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150707_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150708_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150709_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150710_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150713_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150714_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150715_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20150716_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151103_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151104_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151106_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151109_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151110_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151112_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151113_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151116_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151117_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151119_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151120_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20151201_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160909_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160912_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160914_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160915_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160919_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160921_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160923_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20160929_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161005_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161006_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161007_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161011_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161013_behavior+ecephys.nwb	sub-C/sub-C_ses-CO-20161021_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131009_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131010_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131011_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131028_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131029_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131209_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131210_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131212_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131213_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131217_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20131218_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150316_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150317_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150318_behavior+ecephys.nwb	sub-C/sub-C_ses-RT-20150320_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160405_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160406_behavior+ecephys.nwb	sub-J/sub-J_ses-CO-20160407_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140217_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140218_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140303_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140304_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140306_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140307_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140626_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140627_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20140929_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20141203_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150511_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150512_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150610_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150611_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150612_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150615_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150616_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150617_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150623_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150625_behavior+ecephys.nwb	sub-M/sub-M_ses-CO-20150626_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140114_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140115_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140116_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140214_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140221_behavior+ecephys.nwb	sub-M/sub-M_ses-RT-20140224_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130819_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130821_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130823_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130903_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130905_behavior+ecephys.nwb	sub-T/sub-T_ses-CO-20130909_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130820_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130822_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130830_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130904_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130906_behavior+ecephys.nwb	sub-T/sub-T_ses-RT-20130910_behavior+ecephys.nwb
2024-11-04	122143408	0	50359916	56314756	0	0	0	0	0	0	0	0	0	0	87171521	0	82788273	0	69291692	59110988	0	81392804	78977528	79595044	0	0	70668832	0	0	0	0	0	0	63771916	60248616	73502852	0	0	0	211658016	268283948	0	309344162	291896782	0	267786526	164551868	236995028	0	0	0	196170704	4127004	53126988	29202816	86203072	0	0	45505488	0	38659564	0	0	0	0	0	0	353376125	0	0	0	65394068	85730748	93470576	0	109669436	101093472	74037256	0	171769384	0	85072360	0	361586408	0	44541220	36421880	40806584	0	47598160	42407740	0	0	125206184	0	122320364	67770000	0	0	0	0	0	0	0	0	22155192	0	0	44220328	0	0
2024-11-11	79107360	109892096	100719832	56314756	34324240	123182968	30927920	79877496	0	535603256	339557316	821120900	404514456	398628568	87171521	110100488	165576546	429037040	143136608	118221976	160552008	244178412	78977528	0	157163448	0	0	0	250328296	119065400	4061496	0	135979512	127543832	0	73502852	74674692	0	57528140	0	536567896	0	309344162	875690346	274025276	535573052	329103736	236995028	670865496	167789336	567718080	196170704	669065020	146959224	58405632	258609216	0	149673568	45505488	77753488	0	0	54194516	0	404162138	394230146	0	0	83805552	71964900	0	0	85730748	93470576	73095968	109669436	0	0	0	0	298961440	85072360	225980460	361586408	38387200	44541220	72843760	40806584	0	0	84815480	56823220	47764096	125206184	330874048	244640728	0	127528256	0	32052000	9695184	32481092	32950756	34400056	91015800	22155192	98076872	60540864	44220328	0	48639484
2024-11-18	53806208	59073052	50359916	69110080	77870556	123182968	69319968	93429872	52183416	585187840	377909440	496958788	438881584	402952096	187980315	55050244	165576546	0	73911332	59110988	80276004	162785608	78977528	150936080	157163448	144167104	64380064	124291744	125164148	119065400	88439880	73550120	0	0	60248616	147005704	74674692	111392076	0	0	14323021752	377023130	928032486	291896782	0	0	164551868	236995028	223621832	167789336	567718080	392341408	334532510	73479612	58405632	258609216	0	37418392	91010976	43790335648	115978692	47796952	54194516	36852768	404162138	788460292	1354932471	0	121822536	95953200	44238040	130788136	171461496	186941152	146191936	219338872	101093472	148074512	134545460	171769384	896884320	170144720	451960920	723172816	76774400	133623660	109265640	122419752	138596232	142794480	84815480	56823220	95528192	375618552	330874048	2481065200	0	127528256	175181496	135094176	109267184	48858092	79003112	0	136523700	22155192	49038436	40360576	75136520	0	422406476
2024-11-25	158214720	109892096	100719832	112629512	34324240	123182968	30927920	39938748	86693456	267801628	1018671948	815028656	1213543368	797257136	348686084	62194900	41663088	343229632	69291692	59110988	160552008	108906164	236932584	150936080	314326896	144167104	64380064	62145872	250328296	0	0	73550120	90653008	127543832	120497232	73502852	224024076	141685248	115056280	1058290080	3155704392	377023130	309344162	583793564	548050552	0	72858812	0	894487328	335578672	378478720	196170704	578570318	146959224	116811264	344812288	188042464	112255176	45505488	183059040	77319128	95593904	108389032	73705536	808324276	1182690438	1380669947	984630903	153614736	71964900	110595100	130788136	171461496	186941152	73095968	0	101093472	74037256	331100456	343538768	597922880	0	451960920	1084759224	115161600	133623660	36421880	122419752	46198744	156223620	0	113646440	0	375618552	661748096	896328772	135540000	191292384	116787664	90700248	72190576	32481092	88436264	107449832	162333852	110775960	141050120	77703960	183766632	124585284	234743944
2024-12-02	39553680	27473024	50359916	56314756	0	61591484	30927920	14772924	0	267801628	339557316	407514328	404514456	188913368	87171521	55050244	82788273	85807408	138583384	59110988	80276004	81392804	78977528	0	78581724	72083552	4127004	0	125164148	119065400	0	73550120	45326504	63771916	60248616	73502852	74674692	70842624	57528140	211658016	427667500	0	0	320327254	274025276	267786526	0	0	223621832	167789336	189239360	196170704	0	73479612	29202816	138871504	47010616	74836784	45505488	38876744	38659564	33554432	54194516	36852768	0	394230146	0	597700346	41902776	47976600	22119020	65394068	18621884	67036188	36618972	19324860	25596000	74037256	0	0	0	0	0	210591464	0	17425128	0	40806584	20110956	30820944	0	20372988	47764096	125206184	165437024	21224592	29609616	25165824	19455876	64104000	35048492	64962184	32950756	34400056	45507900	22155192	49038436	20180288	44220328	99834072	97278968
2024-12-16	0	27473024	0	0	34324240	61591484	30927920	39938748	0	267801628	0	0	0	0	87171521	55050244	82788273	85807408	0	59110988	80276004	81392804	78977528	75468040	78581724	0	64380064	0	125164148	119065400	0	73550120	45326504	0	60248616	73502852	74674692	0	57528140	211658016	268283948	377023130	309344162	0	274025276	0	164551868	0	0	167789336	0	0	0	0	0	0	0	0	45505488	0	38659564	47796952	0	36852768	404162138	394230146	451644157	0	0	23988300	22119020	65394068	85730748	93470576	73095968	0	101093472	74037256	165550228	171769384	0	85072360	225980460	361586408	0	0	36421880	0	0	0	0	56823220	0	125206184	165437024	0	67770000	63764128	58393832	0	0	32481092	32950756	0	0	0	0	20180288	44220328	0	48639484
2024-12-30	79107360	54946048	201439664	112629512	68648480	184774452	30927920	39938748	173386912	535603256	679114632	1222542984	809028912	1195885704	174343042	110100488	331153092	0	207875076	118221976	160552008	244178412	78977528	0	157163448	0	111982912	62145872	316949932	238130800	265319640	73550120	135979512	127543832	60248616	147005704	74674692	212527872	57528140	647802864	536567896	754046260	928032486	291896782	0	535573052	164551868	473990056	447243664	167789336	189239360	0	17745500	220438836	87608448	86203072	47010616	37418392	136516464	116630232	77319128	191187808	54194516	73705536	404162138	394230146	1354932471	706752250	83805552	0	22119020	261576272	342922992	186941152	365479840	219338872	303280416	74037256	496650684	343538768	896884320	170144720	451960920	723172816	38387200	44541220	72843760	163226336	138596232	142794480	127223220	170469660	95528192	250412368	827185120	489281456	135540000	191292384	175181496	64104000	70096984	32481092	65901512	68800112	45507900	66465576	98076872	0	88440656	41528428	97278968
2025-01-06	297156940	82419072	201439664	225259024	171621200	307957420	154639600	159754992	130040184	1071206512	1358229264	2037571640	1618057824	1594514272	348686084	341396029	165576546	257422224	415750152	236443952	401380020	325571216	236932584	0	314326896	288334208	64380064	248583488	375492444	119065400	353759520	294200480	181306016	191315748	240994464	294011408	224024076	283370496	172584420	846632064	1341419740	1131069390	309344162	1459483910	822075828	1338932630	329103736	473990056	894487328	671157344	378478720	1177024224	1672662550	293918448	87608448	172406144	141031848	187091960	182021952	233260464	118809716	143390856	325167096	147411072	2424972828	1971150730	903288314	1060128375	167611104	119941500	22119020	65394068	257192244	280411728	146191936	438677744	202186944	296149024	662200912	687077536	896884320	340289440	677941380	723172816	153548800	133623660	109265640	122419752	184794976	47598160	84815480	397762540	238820480	500824736	496311072	489281456	203310000	255056512	175181496	64104000	70096984	129924368	98852268	172000280	91015800	110775960	147115308	121081728	221101640	124585284	194557936
2025-01-13	237322080	247257216	201439664	394203292	137296960	307957420	154639600	119816244	260080368	1874611396	1697786580	2037571640	1754136824	1345916944	435857605	385351708	248364819	686459264	277166768	236443952	481656024	406964020	315910112	301872160	392908620	144167104	257520256	186437616	750984888	714392400	442199400	294200480	271959024	318859580	361491696	588022816	298698768	283370496	345168840	423316032	1341419740	1508092520	1546720810	1459483910	2192202208	1494112918	1151863076	677430652	1565352824	503368008	756957440	1373194928	1672662550	293918448	116811264	344812288	188042464	299347136	318538416	233260464	154638256	286781712	216778064	221116608	2020810690	1333416182	1806576628	1413504500	251416656	95953200	110595100	326970340	514384488	467352880	511671776	658016616	505467360	222111768	827751140	858846920	597922880	340289440	677941380	1446345632	153548800	222706100	218531280	163226336	323391208	285588960	296854180	284116100	238820480	751237104	496311072	733922184	338850000	267109984	291969160	192312000	210290952	129924368	131803024	240800392	409571100	177241536	343269052	141262016	265321968	290698996	437755356
2025-01-20	449123700	182669248	276993704	33554432	93814304	282791628	84395184	144982068	199956456	2008829124	1532371680	2201816368	2276091824	1837783904	469412037	195035184	364707524	1253556880	251228868	219276004	291159660	293473632	366241760	109022472	364658544	266582304	305123136	169660432	208385288	672449392	320205120	336143520	329057632	365854312	448434528	325571252	423705108	229305088	270863516	896963712	1157021872	862633966	1948339660	1843655380	1445623852	2602367820	607875888	1589742328	1274622192	453036392	1021694272	1252521696	1563610678	279159092	166847984	575938688	418027968	253560036	178459504	108251668	193307504	135022404	358721528	175884160	1844698250	2206050364	2083400692	1976907618	108971376	183517856	160174976	432592716	395099372	527269088	559601984	616073640	463524384	419057776	926192536	963507472	1321674880	306735072	1280385320	866655448	123550208	186553488	190498008	171614944	205827928	260423200	229280648	309281924	309182880	668088792	728856960	539613104	431785824	343986464	258434908	239638832	156971184	243071584	147976596	145988832	244316716	97009376	261969396	109290048	370539840	265947784	502299700
2025-01-27	248008744	109892224	302159624	337888696	188752812	246366032	92783856	119816340	173387040	1339008332	1697786708	1630057408	2427086864	1195885800	610200775	220201104	248364915	772266864	485042004	236444016	321104144	488357016	394887736	528276408	392908716	504584992	450660608	248583584	750985048	595327128	619079320	220650392	271959184	255087760	180745912	220508620	298698864	283370560	402697140	1269948192	1877987796	2262138940	1237376744	2043277602	1644151848	2142292368	493655668	710985276	1341731312	838946808	946197056	1373195184	669065084	220477460	233721008	344891584	282162496	336884928	273136148	272187428	232015488	334679444	162616968	331728480	3233635400	2791113980	2711384099	1818465142	209514008	191906720	110595228	392364792	342923184	560823840	219288096	658016872	707654688	444223856	827751268	1202385912	1195845856	595506968	903921904	2531104984	230323360	222706196	109265672	163226464	184795072	142794608	212038796	340939448	238820608	375682260	496352800	1386057104	505878244	398055368	306396132	192312128	210291112	97443468	131803152	137600320	273047528	155178904	256763284	102048176	205189688	332322104	160091496
2025-02-03	625414636	279646944	562453172	339926304	941904	62664632	92783856	79877560	130040280	803405076	339557348	815028720	809028976	1195885800	261514659	110100552	165576610	171614880	138583448	236444080	240828108	162785672	315910240	75468072	314327024	72083584	64380096	248583616	250328360	238130864	176879824	220650456	90653072	127543896	60248648	294011536	224024172	141685312	230112688	846632160	268283980	1131069486	928032582	1459484070	274025340	535573116	164551932	710985276	1118109480	0	189239424	588512304	669065084	146997848	29222512	86222896	47030376	37438292	91052264	77773576	77338496	95634216	108411312	110585088	1212631398	394283186	903421354	706869386	167611168	143930056	110595196	196182332	257192436	186941280	292384128	329008500	101093536	222111960	662201040	515308248	298961472	170144848	677941476	797553132	76774464	44541252	72843824	122419848	92397552	156838464	169631088	113646504	157502080	350516436	511964568	382150860	271160928	241224784	175242036	128208096	140194064	148332308	98852364	137600320	136523796	66502600	98118568	80797984	162503172	180713296	97317256
2025-02-10	145384176	54946112	50359948	56314788	68648608	61591516	30927952	39938780	43346760	267801692	679114696	0	404514488	398628600	87171553	110100552	82788305	85807440	69291724	0	0	162785672	0	150936144	78581756	72083584	0	62145904	125164180	238130864	88439912	0	45326536	63771948	0	73502884	74674724	0	57528172	0	0	0	309344194	583793628	548050680	267786558	164551932	236995092	0	167789368	189239424	196170768	334532542	73498924	29222512	86222896	47030376	37438292	45526132	38886788	38669248	47817108	0	36861696	428251902	403978370	1109434007	353376125	0	0	0	9433152	85730812	93470640	0	0	101093536	0	165550260	171769416	298961472	85072424	14804808	0	38387232	44541252	36421880	81613232	46198776	47598224	84815544	56823252	47764128	125227420	165457888	268766812	109846368	137571504	58414012	32052032	35048524	32481156	32950788	68800176	45507932	0	49059284	40398992	44238352	52599280	9564168
2025-02-17	276875952	247257440	264537568	394203516	286254728	422938052	131310736	239632648	216733768	1779284424	2037344056	2037571800	2022572408	2790400200	523029286	275251380	413941525	686459488	138583448	413777140	401380148	325571312	552842888	377340360	392908748	144167168	321900448	248583616	375492540	714392560	265319736	220650456	317285720	510175552	240994560	441017272	298698864	283370592	172584516	846632160	1609703816	1885115778	1856065132	604876748	1918177316	1071146232	987311528	947980368	1118109416	671157440	1135436480	784683072	1338130136	367475308	146112560	603540448	282142736	116441880	273136148	116650320	231996120	239065384	216811484	258014016	2829376606	2759876222	2258486865	1413680204	251416784	119941756	110595260	457758796	428654060	387639176	511672160	658016936	404374080	518261112	827751300	1131003392	1195845888	170144848	903921936	2169518608	191936128	178165008	109265736	163226464	230993880	285589280	212038828	284116260	238820608	125206184	1489079264	489338876	474491160	318902736	233635868	260543228	210291112	162405716	230655452	206400464	273047560	133042224	343394140	201956544	309632416	249265248	340591252
2025-02-24	182650724	192311296	400762509	225259152	68648544	246366000	74891964	119816308	130040248	803405012	679114664	407514360	1618057920	1594514336	261514627	165150764	248364915	343229664	207875140	118221976	240828044	325571280	236932648	226404184	314326960	72083552	193140224	124291776	125164148	357196232	176879792	294200544	135979576	255087760	180745880	155325284	149349416	283370528	230112624	211658016	536567928	1508092616	1237376712	875690378	548050616	803359642	329103800	473990120	670865560	671157408	189239360	803915076	334532510	220458148	87667536	258629040	141071368	187151660	136557752	116640276	77328812	239045228	271006000	147428928	1626957288	1577026664	2218832840	1807474765	134224432	103290224	22119052	201881464	175588500	383774140	223415036	333135376	307407484	157573236	670454984	343538800	906383012	259278704	451960952	1446345696	163309556	137750696	182109496	90980812	92397488	190392768	212038796	233319680	152070392	379766792	504279268	657278414	338910696	259224564	233615688	96156064	74224020	101504900	106189196	72927148	136523764	88657792	200322444	26160724	132679008	153520308	194615368
2025-03-03	197768480	27473024	234864272	56314788	34324304	167452444	0	0	43346760	267801692	8536	407522824	404514488	18480	0	55050276	82788305	85807440	0	59111020	80276036	244178444	0	75468072	0	72083584	64380096	0	125164180	119065432	0	0	90653040	0	60248648	147005704	74674724	70842624	57528172	423316064	268283980	377023162	0	0	0	267786558	164551932	236995092	140572004	0	261392404	208476464	334532542	146997848	0	86222896	47030376	0	91052264	0	115998060	0	108411312	36861696	404210466	539768290	8843580	447390606	136742412	23988300	22119020	196182268	85730812	93470640	0	0	101093536	74037320	165550260	171769416	0	0	0	361586440	38387232	0	36421912	40806616	46198776	0	42407772	0	47764128	250454840	165457888	372640280	100485396	63784652	0	0	70097016	32481092	0	68800144	91015800	44328896	0	20199496	90604896	41528428	48658628
2025-03-10	549779108	189751256	462738248	268628100	239970168	384435548	92783824	225862496	100977124	957582180	1018672012	1630057408	1618057888	1594514368	348686180	385351868	496729830	429037168	346458588	236444016	321104080	488356952	157955088	301872256	474881924	288334336	128760192	310729488	500656688	595327128	353759616	294200544	226632616	191315812	240994528	367514356	448355480	287432088	115056312	634974112	1073135856	2262138908	928032518	1167587192	548050616	1071146232	329103800	473990184	447243728	503368072	756957696	588512240	1003597562	220477460	87955040	345281360	235132120	187171560	227589372	117049876	116007744	191268432	216811484	73714464	1212841942	1577079704	2258486865	1060245511	125708360	95953328	46723908	65394132	428653932	280821456	146192064	329008500	202187008	74037320	165559844	343548832	298961440	255217208	903921936	723172880	115161696	137750728	145687584	81613232	138596296	47598224	42407740	170469756	191056480	375682260	496373664	611678380	338910696	127569304	175221856	224364128	140194064	97443404	131803088	137600320	45815132	88657792	147157004	100978272	357932264	249246312	194596224
2025-03-17	259861654	97692332	506329228	169649728	407118844	178975280	71944072	274326400	138847036	348729580	339557316	417537052	411327288	406751560	87171521	55050244	82788273	89934412	0	118221976	4127004	91153496	157955056	9760692	82643220	72083552	128760128	70530896	0	119065400	0	73550120	9957216	127543832	107039420	9433152	149349384	0	61655144	211658016	0	0	309344162	84538580	4192512	7533420	0	236995028	26422244	0	126257500	398040604	8122992	73479612	0	96029272	4127004	9564168	4127004	0	87145328	4127004	63562160	36852768	413005718	6288768	907349810	4127004	71660876	0	0	0	85730748	0	73095968	109669436	101093472	74037256	165550228	171769384	298961440	0	225980460	0	38387200	44541220	36421880	0	46198744	0	42407740	56823220	47764096	125206184	0	122320364	67770000	63764128	58393832	32052000	35048492	0	32950756	0	45507900	22155192	0	0	44220328	0	0
2025-03-24	99518120	35480124	330513688	123788264	265158980	140926872	61855872	225215420	107912532	302751028	1018672012	0	1213543432	398628600	174343106	110100552	165576578	85807440	69291724	118222008	160552040	162785640	0	75468072	78581724	72083552	128760160	62145904	0	119065432	176879792	147100272	0	63771948	60248648	147005736	74674724	70842656	57528172	423316096	0	377023162	618688388	291896814	274025340	803359642	329103800	473990120	223621896	335578736	567718208	588512240	334532542	146997848	29222512	182885744	94060752	74876584	136578396	116660364	154667308	95634216	54205656	73714464	0	788566372	1355132031	1767114897	55987028	23988364	44238104	196182332	85730812	93470640	0	0	303280544	148074576	331100488	171769416	298961472	170144784	451960952	361586440	0	89082472	0	40806584	46198744	47598224	42407772	56823252	95528224	250433604	523600544	255665212	203350464	191333432	175242036	3782139744	70097048	64962248	32950788	68800144	91015864	66502600	98118568	60598488	132697032	124623156	194615368
2025-03-31	173029596	68324836	262714032	185016120	143494540	334479460	30927952	112064920	59456180	864132564	1358229328	908471800	1712418080	1294241916	261514627	110100520	237467494	171614848	138583416	177333028	160552040	244178476	236932616	226404184	235745236	216250720	193140224	62145904	375492476	357196296	265319704	73550152	90653040	127543896	60248648	147005736	74674692	212527936	115056312	423316064	268283980	1140944548	618688356	875690410	274025340	267786526	658207600	473990120	447243792	335578704	567718208	392341472	334532542	220477460	87628144	172425968	141051608	37438292	136557752	116650320	38669248	143431168	0	73714464	808420932	788513332	1806709668	706869386	97065324	71965028	22119052	130788200	428653932	467353072	146192000	329008500	404374080	148074640	827751236	858847016	1195845856	255217208	1129902396	1094454440	153548896	89082504	182109528	122419816	92397552	237991056	127223316	170469756	95528256	500888444	827268576	489338876	271140696	255138608	175242036	416676352	105145508	64962312	131803120	172000408	136523796	88676304	196216288	40398992	88458680	166170520	243254852
2025-04-07	547126480	221453292	246767000	408404000	201243692	465158048	167555384	322344892	345836728	1814091988	2086914576	2663258592	2660247160	1853854840	527978679	395556648	344945567	412357292	303553448	260712692	510453428	467919160	365230576	503520984	273042276	556865144	187768076	319041328	940909788	458948216	458942580	399539072	201233612	170674508	184782024	336447276	389885432	239151912	216183440	697946168	1110863680	904830348	1356937268	1242741164	363374172	911228834	662727924	851695956	575483704	985932332	1069342768	516372120	1522277732	464988060	190060756	479543144	332994708	97057084	242647768	270056644	203260372	205524400	245607408	205578068	1664783240	2157921514	615030197	1227807939	259320728	164586840	145405496	194919980	406301440	330298820	393052288	325969744	582847632	307733472	488626512	862858644	1268857792	196704416	344249388	1169679308	292716624	208301668	222492884	206363492	251966368	236457516	183626660	276682580	222690048	540621164	1015405096	679062456	506601952	441363500	340731952	696675516	271775644	191953444	270635020	264257380	283696420	126197932	216323424	155860988	263318616	297964036	311017636
2025-04-14	98321780	54506380	50359948	0	34324304	61591516	30927952	39938780	43346760	0	339557348	407514360	404514488	398628600	87171553	55050276	82788305	85807440	0	59111020	80276036	81392836	78977560	75468072	0	72083584	0	62145904	125164180	119065432	0	0	45326536	0	60248648	0	74674724	70842656	57528172	211658048	0	377023162	309344194	291896814	274025340	0	164551932	236995092	223621896	0	189239424	196170768	334532542	25053315	29222512	0	0	37438292	45526132	0	0	47817108	0	36861696	0	394283186	451710677	0	77712360	5109624	22119052	122944576	85730812	93470640	0	0	101093536	0	0	171769416	0	85072424	0	0	38387232	0	0	40806616	0	47598224	0	56823252	0	0	165457888	0	0	63784652	0	128208128	0	32481156	0	0	0	22173704	49059284	20199496	0	41547364	0
2025-04-21	79107392	54946112	151079812	0	34324304	123182968	92783824	119816308	130040248	535603256	1018672012	815028688	404514456	536442068	87171553	165150764	82788273	171614816	0	59111020	160552040	81392804	11005344	150936112	78581724	0	64380096	0	250328328	0	88439880	121934416	135979544	127543832	60248616	0	149349416	141685280	57528172	211658048	268283948	377023162	928032518	291896782	274025340	395817862	164551932	473990120	223621896	213251920	567718144	196170768	669065052	146959224	58425328	86222896	94040992	37438292	136537108	38886788	0	143411012	54205656	73714464	404210466	788513332	797569421	353434693	156663780	47976600	22119020	412638876	171461560	280411792	73096032	109669436	202187008	74037256	165550228	343538800	597922880	170144784	225980492	361586408	76774432	89082472	0	40806584	138596264	0	42407740	113646472	47764128	250433604	165457888	122320364	67790232	63784652	116807844	32052032	105145508	64962248	65901544	34400056	91015832	66484088	49038436	20180288	132679008	41547364	48639484
