date	bytes_sent	number_of_requests	number_of_downloads	number_of_views
2025-12-13	484162294	94	0	4
2025-12-14	408459812	80	0	3
2025-12-15	123050416	24	0	1
2025-12-16	1867334933	306	223	3
2025-12-17	291840124	57	0	2
2025-12-18	29374219704	327	223	4
2025-12-19	1993517354	311	223	4
2025-12-20	290890262	56	0	2
2025-12-21	522819167	101	0	4
2025-12-22	529725294	102	0	4
2025-12-23	112334021	22	0	1
2025-12-24	150579863	29	0	1
2025-12-26	135306278	26	0	1
2025-12-28	387801784	76	0	3
2025-12-29	337149308	66	0	3
2025-12-30	595399898	116	0	5
2025-12-31	820641618	161	0	7
2026-01-02	144761603	28	0	1
2026-01-03	832948270	163	0	7
2026-01-04	272247180	53	0	2
2026-01-05	559916478	109	0	4
2026-01-06	546641712	107	0	4
2026-01-07	287115614	56	0	2
2026-01-08	148336151	29	0	1
2026-01-09	841548656	163	0	6
2026-01-10	573392053	83	1	3
2026-01-11	473085128	92	0	4
2026-01-12	111233974	22	0	1
2026-01-16	5724584939	115	0	15
2026-01-17	11615635474	185	0	31
2026-01-18	7554245491	114	0	19
2026-01-19	2082662256	36	0	6
2026-01-22	608987137	119	0	5
2026-01-23	1887532495	368	0	16
2026-01-24	1324872951	257	0	10
2026-01-26	1536004598	299	0	12
2026-01-27	1006908707	196	0	8
2026-01-28	1213598170	237	0	10
2026-01-29	1348691642	261	0	10
2026-01-30	1300770021	252	0	9
2026-01-31	1287593749	251	0	10
2026-02-01	1426941534	280	0	11
2026-02-02	948095817	185	0	7
2026-02-03	467302334	90	0	4
2026-02-04	1456316767	284	0	11
2026-02-05	1659622914	322	0	12
2026-02-20	189892186	106	20	20
2026-02-24	154183177	92	7	8
2026-02-25	206276146	183	14	15
2026-02-26	92576443	197	15	15
2026-02-27	83406145	178	14	14
2026-02-28	95293500	202	16	16
2026-03-01	78891386	165	13	13
2026-03-02	102303739	216	17	17
2026-03-03	135260856	289	23	23
2026-03-04	104155138	219	17	17
2026-03-05	72821283	150	12	12
2026-03-06	150864748	305	24	24
2026-03-07	72573814	153	12	12
2026-03-08	91703510	190	15	15
2026-03-09	110873806	230	18	18
2026-03-10	117625414	252	20	20
2026-03-19	1800749412	190	190	0
2026-03-26	10309584	9	3	3
2026-03-29	23715224	54	6	2
2026-03-30	8925640	6	2	2
2026-04-04	7533421	2	1	1
2026-04-05	36618976	8	4	4
2026-04-06	5764705	2	1	1
2026-04-07	11070852	2	2	0
2026-04-08	851604	1	1	0
2026-04-10	15529885	12	2	2
2026-04-11	9367645	3	2	1
2026-04-12	5502674	4	2	2
2026-04-13	116735261	13	8	5
2026-04-14	44217904	12	8	4
2026-04-15	25155077	10	5	5
2026-04-16	65909565	20	10	10
2026-04-17	45659084	16	8	8
2026-04-18	44283413	13	8	5
2026-04-19	192633824	23	15	8
2026-04-20	60332874	14	8	6
2026-04-21	2183578167	179	176	3
2026-04-22	21102085	4	2	2
2026-04-23	19979943	6	3	3
2026-04-25	20381499	7	3	4
2026-04-28	8508	1	0	1
2026-05-01	8197008	2	1	1
2026-05-04	8508	1	0	1
2026-05-07	8508	1	0	1
2026-05-09	21224596	8	4	4
2026-05-10	5249150	5	2	3
2026-05-12	72000078	1	1	0
2026-05-13	8508	1	0	1
2026-05-14	13082884	26	2	2
2026-05-15	272742718	120	9	11
2026-05-16	361904244	161	12	15
2026-05-17	955832894	235	16	24
2026-05-18	1035371255	328	182	13
2026-05-19	4833263619	206	52	14
2026-05-20	68081604	168	14	14
2026-05-21	66892783	183	14	14
2026-05-22	33698889	80	7	7
2026-05-23	95741235	200	22	15
2026-05-24	106359009	207	24	16
2026-05-25	50107507	160	18	13
2026-05-26	41818574	171	20	13
2026-05-27	97092200	458	58	33
2026-05-28	59806565	254	37	31
2026-05-29	292553091	63	7	5
2026-05-30	22124816	107	10	8
2026-05-31	33627071	176	14	14
2026-06-01	6867882	37	3	4
2026-06-02	14329924	78	6	6
2026-06-03	279559246	146	34	9
2026-06-04	177003254	157	25	12
2026-06-05	257499788	39	27	1
2026-06-06	120469212	15	15	0
2026-06-07	160961664	16	15	1
2026-06-08	117390336	11	11	0
2026-06-09	77495964	12	12	0
2026-06-10	374219822	621	74	28
2026-06-11	190384404	319	39	12
2026-06-12	150766366	560	49	22
2026-06-13	123262238	337	34	14
2026-06-14	74126360	177	20	7
2026-06-15	80658538	56	10	2
2026-06-16	58119176	111	14	4
2026-06-17	98976064	229	23	9
2026-06-18	77468654	304	28	12
2026-06-19	57841998	108	13	4
2026-06-20	82210834	402	34	16
2026-06-21	97796524	356	30	14
2026-06-22	53739674	152	15	6
2026-06-23	71508396	350	28	14
2026-06-24	54156936	278	22	11
2026-06-25	48365746	270	22	11
2026-06-26	363855964	360	176	8
2026-06-27	259515613	175	17	7
2026-06-28	65485474	348	28	14
2026-06-29	4800297680	410	66	15
2026-06-30	47415602	234	18	9
2026-07-01	66219410	330	26	13
2026-07-02	70633010	351	28	14
2026-07-03	67566706	349	28	14
2026-07-04	59595718	300	24	12
2026-07-05	67598147	348	28	14
2026-07-06	546441248	234	9	9
2026-07-07	545413249	231	8	4
2026-07-08	71851016	191	19	9
2026-07-09	328408005	404	175	11
2026-07-10	43164780	157	14	7
2026-07-11	61870114	299	24	12
2026-07-12	41807703	201	17	9
2026-07-13	65417463	354	28	14
2026-07-14	76554117	264	24	12
2026-07-15	31675008	174	14	7
2026-07-16	23519450	126	10	6
2026-07-17	30405166	153	12	6
2026-07-18	58996046	300	24	12
2026-07-19	53249454	296	24	13
2026-07-20	139174526	617	18	13
2026-07-22	17016	2	0	1
2026-07-23	42335356	189	4	4
2026-07-24	82970492	521	8	8
2026-07-25	17016	2	0	1
2026-07-27	76192696	429	18	18
2026-07-28	133504429	830	16	17
2026-07-29	72950461	380	14	14
2026-07-30	47094572	289	6	6
2026-07-31	72763680	384	14	15
2026-08-01	36188396	263	4	5
2026-08-02	118092232	584	14	14
2026-08-03	6211788	36	3	3
2026-08-04	3976034	27	2	3
2026-08-05	7445186	37	3	3
2026-08-07	119599521	582	13	14
2026-08-08	210423115	668	17	17
2026-08-09	213273393	966	23	23
2026-08-10	53060570	205	7	7
2026-08-11	161918690	898	19	19
2026-08-12	179739999	732	19	16
2026-08-13	81226842	436	7	8
2026-08-14	131518939	680	15	15
2026-08-15	209328928	1017	19	19
