date	bytes_sent	number_of_requests	number_of_downloads	number_of_views
2024-08-20	289854454	946	7	6
2024-08-21	267726768	904	7	6
2024-08-22	291506620	932	9	6
2024-08-23	251044217	894	6	6
2024-08-24	260732204	913	6	6
2024-08-25	277015207	838	7	6
2024-08-26	600851469	1442	16	8
2024-08-27	354316539124	319	5	13
2024-08-28	25810152	2	2	0
2024-08-29	63411520583	13	8	2
2024-08-30	125258622312	364	354	3
2024-08-31	350930194598	247	218	12
2024-09-01	12774060	1	1	0
2024-09-02	199485986996	17	2	7
2024-09-03	161546165241	16	3	5
2024-09-04	259673441593	57	9	30
2024-09-05	133922309082	27	4	15
2024-09-06	312431702732	7547	9	26
2024-09-07	982662343339	43439	12	27
2024-09-08	1083221799307	50317	21	39
2024-09-09	1796167678178	84670	34	65
2024-09-10	1258632025200	59264	24	50
2024-09-11	903743512699	42730	18	34
2024-09-12	18516422568	874	0	0
2024-09-13	32631944	5	1	1
2024-09-14	532083452	101	1	1
2024-09-15	17687160	2	2	0
2024-09-16	11987964	1	1	0
2024-09-20	297755111	781	6	6
2024-09-21	485143933	1369	12	12
2024-09-22	274722794	685	6	6
2024-09-23	317404855	768	7	6
2024-09-24	241631105	817	6	6
2024-09-25	35396619259	7600	6	290
2024-09-26	296841533	797	8	6
2024-09-27	225876976	735	7	6
2024-09-28	216050776	734	6	6
2024-09-29	231314140	736	8	6
2024-09-30	222994624	734	6	6
2024-10-01	244263452	793	7	6
2024-10-02	222973352	793	7	6
2024-10-03	209609720	792	6	6
2024-10-04	237778160	793	7	6
2024-10-05	238063922	855	7	6
2024-10-06	226534514	855	7	6
2024-10-07	226272482	855	7	6
2024-10-08	246973010	855	7	6
2024-10-09	256985786	851	9	6
2024-10-10	237529910	849	7	6
2024-10-11	222921626	849	7	6
2024-10-12	240346754	849	7	6
2024-10-13	306816994	777	6	6
2024-10-14	268173628	781	7	6
2024-10-15	15590904	2	2	0
2024-10-16	285818651	805	8	7
2024-10-17	551628306	1974	18	7
2024-10-18	6004900581	1059	17	10
2024-10-19	243797374	810	6	6
2024-10-20	235265487	779	6	6
2024-10-21	252268535	797	7	7
2024-10-22	277760693	758	6	6
2024-10-23	241728240	795	6	6
2024-10-24	257363317	789	7	6
2024-10-25	254407531	786	7	6
2024-10-26	275742398	890	7	6
2024-10-27	233843304	1023	6	6
2024-10-28	2798294016	1374	7	31
2024-10-29	272531899	946	7	6
2024-10-30	256183342	945	6	6
2024-10-31	244733460	903	6	6
2024-11-01	252267328	929	6	6
2024-11-02	248227373	894	6	6
2024-11-03	241996916	913	6	6
2024-11-04	241902919	837	6	6
2024-11-05	2551067499	1160	289	6
2024-11-06	91058461	286	2	2
2024-11-11	6550800	1	1	0
2024-11-13	106085696	434	4	2
2024-11-14	83326019848	223	8	1
2024-11-15	27830889909	325	5	2
2024-11-16	68600998	219	4	1
2024-11-17	45266028	5	5	0
2024-11-18	116697992	436	6	2
2024-11-19	28651329220	399	8	3
2024-11-20	55670753056	444	14	2
2024-11-22	5547518592	1232	26	8
2024-11-23	3491241284	7	7	0
2024-11-24	1617134864	4	4	0
2024-11-26	55728858652	449	19	2
2024-11-27	36881004	4	4	0
2024-11-28	28102932	3	3	0
2024-11-29	6157752	1	1	0
2024-11-30	11725932	1	1	0
2024-12-01	20241972	2	2	0
2024-12-02	2142386388	257	1	2
2025-01-14	27860152674	436	6	2
2025-01-15	27794670418	12	3	1
2025-01-16	27808256216	219	4	1
2025-01-17	27809697392	219	4	1
2025-01-29	87678376	1	1	0
2025-02-06	455256840	299	55	1
2025-02-08	119205744	109	7	1
2025-02-09	1837499400	94	94	0
2025-02-10	19781222024	159	143	1
2025-02-11	166834580523	21	21	0
2025-02-13	27323436833	3	3	0
2025-02-16	19211870392	1	1	0
2025-02-17	3579501068	1	1	0
2025-02-18	71040438816	3	3	0
2025-02-21	83429878272	657	12	3
2025-02-24	27809828408	219	4	1
2025-03-03	222484043392	1802	32	18
2025-03-04	2184000	25	0	5
2025-03-05	2184000	25	0	5
2025-03-06	1310400	15	0	3
2025-03-07	1310400	15	0	3
2025-03-08	2184000	25	0	5
2025-03-09	2184000	25	0	5
2025-03-10	611869017030	5055	90	26
2025-03-11	51743926	237	2	5
2025-03-12	83378680886	460	10	5
2025-03-13	27810811268	234	4	4
2025-03-14	1747200	20	0	4
2025-03-15	1310400	15	0	3
2025-03-16	1310400	15	0	3
2025-03-17	53272366	232	2	4
2025-03-18	155427582	666	6	6
2025-03-19	1310400	15	0	3
2025-03-20	31446620	49	2	2
2025-03-21	873600	10	0	2
2025-03-22	1310400	15	0	3
2025-03-23	11071092	25	1	3
2025-03-24	873600	28	0	2
2025-03-25	436800	14	0	1
2025-03-26	436800	14	0	1
2025-03-27	873600	28	0	2
2025-03-28	436800	14	0	1
2025-03-29	436800	14	0	1
2025-03-30	436800	14	0	1
2025-03-31	873600	28	0	2
2025-04-01	49974970	231	2	2
2025-04-02	45478888	2405	0	2
2025-04-03	873600	28	0	2
2025-04-04	15000616	25	1	2
2025-04-05	873600	28	0	2
2025-04-06	8076501413	37157	258	259
2025-04-07	436800	14	0	1
2025-04-08	52573534	245	2	3
2025-04-09	27810636500	247	4	3
2025-04-10	27810920288	233	4	2
2025-04-11	91833197	145	1	3
2025-04-12	436800	14	0	1
2025-04-13	436800	14	0	1
2025-04-16	436800	14	0	1
2025-04-17	55619394784	438	8	2
2025-04-18	1079860915	15	1	1
2025-04-19	436800	14	0	1
2025-04-21	436800	14	0	1
2025-04-22	436800	14	0	1
2025-04-23	436800	14	0	1
2025-04-24	436800	14	0	1
2025-04-25	436800	14	0	1
2025-04-26	436800	14	0	1
2025-04-27	436800	14	0	1
2025-04-29	436800	14	0	1
2025-04-30	436800	14	0	1
2025-05-01	436800	14	0	1
2025-05-02	436800	14	0	1
2025-05-03	436800	14	0	1
2025-05-15	1970200284	188	0	188
2025-05-23	19781280	1	0	1
2025-05-27	151465214	200	1	4
2025-06-12	318812578	1533	2	1
2025-06-19	14105260	11	1	1
2025-06-24	83801569928	2407	16	4
2025-06-25	29400502215	3912	7	21
2025-06-26	31616320440	4074	4	67
2025-06-27	847536800	584	0	16
2025-06-30	319074610	1533	2	1
2025-07-01	57115691494	7669	14	1
2025-07-03	549571689355	57	27	1
2025-07-04	805410816700	80	77	2
2025-07-05	353078583027	20	20	0
2025-07-07	28078251212	1535	4	1
2025-07-09	318747070	1533	2	1
2025-07-10	140386670500	7675	20	3
2025-07-11	28077596132	1535	4	1
2025-07-14	224638477496	12322	34	9
2025-07-15	61397753164	3153	11	4
2025-07-16	31299334152	3875	4	61
2025-07-17	2031407792	1450	0	38
2025-07-22	14411760	1	1	0
2025-07-26	284293482180	5429	0	16
2025-07-27	118866891236	2280	0	7
2025-07-28	257229894176	4918	0	14
2025-07-29	92227320119	1762	1	4
2025-07-30	338860919759	6483	0	27
2025-07-31	569920653746	10921	1	72
2025-08-01	209475711333	4048	0	60
2025-08-02	250481083761	4784	0	11
2025-08-03	309840648633	5922	0	15
2025-08-04	461204807063	8801	0	14
2025-08-05	153247196442	2932	0	8
2025-08-06	227205637803	4340	0	9
2025-08-07	333313345186	6366	0	12
2025-08-08	318189080392	6074	0	9
2025-08-09	145342541465	2776	0	5
2025-08-10	232969563250	4449	0	10
2025-08-11	159162542925	3040	0	9
2025-08-12	226218674627	4321	0	11
2025-08-13	112054682436	2141	0	7
2025-08-14	107990583579	2065	0	11
2025-08-15	279645621971	5338	0	10
2025-08-16	158029836459	3018	0	8
2025-08-17	194876102891	3722	0	9
2025-08-18	121644394704	2323	0	7
2025-08-19	64205678761	1233	10	2
2025-08-20	29584097455	594	41	3
2025-08-21	89672999230	1713	0	5
2025-08-22	154763064549	2969	0	6
2025-08-23	200311043305	3825	0	8
2025-08-24	84822610698	1620	0	3
2025-08-25	436800	14	0	1
2025-08-26	41549987674	794	0	2
2025-08-27	108492796913	2071	0	4
2025-08-28	102760619380	1976	0	6
2025-08-29	93892793788	1794	0	6
2025-08-30	98711775645	1888	0	6
2025-08-31	132255593664	2525	0	5
2025-09-01	22939158365	439	0	3
2025-09-02	53572304401	1024	0	5
2025-09-03	83148302992	1589	0	6
2025-09-04	74287719970	1419	0	6
2025-09-05	154858522752	2958	3	5
2025-09-06	91765387024	1781	42	6
2025-09-07	132696489812	2550	26	5
2025-09-08	168126818443	3216	8	7
2025-09-09	98574161351	1880	27	6
2025-09-10	174937714050	3345	6	8
2025-09-11	43375187432	828	0	1
2025-09-12	267223487867	5103	0	11
2025-09-13	83723367183	1599	1	2
2025-09-14	40287420	2	2	0
2025-09-15	59284740	3	3	0
2025-09-17	22469244	1	1	0
2025-09-22	25286088	1	1	0
2025-09-23	24565500	1	1	0
2025-09-29	26203200	1	1	0
2025-09-30	89418420	4	4	0
2025-10-01	22993308	1	1	0
2025-10-08	161985842	294	2	4
2025-10-11	22796784	1	1	0
2025-10-16	436800	14	0	1
2025-10-19	436800	14	0	1
2025-10-22	436800	14	0	1
2025-11-01	436800	14	0	1
2025-11-03	10219248	1	1	0
2025-11-16	436800	14	0	1
2025-11-21	11267376	1	1	0
2025-12-12	116602181120	22244	0	6
2025-12-13	44436134936	8476	2	2
2025-12-14	127398617909	24303	0	6
2025-12-15	4008765509	765	0	1
2025-12-16	113411370541	21546	284	4
2025-12-17	268110063100	4464	97	3
2025-12-18	285597401046	7800	96	1
2025-12-19	2385408312	284	284	0
2025-12-20	128157135601	24446	0	4
2025-12-21	46619298581	8893	0	4
2025-12-22	3164432474621	12552	119	3
2025-12-23	3054515117056	25841	69	5
2025-12-24	131085291812	25004	0	4
2025-12-25	104468307942	19927	0	3
2025-12-26	69255979791	13212	0	4
2025-12-27	27694716973	5283	0	2
2025-12-28	83738438532	15973	0	2
2025-12-29	214179738043	40855	0	8
2025-12-30	1920482838072	8540	56	2
2025-12-31	27688911261	5282	0	2
2026-01-01	40389817820	7704	0	1
2026-01-02	1091120154	209	0	1
2026-01-03	72188117677	13771	0	4
2026-01-04	67291632276	12838	0	5
2026-01-05	190395713279	36318	0	7
2026-01-06	44461851015	8481	0	2
2026-01-07	116483050817	22220	0	6
2026-01-08	86944324759	16586	0	5
2026-01-09	36795319658	6255	1	4
2026-01-10	45520530953	3958	2	1
2026-01-11	61173912659	11669	0	2
2026-01-14	135069332	1	1	0
2026-01-16	349858714833	4115	1	26
2026-01-17	313226866216	156	0	27
2026-01-18	446892676292	246	0	41
2026-01-19	116988078377	62	0	10
2026-01-22	148918974298	28406	0	5
2026-01-23	505585325312	96442	0	22
2026-01-24	207621203255	39606	0	12
2026-01-26	107717179276	20549	0	6
2026-01-27	419240207518	79970	0	15
2026-01-28	414853063059	79137	0	21
2026-01-29	176643467126	33696	0	7
2026-01-30	453517206392	86513	0	23
2026-01-31	131428541995	25073	0	7
2026-02-01	182886772554	34887	0	10
2026-02-02	248770422856	47454	0	11
2026-02-03	207876182042	35833	4	11
2026-02-04	559276382498	106682	0	20
2026-02-05	228069266998	43505	0	10
2026-02-20	152949286	182	20	20
2026-02-21	54103661	91	10	0
2026-02-23	13433628	12	3	2
2026-02-24	23009627347	816	2	5
2026-02-25	101874484595	14335	48	26
2026-02-26	132825385746	17649	615	313
2026-02-27	775530683	3703	24	24
2026-02-28	687474120	3290	23	22
2026-03-01	381250260	1613	15	10
2026-03-02	85956521128	12729	45	29
2026-03-03	171334754064	22961	59	32
2026-03-04	281612788515	19463	59	25
2026-03-05	619044776	3027	21	21
2026-03-06	1305618814	6318	27	25
2026-03-07	632464354	3070	22	22
2026-03-08	920965760	4266	31	30
2026-03-09	626872619	3105	22	22
2026-03-10	382939739	1784	14	14
2026-03-12	39894372	3	3	0
2026-03-13	318547458	1543	2	1
2026-03-18	4078382261	5	5	0
2026-03-19	2172900360	234	234	0
2026-03-20	4083229853	5	5	0
2026-03-21	8142483778	6	6	0
2026-03-22	21355608	2	2	0
2026-03-23	4060105529	4	4	0
2026-03-24	31181808	4	4	0
2026-03-25	93872964	12	12	0
2026-03-26	4750891877	60	51	3
2026-03-27	465172308	32	32	0
2026-03-28	8475657466	26	26	0
2026-03-29	109660392	17	17	0
2026-03-30	138418404	14	14	0
2026-03-31	4234160285	14	14	0
2026-04-01	8364097342	23	23	0
2026-04-02	4240383545	14	14	0
2026-04-03	4226299325	28	28	0
2026-04-04	11257234062	66	66	0
2026-04-05	4679873671	33	33	0
2026-04-06	6109559179	36	34	2
2026-04-07	8411190802	28	28	0
2026-04-08	48279396	12	12	0
2026-04-09	2833065884	9	9	0
2026-04-10	242339620	24	7	1
2026-04-11	1375443000	23	23	0
2026-04-12	316534656	39	39	0
2026-04-13	245786016	32	32	0
2026-04-14	242314092	30	30	0
2026-04-15	212442444	23	23	0
2026-04-16	123155040	10	10	0
2026-04-17	185060100	4	4	0
2026-04-18	376539984	7	7	0
2026-04-19	211132284	20	20	0
2026-04-20	4168914317	6	6	0
2026-04-21	6661886765	212	212	0
2026-04-22	72842586830	42	39	2
2026-04-23	4136062730	393	10	4
2026-04-24	4063118897	4	4	0
2026-04-25	380732497	10	9	1
2026-04-26	132195144	5	5	0
2026-04-27	44152392	1	1	0
2026-04-28	51751320	1	1	0
2026-04-29	140056104	3	3	0
2026-04-30	354267264	59	59	0
2026-05-01	1734097766	1808	265	1
2026-05-02	275264617	38	37	1
2026-05-03	275723173	34	33	1
2026-05-04	41217818061	1551	7	2
2026-05-05	28081773492	1547	4	1
2026-05-06	48850058464	6186	14	4
2026-05-07	9171120	1	1	0
2026-05-08	28553351259	3772	13	8
2026-05-09	366159711	1550	6	2
2026-05-10	27758259490	2	2	0
2026-05-11	10219248	1	1	0
2026-05-12	28426053530	3094	8	2
2026-05-13	27780597718	5	5	0
2026-05-14	28497767948	3563	10	5
2026-05-15	86069097554	4445	22	18
2026-05-16	68624231833	3703	18	21
2026-05-17	224282107505	6500	14	30
2026-05-18	198276250024	13651	251	25
2026-05-19	168850949671	11264	38	19
2026-05-20	197623707688	16095	47	24
2026-05-21	484452379	2379	17	16
2026-05-22	462059195	2275	17	16
2026-05-23	609111343	2967	24	20
2026-05-24	575942704	2590	22	17
2026-05-25	445644003	2299	19	18
2026-05-26	56344400110	4156	17	9
2026-05-27	1028964585	5250	60	35
2026-05-28	313536662	1635	31	31
2026-05-29	281551624	1404	11	9
2026-05-30	344640502	1859	13	13
2026-05-31	423022441	2330	16	16
2026-06-01	176768485	995	6	6
2026-06-02	235512519	1078	28	24
2026-06-03	172121460	931	8	6
2026-06-04	545707853	2785	24	21
2026-06-05	148094493	842	5	5
2026-06-06	19941772	87	4	1
2026-06-07	20962560	1	1	0
2026-06-09	15459888	2	2	0
2026-06-10	1160679960	6329	58	31
2026-06-11	320384632	1844	14	7
2026-06-12	895897094	4839	47	22
2026-06-13	979930640	5541	56	22
2026-06-14	397804942	2065	29	8
2026-06-15	28382810882	3302	29	8
2026-06-16	574540262	2933	53	11
2026-06-17	927092386	4695	56	15
2026-06-18	56614802030	5380	48	12
2026-06-19	171443116	785	26	3
2026-06-20	551059687	2860	44	13
2026-06-21	675244354	3589	46	16
2026-06-22	52315908444	4731	31	7
2026-06-23	56455630852	4891	42	15
2026-06-24	28843914920	5541	34	12
2026-06-25	28817025436	5594	47	17
2026-06-26	876363722	3142	233	13
2026-06-27	334095762	1872	19	6
2026-06-28	583349300	3140	28	13
2026-06-29	712625695	3558	29	11
2026-06-30	5756205308	5185	47	16
2026-07-01	664467246	3546	33	14
2026-07-02	496842504	2570	33	11
2026-07-03	632238178	3389	39	14
2026-07-04	688974096	3800	42	15
2026-07-05	581503592	3250	35	13
2026-07-06	25926102933	11191	44	19
2026-07-07	85776875787	7829	36	14
2026-07-08	196979769022	13161	76	18
2026-07-09	1269891719	5467	230	15
2026-07-10	1000024543	5078	44	17
2026-07-11	923709925	5040	49	21
2026-07-12	852753273	4305	36	9
2026-07-13	28749344748	5287	48	16
2026-07-14	730377159	4097	51	18
2026-07-15	580036220	3039	43	15
2026-07-16	644957122	3478	37	14
2026-07-17	1642096219	8115	46	17
2026-07-18	544013863	2355	29	10
2026-07-19	627574211	3433	40	15
2026-07-20	472923427	716	24	4
2026-07-21	928284984	4500	16	4
2026-07-22	32119811	177	2	1
2026-07-23	85650620	295	15	4
2026-07-24	112646720	342	16	4
2026-07-25	28434766094	3104	18	1
2026-07-26	1786140212	8746	17	8
2026-07-27	1431358623	7543	33	25
2026-07-28	3250574289	17092	63	49
2026-07-29	1956502997	10039	41	27
2026-07-30	126894711	625	20	8
2026-07-31	1164483959	5664	32	19
2026-08-01	1130108887	5646	22	15
2026-08-02	322337358	1610	26	16
2026-08-03	226517595	1240	20	10
2026-08-04	161821948	481	18	4
2026-08-05	539408804	2408	13	6
2026-08-06	24654084	68	6	1
2026-08-07	684776781	3557	28	18
2026-08-08	663902615	3666	19	14
2026-08-09	1774884097	9040	16	14
2026-08-10	29365813214	8291	22	16
2026-08-11	2243644638	11732	22	21
2026-08-12	3550827368	18033	30	27
2026-08-13	3101865006	12673	28	32
2026-08-14	3439264977	17993	35	35
2026-08-15	1810352134	9395	20	20
2026-08-16	688169220	3610	10	10
2026-08-17	4879446298	25149	39	39
2026-08-18	1191451208	5963	14	14
2026-08-19	11749110043	9512	25	24
2026-08-20	1431575704	7442	13	13
2026-08-21	1316983497	7013	19	19
2026-08-22	44315102	262	3	3
