week_start	sub-305/sub-305_ses-1strec-0_ophys.nwb	sub-305/sub-305_ses-2ndrec-100_ophys.nwb	sub-305/sub-305_ses-3rdrec-0_ophys.nwb	sub-305/sub-305_ses-4threc-100_ophys.nwb	sub-307/sub-307_ses-1strec-0_ophys.nwb	sub-307/sub-307_ses-2ndrec-100_ophys.nwb	sub-309/sub-309_ses-10threc-100_ophys.nwb	sub-309/sub-309_ses-1strec-0_ophys.nwb	sub-309/sub-309_ses-2ndrec-100_ophys.nwb	sub-309/sub-309_ses-3rdrec-0_ophys.nwb	sub-309/sub-309_ses-4threc-100_ophys.nwb	sub-309/sub-309_ses-5threc-0_ophys.nwb	sub-309/sub-309_ses-6threc-100_ophys.nwb	sub-309/sub-309_ses-7threc-0_ophys.nwb	sub-309/sub-309_ses-8threc-100_ophys.nwb	sub-309/sub-309_ses-9threc-0_ophys.nwb	sub-310/sub-310_ses-10threc-100_ophys.nwb	sub-310/sub-310_ses-1strec-0_ophys.nwb	sub-310/sub-310_ses-2ndrec-100_ophys.nwb	sub-310/sub-310_ses-3rdrec-0_ophys.nwb	sub-310/sub-310_ses-4threc-100_ophys.nwb	sub-310/sub-310_ses-5threc-0_ophys.nwb	sub-310/sub-310_ses-6threc-100_ophys.nwb	sub-310/sub-310_ses-7threc-0_ophys.nwb	sub-310/sub-310_ses-8threc-100_ophys.nwb	sub-310/sub-310_ses-9threc-0_ophys.nwb	sub-311/sub-311_ses-311-10threc-100_ophys.nwb	sub-311/sub-311_ses-311-1strec-0_ophys.nwb	sub-311/sub-311_ses-311-2ndrec-100_ophys.nwb	sub-311/sub-311_ses-311-3rdrec-0_ophys.nwb	sub-311/sub-311_ses-311-4threc-100_ophys.nwb	sub-311/sub-311_ses-311-5threc-0_ophys.nwb	sub-311/sub-311_ses-311-6threc-100_ophys.nwb	sub-311/sub-311_ses-311-7threc-0_ophys.nwb	sub-311/sub-311_ses-311-8threc-100_ophys.nwb	sub-311/sub-311_ses-311-9threc-0_ophys.nwb	sub-312/sub-312_ses-10threc-100_ophys.nwb	sub-312/sub-312_ses-1strec-0_ophys.nwb	sub-312/sub-312_ses-2ndrec-100_ophys.nwb	sub-312/sub-312_ses-3rdrec-0_ophys.nwb	sub-312/sub-312_ses-4threc-100_ophys.nwb	sub-312/sub-312_ses-5threc-0_ophys.nwb	sub-312/sub-312_ses-6threc-100_ophys.nwb	sub-312/sub-312_ses-7threc-0_ophys.nwb	sub-312/sub-312_ses-8threc-100_ophys.nwb	sub-312/sub-312_ses-9threc-0_ophys.nwb	sub-313/sub-313_ses-10threc-100_ophys.nwb	sub-313/sub-313_ses-1strec-0_ophys.nwb	sub-313/sub-313_ses-2ndrec-100_ophys.nwb	sub-313/sub-313_ses-3rdrec-0_ophys.nwb	sub-313/sub-313_ses-4threc-100_ophys.nwb	sub-313/sub-313_ses-5threc-0_ophys.nwb	sub-313/sub-313_ses-6threc-100_ophys.nwb	sub-313/sub-313_ses-7threc-0_ophys.nwb	sub-313/sub-313_ses-8threc-100_ophys.nwb	sub-313/sub-313_ses-9threc-0_ophys.nwb	sub-314/sub-314_ses-10threc-100_ophys.nwb	sub-314/sub-314_ses-1strec-0_ophys.nwb	sub-314/sub-314_ses-2ndrec-100_ophys.nwb	sub-314/sub-314_ses-3rdrec-0_ophys.nwb	sub-314/sub-314_ses-4threc-100_ophys.nwb	sub-314/sub-314_ses-5threc-0_ophys.nwb	sub-314/sub-314_ses-6threc-100_ophys.nwb	sub-314/sub-314_ses-7threc-0_ophys.nwb	sub-314/sub-314_ses-8threc-100_ophys.nwb	sub-314/sub-314_ses-9threc-0_ophys.nwb	sub-315/sub-315_ses-1strec-0_ophys.nwb	sub-315/sub-315_ses-2ndrec-100_ophys.nwb	sub-315/sub-315_ses-3rdrec-0_ophys.nwb	sub-315/sub-315_ses-4threc-100_ophys.nwb
2023-10-16	0	0	0	0	0	0	0	0	0	136060574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125829120	0	0	0	0	0	0	0	0	0	0	0	0	0	92274688	0	0	0	140296098	0
2023-10-23	0	0	0	0	0	0	0	0	177727966	0	0	0	0	0	0	0	0	179884214	0	0	0	0	101851823	0	0	96585221	230446415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416173183	0	0	0	0	0	0	0	142606336	287712662	0	0	0	290381894	0	0	0	0	0
2023-10-30	0	184971811	0	0	205862554	0	0	0	0	0	0	0	0	239923054	0	0	80105946	179884214	0	0	0	182294370	0	182323864	179081703	180471301	297555279	410228824	295869496	431066326	297783442	293351090	297968646	292278946	298361009	291798098	312692143	290598304	308253710	290070698	0	290975919	309601628	0	317349404	296021766	0	0	281579135	280062155	280853378	281955455	280412912	282432646	371847644	282520930	291199991	285137351	285546405	281401737	0	282776696	288920955	0	0	285307864	0	0	282902434	276213763
2023-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77765688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	0	0	0	0	0	0	0	0	177727966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	0	191835285	191017760	0	205862554	0	0	193454766	177727966	0	178072226	196342095	0	0	0	199962556	180769242	179884214	176978886	180369494	0	182294370	177349295	0	0	180471301	0	0	295869496	299419243	0	0	0	0	0	291798098	625384286	290598304	0	580141396	0	0	309601628	294095370	0	296021766	0	0	0	280062155	280853378	0	280412912	0	0	0	291199991	0	0	0	0	0	0	0	290381894	285307864	0	0	0	276213763
2023-11-27	0	9861975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	0	147776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	7512095	6585027	7516960	5440235	6633114	6597593	9384909	9953966	187683772	6037150	10300066	7598415	7519219	9236334	8392134	5975996	7754202	6869174	186185612	7354454	8698573	9279330	9577135	9308824	6066663	7456261	9196879	9672792	7511096	5817963	9425042	10235570	9610246	9163426	10002609	8682578	8605103	7482784	9409550	6955178	8542816	7860399	5514588	5736970	8019484	7663366	0	10123092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	177727966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	18391905	30199188	18843636	19679721	14717568	26274159	30205614	29196696	19302840	17177916	12164514	17029437	10579335	9715658	27557154	1285884	680884	2538778	469902	18866304	5895720	10546788	804190	6550800	7141027	5612502	14013574	11206336	14492824	3770346	5851006	7377330	3539828	6690822	6419784	7180530	372143	6816488	336910	4770134	851604	6718995	6707904	0	7220692	7074782	6824955	0	777470	4469251	379778	355455	13406376	10197184	7002312	6435666	383991	725902	6782189	3471924	10189676	6384232	1174066	356911	16565570	3668448	435032	279550330	4692148	696326
2024-02-12	7795452	0	16114968	0	8057484	9236628	6812832	0	0	0	20176464	0	0	0	0	10874328	22796784	6419784	9206726	6419784	0	10022724	0	8516040	0	0	0	7729944	0	0	0	0	9040104	0	0	8843580	0	0	10415772	0	0	0	0	24237960	8712564	0	0	17556144	9433152	0	8385024	9325695	8909088	9629676	0	0	0	8647056	0	0	0	0	0	0	0	0	0	9891708	0	0
2024-02-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13822188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	19755081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7860960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	2898907	1283098	2161764	6756431	6419784	351193	0	451932	6725442	0	801274	0	2489304	2509778	7307822	7074864	6891242	2161764	0	350294	2504497	6284552	10939836	3699972	393703	3297561	1045559	6948316	2161764	8516040	2292780	5633688	394246	0	8254008	2529462	0	396704	5437164	4389036	4323528	6718995	8935176	3818586	2751336	392966	12065595	14280744	0	0	2803574	5858127	348912	5284084	451512	7598928	5371656	2161764	6847697	2161764	8581548	0	3240107	0	6739370	0	10153740	11267376	6931634	9322759
2024-03-18	7697546	7648758	6768744	13438247	13531076	16377000	7996260	24617760	13581900	13526364	26888636	14060622	825318	348014	13436500	15656412	5344854	9024070	13921062	7425158	24268346	13817972	7560561	20664084	7600893	13123761	13879989	17438532	14211952	10130568	22948594	49081376	19591684	7223892	754018	20387796	13080695	6750980	20129696	18973420	3143112	7149222	353628	1236510	14073684	1178898	13453386	12321616	13752367	7169786	7506880	15974274	26267316	7227260	7257300	14655930	20158350	20116270	13498870	20396358	20081384	1072488	7135294	13844793	20938698	14000628	15061776	7167659	13154894	20393611
2024-03-25	0	14003034	0	10312077	13381846	11534859	14547060	451932	13516392	6795936	6762502	17532546	19062828	19869398	4592920	6354276	340442	754028	7425096	8145746	17339691	7328464	35370793	7268928	26466542	79156986	17752668	6363212	343096	6831027	7181960	13355274	0	1009638	13085561	14401218	13452838	396704	804836	8778072	13688628	6850011	707256	13167108	2922512	7467748	4663191	7349120	6354276	407755	7179340	20466411	14061456	7292768	77047892	817860	67904625	46571314	13529513	5401282	6732538	0	715510	6711187	13675264	6872312	14144664	6971135	18972892	14321990
2024-04-01	344095	0	348960	0	6616308	0	460698	6354276	0	0	816452	6419784	6832443	6419784	0	384956	340442	2538778	338886	700588	4484930	454340	0	0	53402490	0	64691797	463024	0	411243	7685230	0	0	6419784	7205880	367698	372143	0	0	381098	391776	364719	353628	0	6852992	0	6759447	333652	9564168	0	379778	0	348912	0	0	0	0	362951	0	422674	0	7533420	6878340	19537768	385094	7068836	435032	7926468	0	0
2024-04-08	0	0	0	0	0	0	0	56381864	0	0	0	0	0	0	0	0	0	57018376	0	0	51801793	0	0	0	0	0	0	49510212	0	0	0	0	233496538	0	0	0	0	27008972	0	0	0	58680133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-15	819200	0	20214560	39572423	41241908	78450341	0	6616308	19622366	6616308	6419784	7336896	0	25887982	25969450	25007812	2161764	19628214	6354276	52269812	6747324	96632660	19653295	5699196	3733956	26217209	36844879	23475416	21117128	16588800	36868242	16588800	20259846	129364788	0	0	36826543	6419784	6681816	0	43462484	24619355	0	0	0	0	0	0	0	0	0	0	10560240	0	0	0	0	0	172937161	0	0	0	0	0	0	73584108	0	0	0	0
2024-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78785136	0	0	0	0	44448460	0	0	0	0	0	0	0	0	0	0	31356201	0	0	0	0	93401236	50312568	0	72872004	98772756	20094008	30805354	0	26488020	43197411	16588800	47708506	26640839	44205716	23868464	23409908	16588800	6419784	7205880	26975329	36877074	2751336	0	16588800	26904327	20250694	20113328	23737448	61883515	58317396	0
2024-04-29	0	0	0	0	0	0	56250037	0	0	46527452	0	67388746	0	0	0	57410480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36974799	71113428	0	0	0	0	0	0	0	0	0	48159425	0	0	0	0	36417076	0	0	0	0	0
2024-05-06	0	0	42976456	54383260	0	89607832	0	0	0	0	0	0	0	31163450	0	0	0	0	92266796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70248348	0	0	0	0	0	0	0	0	0	0	0	0	0	35613147	24936992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	12839568	0	0	0	0	0	0	0	0	0	0	114167568	0	0	0	0	0	0	0	0	0	60938824	0	0	0	0	0	0	112467622	0	0	38821522	41290723	0	0	0	0	0	0	0	0	0	0	0	0	92381637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41658268	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78773248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70090316	0	0	0	0	0	0	0	0	0	0	72144788	0	49700767	0	0	0	55872832	0	0	0	0	66399976	7860960	78631006	0
2024-05-27	0	51823576	18075084	0	0	55600988	0	0	0	54828840	0	0	0	0	30002664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21085598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90307272	0	40523502	0	0	0	10939836	0
2024-06-03	0	0	7795452	0	0	0	0	0	0	0	71796768	0	0	0	0	0	0	0	0	66601462	0	0	0	0	0	0	0	42756552	0	0	70791986	0	67684936	0	66296925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32074101	0	0	0	0	0	0	0	78010148	0	0	0	0
2024-06-10	0	0	0	0	0	0	7729944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19521384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12118980	0	0	0	0	0	0	0	0	0	0	79921818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	19193844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20110956	0	0	0	35505336	0	0	0	21028068	0	18735288	0	0	17752668	0	0	19783416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12446520	0	0	0	0	0	0	0	0	0
2024-07-01	0	20700528	0	19062828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	6853991	7565015	7991976	459499	6419784	100976500	0	6936566	7391520	532126	6823942	520527	441331	6874294	6882090	6485292	1132392	5359746	10054578	0	7598928	18839746	0	527000	0	509445	6922242	497752	0	0	6878340	0	6550800	0	0	0	478639	7491496	0	7353844	570560	7202183	7205880	0	0	0	0	6812832	429695	6354276	100583452	563454	6485292	101042008	7661040	453986	102155644	448967	110677933	6681816	0	10863380	106806712	434735	102409750	109522392	102336436	7140372	8319516	0
2024-07-22	0	8843580	6616308	0	10350264	20569512	0	0	11725932	12249996	0	10088232	12708552	24499992	10022724	6616308	0	8843580	15721920	11856948	0	0	10088232	0	12249996	10612296	14018712	5437164	0	0	12577536	0	0	14149728	0	20176464	10088232	22403736	12577536	290070698	0	8843580	12446520	11594916	10022724	10415772	14018712	0	0	10022724	0	0	0	0	0	12249996	0	9957216	0	10022724	0	0	0	0	0	0	11791440	6616308	12446520	0
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298361009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100190404	0	0	0	0	0	100517944
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100779976	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	39239292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	13232616	6585027	20372988	5895720	19521384	8581548	16508016	0	0	9891708	0	12118980	9957216	8188500	10284756	20307480	2161764	186959078	0	18800796	9433152	0	0	24041436	8450532	180471301	20241972	18735288	10088232	15132348	0	0	10022724	0	9629676	6288768	10088232	10022724	10088232	5961228	0	6747324	9957216	0	11332884	12708552	12774060	10153740	0	280062155	287273162	16901064	0	13101600	0	13822188	9826200	0	11660424	0	0	9040104	288920955	17425128	300470126	6616308	20241972	10612296	0	20176464
2024-09-02	0	0	0	0	0	0	0	0	0	389561660	0	0	114078100	0	0	0	0	162994898	0	0	0	0	354698590	0	0	281970073	0	0	162710124	0	0	0	0	0	0	0	0	0	0	0	0	290975919	839709356	0	0	0	0	0	0	560124310	1186328072	0	0	0	69857756	10677804	0	0	0	734020678	0	0	0	0	871145682	0	0	0	0	0
2024-09-09	0	6585027	0	0	0	0	104857600	0	0	0	0	0	0	0	76549574	0	0	0	122208260	154860002	0	0	0	0	0	0	0	0	0	0	83886080	0	197416654	0	170352205	118736336	104857600	62914560	0	0	0	0	0	0	0	143245288	101105724	0	0	0	0	0	151695820	0	0	156691810	0	96393671	280654013	0	0	0	0	0	0	0	0	0	0	0
2024-09-16	434207	7140372	439072	459499	472730	0	0	12577536	5104182	532126	0	7595391	7074864	19320814	7209630	4532468	0	446646	0	4680136	4568041	7074864	6943848	527000	430567	0	567966	4127004	0	444011	6616308	548196	6681816	13290430	10436962	9107620	12732107	7482784	16850052	11344214	16796824	13097342	12982500	10816620	15470296	8117772	5828303	10123092	8949375	7432395	13168532	14409201	12353276	9802886	6943196	20629912	8566766	7713678	15737498	15519301	10383554	10594544	12683775	10370258	7266374	7435224	9798488	10513518	15038476	15619434
2024-09-23	7512095	6585027	7516960	5440235	6633114	6597593	9384909	9953966	9955806	6037150	10300066	7598415	7519219	9236334	8392134	5975996	7754202	6869174	9206726	7354454	8698573	9279330	9577135	9308824	6066663	7456261	9196879	9672792	7511096	5817963	9425042	10235570	9610246	9163426	10002609	8682578	8605103	7482784	9409550	6955178	8542816	7860399	5514588	5736970	8019484	7663366	5828303	10123092	8949375	7432395	8223618	9325695	7783152	9802886	6943196	9891170	8084471	7264711	7673765	8771977	9840022	10146936	5805435	5415471	7266374	7435224	0	5242880	0	0
2024-09-30	0	0	0	0	6419784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9760692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
