week_start	sub-BH243/sub-BH243_ses-20210414T170002_ecephys.nwb	sub-BH245/sub-BH245_ses-20210418T161438_ecephys.nwb	sub-BH246/sub-BH246_ses-20210421T144220_ecephys.nwb	sub-BH247/sub-BH247_ses-20210429T162837_ecephys.nwb	sub-BH248/sub-BH248_ses-20210502T155310_ecephys.nwb	sub-BH249/sub-BH249_ses-20210505T142514_ecephys.nwb	sub-BH250/sub-BH250_ses-20210509T165314_ecephys.nwb	sub-BH251/sub-BH251_ses-20210512T143955_ecephys.nwb	sub-BH252/sub-BH252_ses-20210516T164725_ecephys.nwb	sub-BH253/sub-BH253_ses-20210519T154830_ecephys.nwb	sub-BH254/sub-BH254_ses-20210523T193126_ecephys.nwb	sub-BH255/sub-BH255_ses-20210526T132658_ecephys.nwb	sub-BH256/sub-BH256_ses-20210602T162505_ecephys.nwb	sub-BH264/sub-BH264_ses-20210614T162027_ecephys.nwb	sub-BH265/sub-BH265_ses-20210616T154744_ecephys.nwb	sub-BH266/sub-BH266_ses-20210623T162756_ecephys.nwb	sub-BH267/sub-BH267_ses-20210630T142724_ecephys.nwb	sub-BH268/sub-BH268_ses-20210707T144841_ecephys.nwb	sub-BH269/sub-BH269_ses-20210716T141155_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T150757_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T154532_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T170825_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T175221_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T201553_ecephys.nwb	sub-BH270/sub-BH270_ses-20210802T204617_ecephys.nwb	sub-BH271/sub-BH271_ses-20210803T163204_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T145437_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T153125_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T164944_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T172557_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T190135_ecephys.nwb	sub-BH272/sub-BH272_ses-20210804T193150_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T150252_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T154703_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T170732_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T174341_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T190419_ecephys.nwb	sub-BH274/sub-BH274_ses-20210806T193524_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T160027_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T163649_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T175735_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T183411_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T194556_ecephys.nwb	sub-BH275/sub-BH275_ses-20210901T202158_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T150538_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T154936_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T173241_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T180823_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T192936_ecephys.nwb	sub-BH277/sub-BH277_ses-20210908T200002_ecephys.nwb	sub-BH279/sub-BH279_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T155117_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T162828_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T175828_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T183423_ecephys.nwb	sub-BH279/sub-BH279_ses-20210922T203805_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T150737_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T154326_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T171407_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T175546_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T192628_ecephys.nwb	sub-BH280/sub-BH280_ses-20210925T195658_ecephys.nwb	sub-BH281/sub-BH281_ses-20211001T153140_ecephys.nwb	sub-BH297/sub-BH297_ses-20211012T180912_ecephys.nwb	sub-BH301/sub-BH301_ses-20211103T161306_ecephys.nwb
2023-06-19	0	0	0	783398024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30586432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	708187904	800757504	711857920	895653632	714970880	734893824	710088448	710612736	709695232	0	0	0	0	0	0	0	0	0	0	718051072	1412896512	890050304	1867809952	706647808	1528895232	0	709367552	1413748480	712513280	1734285056	704583424	1432819456	875796224	1462277888	710252288	1416959744	722769664	1522439936	702781184	1816467200	851449600	1424463616	710448896	1408702208	468919808	1568282368	704550656	1413191424	708777728	1413322496	1586211056	732141312	1414797056	709433088	1419745024	1469683456	707630848	1411258112	841979648	1409128192	710186752	1410012928	0	0	0
2023-07-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10885656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	0	704550656	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-07-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2108343552	0	0	0	0	0	0	0	2113651968	0	0	0	1433448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-11	1416375808	800757504	711857920	895653632	714970880	734893824	710088448	710612736	709695232	1439572864	1448226304	1408708096	1421880832	1433742848	1506815488	1407725056	1439051264	1434725888	1482698240	718051072	1412896512	890050304	1867809952	706647808	1528895232	0	709367552	1413748480	712513280	1734285056	704583424	1432819456	875796224	1462277888	710252288	1416959744	722769664	1522439936	702781184	1816467200	851449600	1424463616	710448896	1408702208	468919808	1568282368	704550656	1413191424	708777728	1413322496	1488662808	732141312	1414797056	709433088	1419745024	1469683456	707630848	1411258112	841979648	1409128192	710186752	1410012928	0	0	0
2023-09-18	35707916	0	0	0	0	0	0	0	0	3013368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722438960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	714905344	716478208	734893824
2023-09-25	37025912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703862528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	0	0	0	0	0	1114904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318544	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	895653632	0	0	0	0	0	0	0	0	0	0	0	1407725056	0	717362944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405562368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703862528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	0	0	0	0	0	159272	0	0	0	0	0	707630848	0	0	0	0	0	0	0	0
2023-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410012928	0	0	0
2023-11-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703862528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	0	0	0	0	0	63119432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80159084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	708187904	800757504	711857920	895653632	714970880	734893824	710088448	710612736	709695232	716642048	724113152	704354048	710940416	716871424	753407744	703862528	719525632	717362944	741349120	718051072	1412896512	890050304	1867809952	706647808	1528895232	715364096	709367552	1413748480	712513280	1734285056	704583424	1432819456	875796224	1462277888	710252288	1416959744	722769664	1522439936	702781184	1816467200	851449600	1424463616	710448896	1408702208	468919808	1568282368	704550656	1413191424	708777728	1413322496	1487707176	732141312	1414797056	709433088	1419745024	1469683456	707630848	1411258112	841979648	1409128192	710186752	1410012928	714905344	716478208	734893824
2023-12-04	0	0	0	0	0	6133504	7542528	0	0	0	0	0	0	0	0	0	0	0	0	10262272	7804672	9246464	6587552	9344768	8460032	0	6821632	8656640	9967360	9377536	7280384	6756096	5478144	10000128	7706368	6625024	9737984	7247616	5478144	7673600	7345920	8886016	13145856	8853248	7546368	5904128	7247616	8099584	6231808	8230656	19700776	8623872	9705216	6887168	9410304	6919936	10327808	6166272	8361728	9279232	7640832	10163968	0	0	0
2023-12-11	5641984	9082624	9312000	9606912	7182080	0	7542528	8066816	7149312	8853248	5838592	7051008	8394496	18165248	8918784	710422016	6493952	9574144	7345920	0	0	0	0	0	0	7575296	0	0	0	0	0	0	0	0	0	0	0	0	702781184	0	0	0	0	0	0	0	0	0	0	0	159272	0	0	0	0	0	0	0	0	0	0	0	7116544	8689408	6133504
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407725056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405562368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	2632432	7742056	13473992	13514924	13482128	16610184	14464776	7479996	12597812	13809696	12360328	12827076	11058388	8618208	13883396	710638320	10370540	11983664	7250732	19330656	12636636	12988752	11680920	16972452	9430812	12802556	15003060	17471856	21592600	17349060	41824152	12239436	14958060	20392464	11221344	7756248	7498284	17148468	707739080	12532332	7291692	10599832	11099348	13367552	16275588	12458576	45525256	45492600	7608876	12620280	71127916	48264444	43822048	44416196	28132980	41856808	43682868	48985032	40866024	42381068	10133056	14964292	10411472	11074772	11762592
2024-02-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11201868	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39083008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	10882880	17826728	11390560	13343512	12246232	11124432	10117236	18055992	12950464	11820444	12078380	14178732	13163372	12893148	10317856	13020068	11902336	14182828	13159276	14285172	12774420	19464428	13547648	13368088	21728536	14166472	12143888	10674040	12246232	10043536	12172560	12336316	7914540	12608360	12542852	10907428	14555396	10260540	9883848	9642324	11214516	12377276	14821552	12188944	12655408	10489804	14105032	12565608	10399748	10563532	22519060	7926828	11943268	12280820	9945288	10567600	12934080	12839928	9069108	9716024	9523568	10399748	11497000	11533864	15972024
2024-03-18	68546872	30550952	26947984	27029848	21461584	28634808	31025808	27996084	27422896	31025808	28323596	30108696	30698324	28176252	27766792	30845696	27750436	27963316	23476060	26079912	28618452	28323680	19330352	27652216	31615408	27832384	27865040	25850620	26702224	26931544	26931600	21559888	28241760	35160092	31950200	31107700	31811876	14697960	9915792	30894876	28405572	24737096	30321688	28176280	29845612	33171160	27062560	27521172	10145168	21412600	57695320	33466044	36954268	26119988	16843368	25293844	29977680	34579680	27226344	32303312	28585628	32024840	22657168	25162912	28372776
2024-03-25	841384604	20522172	20997084	20698188	20485224	26094420	17701176	22913172	20698188	20714544	20505732	20255988	24546804	20984796	24264264	23134272	21156744	24002232	20342004	21623436	23183424	15674580	14497764	20968440	20698188	20677764	20898780	25201800	16816776	21476064	24456720	26389164	27797628	20588988	20326956	32518272	20141328	20620392	9664116	21844620	21582588	21074880	21070812	20837424	21909276	21111660	20362428	21967416	11866896	18384984	38129112	21414708	20689968	21309576	7621164	20558952	20583528	21349200	22614276	20886576	17950920	20710476	19285656	20313360	23867148
2024-04-01	1447232	6818888	6802504	7248772	5889460	509640	7166880	6720612	6659200	7035864	6704228	7035864	5561948	509640	5467768	7383884	7117756	6777928	7064536	6749256	6090108	6818888	4832588	6749284	7510804	6696064	6376688	452296	452296	6700132	6732900	5783020	509640	6775652	6775652	7826056	1713332	6786120	579216	6757476	3154536	6741092	6761572	6683776	1320028	6491320	7027672	6798408	2536292	7744192	9936532	6286632	6765640	6841160	4767660	4145320	6708324	3993852	7297896	6765668	6769736	6335756	7170976	6814792	6732900
2024-04-15	5181188	6753380	3658120	6724708	5365396	6798408	7494420	7768740	6986740	6773832	7162784	6708324	7265156	7125948	6712420	505544	6790216	4223116	6868012	5439096	6221124	7146428	4832588	526024	6790216	7613176	6966260	5496412	7003096	7420720	5095200	3097192	6994932	2583140	7430732	6712420	796220	6786120	4706220	4595712	861756	6217028	7285636	6814792	2237140	4591588	5193448	968196	4763564	5254888	7185196	4779948	3097192	5989556	4767660	6372592	5136132	6810696	5856720	4931444	7097276	2929340	2323384	7404364	7125948
2024-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35833644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7860960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16512000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-10	0	0	0	0	0	0	0	0	0	24368976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	49357856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	28409003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	804471276	21263416	16257984	16284808	13271468	751899248	13893780	17300196	19330944	42652713	20117040	11633768	23332848	14647108	16847556	17044080	17955276	14030712	13637664	12878392	19986024	17693244	19752084	13271440	13828272	18184568	13572156	18747288	17044080	15728004	17038164	21165168	13599008	14712616	23359700	20248056	13009408	19494700	14123072	13500732	20253972	17791520	17201920	18413832	16910988	18092208	17136412	17005424	11469984	21328952	37744776	15236820	14489268	17562228	14712644	18250076	13402484	21236592	14516120	14450612	17398444	13500732	13140424	12812884	17726012
2024-07-29	56598912	12708552	6878340	11332884	97798116	10939836	10088232	11725932	13167108	10088232	10350264	9498660	9236628	8843580	5437164	12381012	11856948	10022724	76578852	12249996	11332884	10284756	4389036	10088232	10022724	10874328	8843580	10022724	2161764	12315504	12118980	10088232	13756680	12577536	10022724	11463900	12643044	12970584	2161764	13756680	8712564	11594916	7074864	10022724	10022724	6419784	7009356	12249996	2161764	6616308	21159084	8581548	10415772	12708552	4389036	10088232	11136360	13887696	10088232	6616308	8319516	12774060	11463900	12315504	13625664
