week_start	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T102302_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T104800_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105013_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105411_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105715_ecephys.nwb	sub-YBT-Rat1-ECoG1024/sub-YBT-Rat1-ECoG1024_ses-20200317T105921_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T142248_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T143959_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T144139_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T144508_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T145821_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T150037_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T151339_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T151530_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T152654_ecephys.nwb	sub-YBT-Rat2-ECoG1024/sub-YBT-Rat2-ECoG1024_ses-20200317T153051_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T160742_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T160906_ecephys.nwb	sub-YBT-Rat3-ECoG1024/sub-YBT-Rat3-ECoG1024_ses-20200604T161039_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T134931_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135107_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135649_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T135846_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140226_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140516_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140744_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T140942_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T141125_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T141318_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T142019_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T142315_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143506_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143729_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T143955_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T144133_ecephys.nwb	sub-YBT-Rat4-ECoG1024/sub-YBT-Rat4-ECoG1024_ses-20201030T144734_ecephys.nwb
2023-10-16	912240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	456648	0	0	0	0	0	0	0	0	0	2360320941	0	0	0	0	0	0	0	0	0	4425272284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	0	0	0	0	0	0	0	0	2334571887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4392272767	0	0	0	0	0	0	0	0	4385338890	0	0
2023-11-06	913296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	3546633548	3204970094	3177113844	3152274647	3056700499	2993321802	2389848587	2300266245	2306106231	2334571887	2360320941	2361229962	2282758874	2285352620	2301401840	2406332270	5121283456	4545279035	4545751176	4419535307	4425272284	4368581619	4385683137	4387142145	4392272767	4390802543	4379919094	4385554736	4386362094	4377001023	4484542495	2805020235	4369594625	4385338890	4369589935	4356198380
2023-11-20	3602900856	3229925058	3195379824	3173175283	3071439799	3009153234	2408722059	2313284417	2326479219	2359064711	2378383229	2377454442	2305624750	2306559292	2324639260	2420919050	5137198316	4565241055	4566717320	4443569575	4445245056	4391043695	4411762489	4411696893	4407601639	4410644299	4398832986	4406651896	4404882938	4393163579	4503929279	2827624079	4391405205	4408273858	4388307303	4378398424
2023-11-27	9712408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	44116364	22541934	26142964	22275287	26315859	25851722	25309707	24856325	25453431	22461807	21996461	22905482	23077594	25671340	25991920	31307630	30446976	25916475	26388616	26001867	21253084	22234099	23606977	25065985	24953727	23483503	23085814	23478576	24285934	25410623	22851615	31457280	23247105	23262730	23242415	25579500
2023-12-11	24113098	22541934	26142964	22275287	26315859	25851722	25309707	24856325	25453431	22461807	21996461	22905482	23077594	25671340	25991920	31307630	30446976	25916475	26388616	26001867	21253084	22234099	23606977	25065985	24953727	23483503	23085814	23478576	24285934	25410623	22851615	31457280	23247105	23262730	23242415	25579500
2023-12-18	232581818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	1818555636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	456648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	26434928	17976120	21169460	19311108	18573968	23454664	17304488	15879864	16796976	21980384	15945372	21849368	18238152	18500184	25386800	32412708	22136228	26557668	18074732	21652844	17214852	22823712	26500436	23241588	22872668	23462240	26819700	19294556	31119100	31421812	24215932	28089180	22504448	29816516	20858472	20564036
2024-03-04	79848270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	22658892	17213452	21921752	19653800	23379480	20456448	26114264	18589120	16165324	12767184	25532968	16763172	16623880	18130564	13684296	15649536	22143104	19571740	26212876	23379480	16443908	21471472	12898200	24042836	16026032	20480576	14986180	20955684	25828104	24157300	15444736	23584280	21610764	17598224	18916660	21938304
2024-03-25	65790084	39169008	40257816	37359612	40897044	43919388	42354072	45392268	35042004	38251896	44016600	42902964	43296012	38644944	43844904	42952620	38498076	42706440	44131764	44671680	34411752	36483180	33666336	48233940	50149524	39078672	40872216	32290668	45098532	42019656	38931804	42338220	44565492	40912896	41265264	39677220
2024-04-01	15968800	18646352	12807864	19702756	18589120	15370952	20472300	15436460	11243948	14388332	11112932	15829508	9606248	15305444	13151956	13086448	15387504	18973892	19580016	15436460	12889924	18646352	15567476	15706768	16934868	18572568	15567476	15632984	22249292	17041756	15436460	15706768	18458104	15952248	15370952	15911568
2024-04-08	0	0	0	0	0	0	12905076	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-15	12758908	8754644	14052516	12103828	6928696	8885660	14969628	14060792	6985928	11243948	15764000	7247960	6068816	9213200	5159980	11776288	14077344	8296088	14339376	12816140	7190728	11571488	12554108	14069068	5995032	11170164	14126300	14191808	14650364	14879992	13143680	11383240	9811048	9925512	13995284	14928948
2024-04-22	37208544	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	12577536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-20	6210853468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795452
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23320848	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	0	0	0	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7795452	0	0	24696516	0	0
2024-06-10	0	0	0	0	0	7860960	0	7795452	13363632	0	0	7860960	0	0	0	0	0	12446520	10088232	9498660	0	0	12315504	23255340	0	0	0	0	15590904	0	0	9891708	0	0	12774060	0
2024-06-17	0	0	0	0	0	0	9498660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	5883870418	16640488	16050804	17164552	9696528	20505348	17295344	16837012	15985296	16574868	14937280	14937168	13954548	15330216	17164552	16378344	5156790360	36096252	35703316	15133692	12185944	16247440	15723264	16574868	4408323683	15919788	14216692	16443964	16378344	16312836	13627008	13823644	14609628	4400800234	13430484	13954548
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12118980	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	22469244	25679136	18473256	23451864	25679136	16901064	20372988	24499992	4323528	26334216	17490636	22403736	22600260	22338228	26792772	20766036	18342240	25286088	19848924	21028068	22338228	23451864	22207212	19128336	20962560	24041436	21159084	19193844	23320848	26465232	22338228	22469244	26465232	18080208	18931812	23713896
2024-08-05	8775683816	0	0	0	0	0	12249996	9891708	0	0	0	0	0	0	0	0	0	0	28430472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	12381012	12053472	0	0	9957216	0	0	0	0	0	0	0	0	0	0	24434484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	63298330	31705872	36029400	32164428	36291432	22272720	26530740	31181808	19390368	39435816	2380431897	25744644	37077528	27447852	2329766804	24762024	25220580	31836888	34588224	37012020	4458353824	29675124	36422448	33343572	24368976	29151060	25548120	19848924	26858280	27578868	19717908	35046780	21683148	30199188	26006676	21159084
2024-09-02	0	0	0	0	0	0	7860960	0	0	0	6070061878	0	0	0	7921266916	0	0	0	0	0	10031682676	9891708	0	5803845954	5818829262	0	0	0	0	0	10022724	0	0	0	0	6092244
2024-09-09	3761110206	48756334	4072411740	4031170455	0	52066122	0	63189705	0	48676207	0	0	0	0	0	0	6899114260	52130875	0	5902678289	0	48448499	49821377	0	102336254	1451093415	0	2842953304	0	5784486310	0	3685246027	49461505	0	0	51793900
2024-09-16	4452760371	40230550	40949116	36950535	42170139	34369106	41491415	40907241	38621883	32616891	38964489	38170190	39259414	40084444	42304868	45589718	47546132	39936531	40932848	40021923	37107476	36647315	39919813	355866401	48079507	37372543	38350634	38612380	38961070	39365171	39164451	46394560	39428925	35710706	48595355	36848220
2024-09-23	106866050	90167736	104571856	89101148	105060518	103406888	101238828	106827704	108168000	89847228	87985844	91621928	92310376	110480812	103967680	125230520	121787904	103665900	105206032	104007468	85012336	98893612	100978708	109828108	99814908	93934012	92343256	93914304	97143736	111468692	91406460	125829120	92988420	93050920	92969660	102318000
2024-09-30	21159084	23844912	27906408	14149728	14280744	28299456	19652400	15197856	7598928	24303468	15983952	12774060	24041436	13691172	27316836	12839568	19848924	16770048	16966572	18931812	17359620	20962560	16770048	18735288	20766036	39173784	14149728	18080208	22665768	21093576	32426460	25417104	18211224	15263364	20897052	30395712
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99993880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	12577536	111850828	126197080	20635020	9957216	115650292	106937728	105365536	91412332	110147620	102417676	108509920	102810724	104317408	109558048	6223260	11660424	12118980	8385024	101500564	5437164	107723824	112309384	106282648	114798688	109951096	105037996	14935824	107199760	9629676	7795452	108116872	123576760	109754572	16508016	108182380
2024-10-21	52900160	52420764	63487796	53525170	76149090	61922692	60642138	56066926	62501778	53963718	54015646	56161228	53426576	59334656	64037312	74734240	70916676	59366370	72036584	64319238	46895204	51150014	57236678	60744266	55475634	57513794	56390876	54032016	61411436	60843970	54153762	85187280	56647950	53993372	59193382	57382260
2024-10-28	0	0	0	4061496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	9760692	0	0	8188500	9826200	0	0	0	0	4127004	8385024	6616308	0	16639032	9957216	0	0	0	11005344	13953204	2489304	0	13756680	4061496	0	0	4127004	9433152	0	0	0	7795452	4127004	4782084	0	4127004
2024-11-18	18604272	16377000	16966572	15001332	16573524	17163096	18014700	14215236	10808820	15852936	17883684	31509348	14870316	36946512	24368976	16114968	8778072	14215236	18473256	12905076	11005344	17818176	13167108	16442508	16114968	14608284	14542776	17687160	14411760	17883684	17949192	17949192	15132348	14280744	16114968	7402404
2024-11-25	0	9498660	9433152	0	0	0	0	0	12839568	0	0	8057484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9826200	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13232616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8188500	0	0	0
2024-12-16	2873499930	3204970094	3177113844	3152274647	3056700499	2993321802	2389848587	2300266245	2306106231	2334571887	2360320941	2361229962	2282758874	2285352620	2301401840	2406332270	5121283456	4545279035	4545751176	4419535307	4425272284	4368581619	4385683137	4387142145	4392272767	4390802543	4379919094	4385554736	4386362094	2479461864	2236472184	2034293988	1196008424	458007444	1029560760	19324860
2025-01-20	0	22927800	0	19783416	16704540	14542776	0	22862292	0	0	26530740	0	19848924	0	0	0	0	0	0	0	0	0	26203200	0	0	0	22534752	0	0	0	0	0	0	0	0	0
2025-01-27	2873499930	3204970094	3177113844	3152274647	3056700499	2993321802	2389848587	2300266245	2306106231	2334571887	2360320941	2361229962	2282758874	2285352620	2301401840	2406332270	5121283456	4545279035	4545751176	4419535307	4425272284	4368581619	4385683137	4387142145	4392272767	4390802543	4379919094	4385554736	4386362094	4377001023	4484542495	2805020235	4369594625	4385338890	4369589935	4356198380
2025-02-10	32360952	17032080	11332884	32754000	32295444	14870316	0	0	0	0	0	0	0	0	0	0	15394380	13953204	13232616	14935824	9564168	13101600	15132348	14804808	16901064	33736620	16901064	15263364	16639032	9433152	12446520	32557476	10808820	12970584	15525396	12774060
2025-02-24	2873499930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-17	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-24	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	57344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	2873499930	3204970094	3177113844	3152274647	3056700499	2993321802	2389848587	2300266245	2306106231	2334571887	2360320941	2361229962	2282758874	2285352620	2301401840	2406332270	5121283456	4545279035	4545751176	4419535307	4425272284	4368581619	4385683137	4387142145	4392272767	4390802543	4379919094	4385554736	4386362094	4377001023	4484542495	2805020235	4369594625	4385338890	4369589935	4356198380
2025-06-23	2361304	3161148	4214864	4214864	4214864	4214864	1180652	2107432	2107432	3161148	2107432	2107432	2107432	2107432	2107432	2107432	6936000	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2282494	2107432	2107432	2107432	2107432
2025-07-14	1213420	2107432	2107432	2107432	2107432	2107432	1180652	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	6936000	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2107432	2282494	2107432	2107432	2107432	2107432
2025-07-28	19275736	17556144	20971520	20176464	0	0	0	0	0	0	2360320941	0	0	0	0	2406332270	17883684	4562769671	15001332	4436370863	16704540	16573524	20971520	13625664	16377000	4407638099	4392431122	4402259276	4401952998	18997320	18276732	20971520	4387740341	14477268	15525396	15918444
2025-08-04	24576	3204970094	0	0	0	0	0	0	0	2334571887	0	0	2282758874	0	0	0	0	0	0	0	4425272284	0	4385683137	0	4392272767	0	0	0	0	6418831219	0	0	0	4385338890	4369589935	4408225172
2025-08-11	16384	0	0	3152274647	3056700499	0	2389848587	2300266245	2306106231	0	0	2361229962	0	2285352620	2301401840	0	5121283456	0	0	0	0	0	0	4387142145	0	0	0	0	0	0	0	2805020235	0	0	0	0
2025-08-18	2873516314	0	3177113844	0	0	2993321802	8778072	20766036	22927800	22076196	22600260	7795452	4061496	20307480	9695184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	24576	0	0	0	0	0	0	0	0	0	0	0	0	2285352620	0	0	0	0	0	0	0	0	4385683137	0	0	0	0	0	0	4377001023	0	2805020235	0	0	0	0
2025-09-01	24576	0	3177113844	3172320095	3056700499	0	2389848587	0	0	0	0	0	2282758874	0	0	2406332270	5121283456	4545279035	0	0	0	4368581619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
