date	bytes_sent	number_of_requests	number_of_downloads	number_of_views
2022-03-05	597571552	8	8	0
2022-03-06	1643321768	22	22	0
2022-03-07	896357328	12	12	0
2022-03-08	597571552	8	8	0
2022-03-09	746964440	10	10	0
2022-03-10	1195143104	16	16	0
2022-03-11	298785776	4	4	0
2022-03-12	298785776	4	4	0
2022-03-13	149392888	2	2	0
2022-03-14	597571552	8	8	0
2022-03-15	1195143104	16	16	0
2022-03-16	896357328	12	12	0
2022-03-17	746964440	10	10	0
2022-03-19	149392888	2	2	0
2022-03-20	896357328	12	12	0
2022-03-21	896357328	12	12	0
2022-03-22	1493928880	20	20	0
2022-03-23	1195143104	16	16	0
2022-03-24	597571552	8	8	0
2022-03-25	298785776	4	4	0
2022-03-28	298785776	4	4	0
2022-03-29	1045750216	14	14	0
2022-03-30	448178664	6	6	0
2022-03-31	897159680	13	13	0
2022-04-01	896357328	12	12	0
2022-04-02	298785776	4	4	0
2022-04-03	597571552	8	8	0
2022-04-04	149392888	2	2	0
2022-04-05	298785776	4	4	0
2022-04-06	802352	1	1	0
2022-04-07	298785776	4	4	0
2022-04-08	746964440	10	10	0
2022-04-09	448178664	6	6	0
2022-04-11	149392888	2	2	0
2022-04-13	493672008	871	4	2
2022-04-15	149392888	2	2	0
2022-04-17	271383146	27	2	2
2022-04-19	298785776	4	4	0
2022-04-21	149392888	2	2	0
2022-04-24	149392888	2	2	0
2022-04-25	149392888	2	2	0
2022-04-26	148590536	1	1	0
2022-05-03	340393166	9	8	1
2022-05-04	298785776	4	4	0
2022-05-05	298785776	4	4	0
2022-05-06	174191341	6	6	0
2022-05-07	149392888	2	2	0
2022-05-08	149392888	2	2	0
2022-05-09	149392888	2	2	0
2022-05-10	149392888	2	2	0
2022-05-12	73220336	2	2	0
2022-05-13	149392888	2	2	0
2022-05-17	298994256	342	4	1
2022-05-18	149392888	2	2	0
2022-05-20	149392888	2	2	0
2022-05-24	149392888	2	2	0
2022-05-26	89870280	1	0	1
2022-05-30	298785776	4	4	0
2022-05-31	149392888	2	2	0
2022-06-04	149392888	2	2	0
2022-06-09	149392888	2	2	0
2022-06-10	149392888	2	2	0
2022-06-15	149392888	2	2	0
2022-06-20	149392888	2	2	0
2022-06-24	151799944	5	5	0
2022-06-27	149392888	2	2	0
2022-06-29	149392888	2	2	0
2022-07-05	149392888	2	2	0
2022-07-11	597571552	8	8	0
2022-07-12	149392888	2	2	0
2022-07-13	6313163841	86	86	0
2022-07-14	1360861040	25	18	1
2022-07-18	149392888	2	2	0
2022-07-21	298785776	4	4	0
2022-07-22	298785776	4	4	0
2022-07-25	757349937	11	11	0
2022-07-26	149392888	2	2	0
2022-07-27	897159680	13	13	0
2022-07-28	149392888	2	2	0
2022-07-29	746964440	10	10	0
2022-08-01	1344535992	18	18	0
2022-08-02	760604424	27	27	0
2022-08-03	310018704	18	18	0
2022-08-04	1045750216	14	14	0
2022-08-05	149392888	2	2	0
2022-08-08	150195240	3	3	0
2022-08-10	149392888	2	2	0
2022-08-11	148590536	1	1	0
2022-08-12	802352	1	1	0
2022-08-14	20861152	26	26	0
2022-08-16	1604704	2	2	0
2022-08-18	2407056	3	3	0
2022-08-19	1604704	2	2	0
2022-08-20	802352	1	1	0
2022-08-21	4011760	5	5	0
2022-08-22	3209408	4	4	0
2022-08-23	149392888	2	2	0
2022-08-24	149392888	2	2	0
2022-08-25	2407056	3	3	0
2022-08-28	149392888	2	2	0
2022-08-29	150195240	3	3	0
2022-08-30	1188724288	8	8	0
2022-09-01	445771608	3	3	0
2022-09-05	149392888	2	2	0
2022-09-06	297181072	2	2	0
2022-09-09	149392888	2	2	0
2022-09-10	891543216	6	6	0
2022-09-11	891543216	6	6	0
2022-09-12	298785776	4	4	0
2022-09-18	149392888	2	2	0
2022-09-21	149392888	2	2	0
2022-10-01	597571552	8	8	0
2022-10-02	149392888	2	2	0
2022-10-03	298785776	4	4	0
2022-10-04	149392888	2	2	0
2022-10-05	597571552	8	8	0
2022-10-06	149392888	2	2	0
2022-10-07	298785776	4	4	0
2022-10-10	149392888	2	2	0
2022-10-19	1195143104	16	16	0
2022-10-27	298785776	4	4	0
2022-11-01	328454104	37	2	8
2022-11-03	149392888	2	2	0
2022-11-04	149392888	2	2	0
2022-11-07	149392888	2	2	0
2022-11-08	149392888	2	2	0
2022-11-14	149392888	2	2	0
2022-11-17	597571552	8	8	0
2022-11-21	149392888	2	2	0
2022-11-24	149392888	2	2	0
2022-11-25	149392888	2	2	0
2022-11-30	298785776	4	4	0
2022-12-03	149392888	2	2	0
2022-12-05	149392888	2	2	0
2022-12-09	149392888	2	2	0
2022-12-15	149392888	2	2	0
2022-12-23	149392888	2	2	0
2022-12-24	298785776	4	4	0
2023-01-04	149392888	2	2	0
2023-01-08	149392888	2	2	0
2023-01-26	149392888	2	2	0
2023-01-27	298785776	4	4	0
2023-01-29	149392888	2	2	0
2023-01-30	149392888	2	2	0
2023-01-31	597571552	8	8	0
2023-02-01	298785776	4	4	0
2023-02-02	298785776	4	4	0
2023-02-03	298785776	4	4	0
2023-02-13	44535288	10	0	2
2023-02-20	298785776	4	4	0
2023-02-23	149392888	2	2	0
2023-02-28	53893552	2	2	0
2023-03-01	163078658	2	1	1
2023-03-02	298785776	4	4	0
2023-03-07	448178664	6	6	0
2023-03-08	149392888	2	2	0
2023-03-09	492116678	10	10	0
2023-03-10	149392888	2	2	0
2023-03-13	597571552	8	8	0
2023-03-18	149392888	2	2	0
2023-03-19	259179788	4	4	0
2023-03-20	149392888	2	2	0
2023-03-21	149392888	2	2	0
2023-03-22	746964440	10	10	0
2023-03-23	746964440	10	10	0
2023-03-24	149392888	2	2	0
2023-03-26	298785776	4	4	0
2023-03-27	746162088	9	9	0
2023-03-28	149392888	2	2	0
2023-03-30	149392888	2	2	0
2023-03-31	149392888	2	2	0
2023-04-01	448178664	6	6	0
2023-04-02	149392888	2	2	0
2023-04-03	746964440	10	10	0
2023-04-05	448178664	6	6	0
2023-04-07	149392888	2	2	0
2023-04-11	448178664	6	6	0
2023-04-15	149392888	2	2	0
2023-04-18	298785776	4	4	0
2023-04-25	298785776	4	4	0
2023-05-01	149392888	2	2	0
2023-05-02	448178664	6	6	0
2023-05-05	148590536	1	1	0
2023-05-08	157256553	3	3	0
2023-05-12	298785776	4	4	0
2023-05-14	148590536	1	1	0
2023-05-16	448178664	6	6	0
2023-05-19	149392888	2	2	0
2023-05-21	448178664	6	6	0
2023-05-23	448598824	686	6	1
2023-05-24	597571552	8	8	0
2023-05-25	416960	676	0	2
2023-05-26	416960	676	0	2
2023-05-27	208480	338	0	1
2023-05-28	208480	338	0	1
2023-05-29	149601368	340	2	1
2023-05-30	149601368	340	2	1
2023-05-31	208480	338	0	1
2023-06-01	448387144	344	6	1
2023-06-02	149601368	340	2	1
2023-06-03	208480	338	0	1
2023-06-04	208480	338	0	1
2023-06-05	208480	338	0	1
2023-06-06	208480	338	0	1
2023-06-07	208480	338	0	1
2023-06-08	149601368	340	2	1
2023-06-09	208480	338	0	1
2023-06-10	149601368	340	2	1
2023-06-11	208480	338	0	1
2023-06-12	149601368	340	2	1
2023-06-13	208480	338	0	1
2023-06-14	208480	338	0	1
2023-06-15	208480	338	0	1
2023-06-16	298994256	342	4	1
2023-06-17	149809848	678	2	2
2023-06-18	208480	338	0	1
2023-06-19	208480	338	0	1
2023-06-20	208480	338	0	1
2023-06-21	208480	338	0	1
2023-06-22	208480	338	0	1
2023-06-23	208480	338	0	1
2023-06-24	416960	676	0	2
2023-06-25	6033424	683	0	3
2023-06-26	6627296	346	0	1
2023-06-27	208480	338	0	1
2023-06-28	208480	338	0	1
2023-06-29	149601368	340	2	1
2023-06-30	149601368	340	2	1
2023-07-01	4220240	343	0	4
2023-07-02	208480	338	0	1
2023-07-03	1010832	339	0	2
2023-07-04	208480	338	0	1
2023-07-05	208480	338	0	1
2023-07-06	208480	338	0	1
2023-07-07	208480	338	0	1
2023-07-08	208480	338	0	1
2023-07-09	747172920	348	10	1
2023-07-10	1792923136	362	24	1
2023-07-11	448387144	344	6	1
2023-07-12	208480	338	0	1
2023-07-13	448387144	344	6	1
2023-07-14	208480	338	0	1
2023-07-15	208480	338	0	1
2023-07-16	149601368	340	2	1
2023-07-17	208480	338	0	1
2023-07-18	448387144	344	6	1
2023-07-19	208480	338	0	1
2023-07-20	149601368	340	2	1
2023-07-21	149601368	340	2	1
2023-07-22	208480	338	0	1
2023-07-23	208480	338	0	1
2023-07-24	149601368	340	2	1
2023-07-25	208480	338	0	1
2023-07-26	208480	338	0	1
2023-07-27	149601368	340	2	1
2023-07-28	208480	338	0	1
2023-07-29	445980088	341	3	1
2023-07-30	208480	338	0	1
2023-07-31	149601368	340	2	1
2023-08-01	298994256	342	4	1
2023-08-02	208480	338	0	1
2023-08-03	149601368	340	2	1
2023-08-04	208480	338	0	1
2023-08-05	149601368	340	2	1
2023-08-06	208480	338	0	1
2023-08-07	149601368	340	2	1
2023-08-08	208480	338	0	1
2023-08-09	208480	338	0	1
2023-08-10	298994256	342	4	1
2023-08-11	208480	338	0	1
2023-08-12	208480	338	0	1
2023-08-13	208480	338	0	1
2023-08-14	208480	338	0	1
2023-08-15	208480	338	0	1
2023-08-16	208480	338	0	1
2023-08-17	208480	338	0	1
2023-08-18	149601368	340	2	1
2023-08-19	149601368	340	2	1
2023-08-20	208480	338	0	1
2023-08-21	149601368	340	2	1
2023-08-22	208480	338	0	1
2023-08-23	149601368	340	2	1
2023-08-24	149601368	340	2	1
2023-08-25	208480	338	0	1
2023-08-26	208480	338	0	1
2023-08-27	208480	338	0	1
2023-08-28	149601368	340	2	1
2023-08-29	298191904	341	3	1
2023-08-30	208480	338	0	1
2023-08-31	446782440	342	4	1
2023-09-01	298994256	342	4	1
2023-09-02	149601368	340	2	1
2023-09-03	833920	1352	0	3
2023-09-04	208480	338	0	1
2023-09-05	208480	338	0	1
2023-09-06	208480	338	0	1
2023-09-07	149809848	678	2	2
2023-09-08	208480	338	0	1
2023-09-09	208480	338	0	1
2023-09-10	208480	338	0	1
2023-09-11	208480	338	0	1
2023-09-12	208480	338	0	1
2023-09-13	147572264	340	2	1
2023-09-14	208480	338	0	1
2023-09-15	208480	338	0	1
2023-09-16	208480	338	0	1
2023-09-17	208480	338	0	1
2023-09-18	208480	338	0	1
2023-09-19	150403720	341	3	1
2023-09-20	208480	338	0	1
2023-09-21	208480	338	0	1
2023-09-22	208480	338	0	1
2023-09-23	208480	338	0	1
2023-09-24	208480	338	0	1
2023-09-25	416960	676	0	2
2023-09-26	208480	338	0	1
2023-09-27	298191904	341	3	1
2023-09-28	208480	338	0	1
2023-09-29	149601368	340	2	1
2023-09-30	149601368	340	2	1
2023-10-01	208480	338	0	1
2023-10-02	208480	338	0	1
2023-10-03	208480	338	0	1
2023-10-08	208480	338	0	1
2023-10-09	448178664	6	6	0
2023-10-11	298785776	4	4	0
2023-10-13	149392888	2	2	0
2023-10-14	208480	338	0	1
2023-10-15	448387144	344	6	1
2023-10-16	298785776	4	4	0
2023-10-17	298785776	4	4	0
2023-10-18	230908724	4	4	0
2023-10-19	81481672	1	0	1
2023-10-20	298785776	4	4	0
2023-10-21	597571552	8	8	0
2023-10-22	298785776	4	4	0
2023-10-23	297983424	3	3	0
2023-10-24	297983424	3	3	0
2023-10-25	149392888	2	2	0
2023-10-28	149392888	2	2	0
2023-10-30	149392888	2	2	0
2023-11-01	136525846	111	2	1
2023-11-02	265019820	5	5	0
2023-11-03	149392888	2	2	0
2023-11-08	208480	338	0	1
2023-11-09	149392888	2	2	0
2023-11-13	598373904	9	9	0
2023-11-14	448178664	6	6	0
2023-11-15	149392888	2	2	0
2023-11-17	148799016	339	1	1
2023-11-19	1010832	339	0	2
2023-11-20	802352	1	1	0
2023-11-21	151492744	8	3	2
2023-11-22	149392888	2	2	0
2023-11-23	149392888	2	2	0
2023-11-24	1297504	5	1	1
2023-11-25	208480	338	0	1
2023-11-26	149392888	2	2	0
2023-11-27	597571552	8	8	0
2023-12-01	208480	338	0	1
2023-12-05	208480	338	0	1
2023-12-08	193125824	11	2	1
2023-12-09	43732936	9	0	1
2023-12-12	148590536	1	1	0
2023-12-14	149392888	2	2	0
2023-12-15	149392888	2	2	0
2023-12-16	1045750216	14	14	0
2023-12-17	448178664	6	6	0
2023-12-18	149392888	2	2	0
2024-01-04	297181072	2	2	0
2024-01-05	149392888	2	2	0
2024-01-08	298785776	4	4	0
2024-01-09	298785776	4	4	0
2024-01-11	208480	338	0	1
2024-01-18	149392888	2	2	0
2024-01-21	298785776	4	4	0
2024-01-22	155027524	19	4	2
2024-01-24	148590536	1	1	0
2024-01-26	8928216	17	2	2
2024-02-03	298785776	4	4	0
2024-02-04	149392888	2	2	0
2024-02-16	149392888	2	2	0
2024-02-19	149392888	2	2	0
2024-02-20	1604704	2	2	0
2024-02-22	149392888	2	2	0
2024-02-27	746964440	10	10	0
2024-03-03	149392888	2	2	0
2024-03-04	149392888	2	2	0
2024-03-05	149392888	2	2	0
2024-03-06	149392888	2	2	0
2024-03-08	152602296	6	2	2
2024-03-09	298785776	4	4	0
2024-03-10	149392888	2	2	0
2024-03-11	149392888	2	2	0
2024-03-12	149392888	2	2	0
2024-03-13	22017648	26	4	2
2024-03-17	149392888	2	2	0
2024-03-18	149392888	2	2	0
2024-03-21	448981992	8	7	1
2024-03-22	149392888	2	2	0
2024-03-23	448178664	6	6	0
2024-03-27	308546396	23	6	2
2024-03-28	10026076	19	2	2
2024-04-04	9724584	19	2	2
2024-04-17	298785776	4	4	0
2024-04-18	149392888	2	2	0
2024-04-21	298785776	4	4	0
2024-04-22	298785776	4	4	0
2024-04-23	149392888	2	2	0
2024-04-24	149392888	2	2	0
2024-04-25	157928904	22	5	2
2024-04-29	149392888	2	2	0
2024-05-04	298785776	4	4	0
2024-05-06	149392888	2	2	0
2024-05-07	320883996	5	4	1
2024-05-12	149392888	2	2	0
2024-05-24	149392888	2	2	0
2024-06-04	149392888	2	2	0
2024-06-14	446573960	4	4	0
2024-06-18	149392888	2	2	0
2024-06-20	597571552	8	8	0
2024-06-21	149392888	2	2	0
2024-06-25	149392888	2	2	0
2024-06-27	448178664	6	6	0
2024-07-05	149392888	2	2	0
2024-07-06	252211568	4	4	0
2024-07-09	337917804	24	5	3
2024-07-11	148590536	1	1	0
2024-07-13	10963408	19	2	2
2024-07-15	149392888	2	2	0
2024-07-16	168837540	4	4	0
2024-07-18	149392888	2	2	0
2024-07-22	149392888	2	2	0
2024-07-23	179063580	5	5	0
2024-07-25	149392888	2	2	0
2024-08-04	149392888	2	2	0
2024-08-05	149392888	2	2	0
2024-08-08	149392888	2	2	0
2024-08-11	149392888	2	2	0
2024-08-13	149392888	2	2	0
2024-08-14	298785776	4	4	0
2024-08-15	149392888	2	2	0
2024-08-16	298785776	4	4	0
2024-08-18	149392888	2	2	0
2024-08-19	463353824	8	7	1
2024-08-22	149392888	2	2	0
2024-08-26	150195240	3	2	1
2024-08-27	149392888	2	2	0
2024-08-30	41694544	6	6	0
2024-08-31	166859496	3	2	1
2024-09-03	180544348	3	2	1
2024-09-04	149392888	2	2	0
2024-09-09	149392888	2	2	0
2024-09-10	164782856	8	1	1
2024-09-13	366287752	90	0	3
2024-09-14	1195143104	16	16	0
2024-09-15	298785776	4	4	0
2024-09-16	149392888	2	2	0
2024-09-18	448178664	6	6	0
2024-09-19	298785776	4	4	0
2024-09-20	131198808	27	0	3
2024-09-21	10034312	19	2	2
2024-09-23	48975816	10	0	1
2024-09-25	429984584	31	4	2
2024-09-26	656357584	49	6	5
2024-09-29	149392888	2	2	0
2024-09-30	48975816	10	0	1
2024-10-04	594362144	4	4	0
2024-10-06	149392888	2	2	0
2024-10-10	149392888	2	2	0
2024-10-11	596769200	7	7	0
2024-10-17	149392888	2	2	0
2024-10-23	48975816	10	0	1
2024-10-27	548149676	10	10	0
2024-10-31	149392888	2	2	0
2024-11-01	448178664	6	6	0
2024-11-04	9031488	2	2	0
2024-11-05	149392888	2	2	0
2024-11-12	149392888	2	2	0
2024-11-13	149392888	2	2	0
2024-11-14	299588128	5	5	0
2024-11-15	149392888	2	2	0
2024-11-19	28583460	48	4	2
2024-11-21	149392888	2	2	0
2024-11-23	297983424	3	3	0
2024-11-24	149392888	2	2	0
2024-11-27	149392888	2	2	0
2024-12-02	149392888	2	2	0
2024-12-12	149392888	2	2	0
2024-12-14	896357328	12	12	0
2024-12-15	1045750216	14	14	0
2024-12-16	1195143104	16	16	0
2024-12-17	298785776	4	4	0
2024-12-28	149392888	2	2	0
2024-12-30	298785776	4	4	0
2025-01-03	149392888	2	2	0
2025-01-04	149392888	2	2	0
2025-01-06	1195143104	16	16	0
2025-01-07	149392888	2	2	0
2025-01-09	299588128	5	5	0
2025-01-13	149392888	2	2	0
2025-01-14	149392888	2	2	0
2025-01-15	149392888	2	2	0
2025-01-17	165579720	2	2	0
2025-01-24	149392888	2	2	0
2025-01-27	149392888	2	2	0
2025-01-31	149392888	2	2	0
2025-02-05	149392888	2	2	0
2025-02-06	149392888	2	2	0
2025-02-10	149392888	2	2	0
2025-02-11	448178664	6	6	0
2025-02-12	149392888	2	2	0
2025-02-13	298785776	4	4	0
2025-02-18	149392888	2	2	0
2025-02-28	149392888	2	2	0
2025-03-11	298785776	4	4	0
2025-03-22	149392888	2	2	0
2025-03-24	298785776	4	4	0
2025-03-26	149392888	2	2	0
2025-03-31	448178664	6	6	0
2025-04-03	149392888	2	2	0
2025-04-08	149392888	2	2	0
2025-04-09	149392888	2	2	0
2025-04-10	149392888	2	2	0
2025-04-11	802352	1	1	0
2025-04-15	149392888	2	2	0
2025-04-16	149392888	2	2	0
2025-04-18	149392888	2	2	0
2025-04-21	149392888	2	2	0
2025-04-26	149392888	2	2	0
2025-04-30	298785776	4	4	0
2025-05-08	149392888	2	2	0
2025-05-09	149392888	2	2	0
2025-05-12	149392888	2	2	0
2025-05-13	149392888	2	2	0
2025-05-21	136480088	2	2	0
2025-05-30	149392888	2	2	0
2025-06-10	298785776	4	4	0
2025-06-11	149392888	2	2	0
2025-06-12	297983424	3	3	0
2025-06-13	448178664	6	6	0
2025-06-14	149392888	2	2	0
2025-06-18	448178664	6	6	0
2025-06-21	802352	1	1	0
2025-06-22	149392888	2	2	0
2025-06-24	753335384	11	11	0
2025-06-25	418561920	36	0	1
2025-06-26	149392888	2	2	0
2025-07-01	149392888	2	2	0
2025-07-02	64	8	0	1
2025-07-04	149392888	2	2	0
2025-07-05	1297504	5	1	1
2025-07-06	26418856	2	2	0
2025-07-14	149392888	2	2	0
2025-07-15	139520640	12	0	1
2025-07-16	1297504	5	1	1
2025-07-18	149392888	2	2	0
2025-07-20	149392888	2	2	0
2025-07-25	149392888	2	2	0
2025-07-31	159347488	3	3	0
2025-08-04	149392888	2	2	0
2025-08-06	149392888	2	2	0
2025-08-14	354591916	4	4	0
2025-08-16	156963496	23	2	4
2025-08-25	783368356	185	5	5
2025-08-27	149392888	2	2	0
2025-09-02	148590536	3	0	1
2025-09-04	802352	1	0	1
2025-09-11	149392888	2	2	0
2025-09-14	149392888	2	2	0
2025-09-17	149392888	2	2	0
2025-09-18	30348796	76	8	2
2025-09-19	179675320	78	10	2
2025-09-22	45490012	114	12	2
2025-09-24	61228504	152	16	2
2025-09-25	30547888	76	8	2
2025-09-26	149392888	2	2	0
2025-09-28	596769200	7	7	0
2025-09-29	1297504	5	1	1
2025-09-30	448981016	7	7	0
2025-10-03	148590536	1	1	0
2025-10-07	33946076	81	9	3
2025-10-08	6271824	19	4	2
2025-10-09	301586048	11	6	1
2025-10-12	30813344	76	8	2
2025-10-14	27162496	76	8	2
2025-10-15	31217512	77	9	2
2025-10-16	60830320	152	16	2
2025-10-20	149392888	2	2	0
2025-10-26	34529728	76	8	2
2025-10-27	211948672	154	18	4
2025-10-28	242230276	230	26	6
2025-10-29	61759416	152	16	4
2025-10-30	149392888	2	2	0
2025-11-04	38981228	95	10	4
2025-11-05	165264108	40	6	2
2025-11-06	15273944	38	4	4
2025-11-07	23242736	57	6	6
2025-11-08	165396836	40	6	4
2025-11-09	22048184	57	6	4
2025-11-10	23176372	57	6	4
2025-11-11	17481908	41	7	4
2025-11-12	15804856	38	4	4
2025-11-13	315320636	42	8	4
2025-11-14	7570608	19	2	2
2025-11-15	7570608	19	2	2
2025-11-16	8035156	19	2	2
2025-11-17	7570608	19	2	2
2025-11-18	7636972	19	2	2
2025-11-19	7703336	19	2	2
2025-11-20	157162588	21	4	2
2025-11-21	7570608	19	2	2
2025-11-22	5064529308	59	42	2
2025-11-23	7570608	19	2	2
2025-11-24	21507048	20	3	2
2025-11-25	194941656	27	10	2
2025-11-26	7570608	19	2	2
2025-11-27	157765848	22	5	2
2025-11-28	7968792	19	2	2
2025-11-29	7636972	19	2	2
2025-11-30	7570608	19	2	2
2025-12-01	7570608	19	2	2
2025-12-02	307617300	23	6	2
2025-12-03	8167884	19	2	2
2025-12-04	7703336	19	2	2
2025-12-05	7570608	19	2	2
2025-12-06	7902428	19	2	2
2025-12-07	7570608	19	2	2
2025-12-08	461311008	41	7	4
2025-12-09	16070312	38	4	0
2025-12-10	16070312	38	4	4
2025-12-12	129663620	171	9	2
2025-12-16	183194356	44	10	4
2025-12-17	313926992	42	8	4
2025-12-18	196054180	138	20	3
2025-12-19	158158920	4	4	0
2025-12-28	36162992	233	3	3
2026-01-02	149392888	2	2	0
2026-01-03	106136880	2	2	0
2026-01-04	8300612	19	2	2
2026-01-05	157494408	21	4	2
2026-01-06	34621444	58	6	3
2026-01-07	7570608	19	2	2
2026-01-08	501357548	66	15	4
2026-01-09	157627136	21	4	2
2026-01-15	149392888	2	2	0
2026-01-16	151799944	5	5	0
2026-01-21	149392888	2	2	0
2026-01-22	148590536	1	1	0
2026-01-23	15738492	38	4	4
2026-01-24	313926992	42	8	4
2026-01-27	8372960	20	3	2
2026-01-28	163930844	39	5	2
2026-01-29	7570608	19	2	2
2026-01-30	15937584	38	4	4
2026-02-03	148590536	29	0	1
2026-02-04	15539400	38	4	4
2026-02-05	424032684	494	52	8
2026-02-06	3532564644	3724	392	2
2026-02-10	164600468	40	6	4
2026-02-12	15273944	38	4	4
2026-02-17	15141216	38	4	4
2026-02-18	298785776	4	4	0
2026-02-20	18053692	20	4	4
2026-02-24	15008488	38	4	4
2026-02-26	448178664	6	6	0
2026-02-27	746964440	10	10	0
2026-02-28	16003948	38	4	4
2026-03-01	1297504	5	1	1
2026-03-03	149392888	2	2	0
2026-03-05	549641664	7	2	1
2026-03-09	6273104	14	1	1
2026-03-10	597571552	8	8	0
2026-03-16	157096224	21	4	2
2026-03-17	4584228	19	2	2
2026-03-18	149392888	2	2	0
2026-03-20	465051328	46	12	4
2026-03-23	149392888	2	2	0
2026-03-24	149392888	2	2	0
2026-03-25	298785776	4	4	0
2026-03-26	155333808	13	4	2
2026-03-27	3980968	19	2	2
2026-03-28	8366976	20	3	2
2026-03-29	168741124	64	10	4
2026-03-30	450325420	14	8	2
2026-03-31	597571552	8	8	0
2026-04-01	298785776	4	4	0
2026-04-02	150195240	3	3	0
2026-04-04	300390481	7	6	1
2026-04-05	298785776	4	4	0
2026-04-07	11525124	23	4	2
2026-04-09	298785776	4	4	0
2026-04-10	1549204	9	1	1
2026-04-11	1604705	3	2	1
2026-04-13	148590536	1	1	0
2026-04-14	152295097	10	5	2
2026-04-15	2407057	4	3	1
2026-04-16	1604705	3	2	1
2026-04-17	149392888	2	2	0
2026-04-19	597571552	8	8	0
2026-04-20	8372088	38	4	2
2026-04-21	2768560056	117	46	5
2026-04-22	12353928	38	4	2
2026-04-27	151774772	11	4	2
2026-04-28	26718220	50	10	2
2026-04-30	152517980	4	4	0
2026-05-01	149392888	2	2	0
2026-05-03	149392888	2	2	0
2026-05-09	149392888	2	2	0
2026-05-11	298785776	4	4	0
2026-05-12	802352	1	1	0
2026-05-13	6339104	10	2	2
