week_start	sub-01/sub-01_ses-01.nwb	sub-01/sub-01_ses-02.nwb	sub-01/sub-01_ses-03.nwb	sub-01/sub-01_ses-04.nwb	sub-01/sub-01_ses-20161214T171300_behavior+ecephys.nwb	sub-01/sub-01_ses-20161214T173600_behavior+ecephys.nwb	sub-01/sub-01_ses-20161217T121400_behavior+ecephys.nwb	sub-01/sub-01_ses-20161217T122800_behavior+ecephys.nwb	sub-02/sub-02_ses-01.nwb	sub-02/sub-02_ses-02.nwb	sub-02/sub-02_ses-03.nwb	sub-02/sub-02_ses-04.nwb	sub-02/sub-02_ses-05.nwb	sub-02/sub-02_ses-06.nwb	sub-02/sub-02_ses-07.nwb	sub-02/sub-02_ses-20160211T115600_behavior+ecephys.nwb	sub-02/sub-02_ses-20160211T120600_behavior+ecephys.nwb	sub-02/sub-02_ses-20160211T153300_behavior+ecephys.nwb	sub-02/sub-02_ses-20160212T165900_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-136ipd1_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1f4urbp_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1qctcfn_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1s87l12_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1uo96nx_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-lcaqlc_behavior+ecephys.nwb	sub-03/sub-03_ses-01.nwb	sub-03/sub-03_ses-02.nwb	sub-03/sub-03_ses-03.nwb	sub-03/sub-03_ses-20150304T165900_behavior+ecephys.nwb	sub-03/sub-03_ses-20150305T085500_behavior+ecephys.nwb	sub-03/sub-03_ses-20150306T173300_behavior+ecephys.nwb	sub-04/sub-04_ses-01.nwb	sub-04/sub-04_ses-02.nwb	sub-04/sub-04_ses-20170118T103700_behavior+ecephys.nwb	sub-04/sub-04_ses-20170118T104700_behavior+ecephys.nwb	sub-05/sub-05_ses-01.nwb	sub-05/sub-05_ses-02.nwb	sub-05/sub-05_ses-03.nwb	sub-05/sub-05_ses-20170706T115300_obj-17gax9n_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-18w1jo9_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-1m3bzkg_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-1uq55tf_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T141100_behavior+ecephys.nwb	sub-06/sub-06_ses-01.nwb	sub-06/sub-06_ses-02.nwb	sub-06/sub-06_ses-03.nwb	sub-06/sub-06_ses-04.nwb	sub-06/sub-06_ses-05.nwb	sub-06/sub-06_ses-06.nwb	sub-06/sub-06_ses-07.nwb	sub-06/sub-06_ses-20140827T165900_behavior+ecephys.nwb	sub-06/sub-06_ses-20140827T171200_behavior+ecephys.nwb	sub-06/sub-06_ses-20140827T172100_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T102600_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T145500_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T151000_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T152100_behavior+ecephys.nwb	sub-07/sub-07_ses-01.nwb	sub-07/sub-07_ses-02.nwb	sub-07/sub-07_ses-03.nwb	sub-07/sub-07_ses-04.nwb	sub-07/sub-07_ses-20160302T170100_behavior+ecephys.nwb	sub-07/sub-07_ses-20160303T164000_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-1d0jeko_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-1wdu15t_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-9hzkt8_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-boqvfp_behavior+ecephys.nwb	sub-08/sub-08_ses-01.nwb	sub-08/sub-08_ses-02.nwb	sub-08/sub-08_ses-03.nwb	sub-08/sub-08_ses-04.nwb	sub-08/sub-08_ses-05.nwb	sub-08/sub-08_ses-20170111T115400_behavior+ecephys.nwb	sub-08/sub-08_ses-20170111T120500_behavior+ecephys.nwb	sub-08/sub-08_ses-20170113T121400_behavior+ecephys.nwb	sub-08/sub-08_ses-20170113T121600_behavior+ecephys.nwb	sub-09/sub-09_ses-01.nwb	sub-09/sub-09_ses-02.nwb	sub-09/sub-09_ses-20150115T144300_obj-106jgmp_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-13cfy3x_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-1qba6e_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-u2fzwy_behavior+ecephys.nwb
2026-01-19	0	3037106186	826665522	0	0	0	0	922746880	0	0	0	0	0	14999901732	0	0	0	4012349051	0	0	0	0	0	5901035788	0	1169923721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1018704605	2486446904	0	0	0	0	0	0	1897922560	1567621120	1879011202	0	0	1745376570	4884695832	0	0	0	0	0	0	0	0	0	0	0	0	0	1312890389	0	1434081371	2235494044	0	1457520640	0	0	0	0	0	0	3354653623
2026-01-26	2036384313	646154240	1280000	640000	0	736482662	0	0	627200	1804800	1560792594	1228800	588800	640000	4175246886	0	0	0	1536163840	0	0	3467580221	3401457226	3392512696	0	1203200	804608547	834897920	0	959447040	0	4239851076	640000	1483735040	1394606080	1280000	841283860	640000	0	786432000	0	0	0	1920000	1280000	1699780717	1280000	640000	1280000	1280000	0	0	1321205760	0	0	0	0	1710433280	614400	2067874115	1920000	0	0	0	0	1492291406	0	1600998400	1028884480	1280000	1615801254	627200	0	0	0	0	4294027025	3023863702	0	0	0	0
2026-02-02	640000	1379553442	6047004	1389833492	0	0	0	0	2658411937	1804800	1280000	1469849600	2699171947	1280000	6188512806	0	0	0	0	0	0	0	0	0	3012634971	1203200	1280000	1555196179	0	0	0	2499842116	640000	0	0	640000	1370814740	640000	0	0	0	0	0	640000	1280000	2513054317	1280000	2569166483	5328401533	3650560363	0	0	0	0	0	0	0	2523356922	2521224662	2702902595	2689000906	0	1274523522	0	0	0	1237319680	1280000	2420055067	640000	2375378854	1254400	0	0	0	0	5824333585	5938277782	0	0	0	0
2026-02-09	4483658733	2929088280	4484363802	1369858492	0	0	0	0	5633772086	5913823210	2440165228	2657423128	5539046507	0	6187258406	0	0	0	0	0	0	0	0	0	0	0	0	1554556179	0	0	0	2497960516	5096456388	0	0	0	1370174740	2747006766	0	0	0	0	0	0	5117821540	2511172717	14158600256	5134492966	2446038189	0	0	0	0	0	0	0	0	2522102522	2520610262	5403245190	0	0	0	0	0	0	0	0	2418135067	2377195029	2374738854	4032082102	0	0	0	0	0	5937650582	0	0	0	0
2026-02-16	2767355618	9306624	37569188	1389372692	0	0	0	0	21081512	19722396	2732847794	2684524208	5545728323	6380764854	0	0	0	0	0	0	0	0	0	0	0	0	1537971747	0	0	0	0	2497960516	0	0	0	2702385406	2740349480	0	0	0	0	0	0	2556305187	2558910770	2511172717	7079300128	2567246483	0	1870945895	0	0	0	0	0	0	0	0	2520610262	2701622595	2687720906	0	0	0	0	0	0	2434455619	0	0	0	0	0	0	0	0	258056	5937650582	0	0	0	0
2026-02-23	4454544	0	0	4585560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5874444	1437794	0	0	1663103	0	0	0	0	0	0	0	0	0	0	0	5741487	0	1588839	0	0	1417430940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4323528	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-02	1379104313	4127004	0	0	0	0	0	0	5566141	1452010	0	2191128	4520052	0	0	0	0	0	0	0	0	0	0	0	0	0	4585560	4454544	0	0	0	0	0	0	0	89343004	0	0	0	0	0	0	0	4258020	5868082	0	4323528	0	4192512	0	0	0	0	0	0	0	0	4651068	0	0	0	0	0	0	0	0	0	0	2416667	3864972	0	0	0	0	0	0	1767185	1420182	0	0	0	0
2026-03-09	0	0	1772082	1388553492	0	0	0	0	0	5921160106	2711029142	2657423128	4127004	6373964086	6187258406	0	0	0	0	0	0	0	0	0	0	1536925321	1537971747	1554556179	0	0	0	0	0	0	0	1351192703	0	1373503383	0	0	0	0	0	0	0	2511172717	7079300128	2567246483	2446038189	0	0	0	0	0	0	0	0	2522102522	0	0	2687720906	0	0	0	0	0	0	0	0	2377195029	2374738854	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	20110956	0	3537432	0	0	0	9826200	0	7259324	0	0	0	0	9826200	0	12577536	18997320	0	0	17752668	12708552	0	0	0	0	6681816	0	0	20307480	0	8516040	3144384	15066840	0	0	1965240	0	21617640	17687160	0	4061496	12315504	11594916	14596220	24696516	0	15197856	11136360	0	0	0	0	0	0	8778072	11987964	12774060	604922	8647056	0	22010688	0	0	0	9236628	0	0	0	0	0	0	0	6419784	10612296	0	9564168	0	0	0	24696516	19062828	0
2026-03-23	955641	0	0	0	0	0	0	0	0	0	0	0	0	9616127	0	0	0	0	0	0	0	0	0	0	0	0	38060149	21683149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	9695184	16704540	0	0	8974596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10481281	1	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	1379104313	0	0	0	0	0	0	0	0	5928562510	0	0	0	4696236	0	0	0	0	0	0	0	0	0	0	0	1544851790	0	0	0	0	0	0	0	0	0	9367645	1374301744	1373503383	0	0	0	0	0	11725935	917112	0	7079300128	2571373487	2452588990	2441371239	0	0	0	0	0	0	0	10088233	5056549397	2701622595	0	0	0	0	0	0	0	2434455619	2418135067	2377195029	2382468798	0	0	0	0	0	5823104785	0	0	0	0	0
2026-04-06	0	1377633442	1387653682	0	0	0	0	60463884	6681816	5913823210	0	0	5539046507	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2497960516	0	0	0	0	1376070460	0	0	0	0	0	0	0	10219248	2511172717	0	2567246483	2446038189	0	0	0	0	0	0	0	0	0	2520610262	0	2687720906	0	0	0	0	0	0	0	2418135067	0	0	2025867251	0	0	0	0	0	5937650583	0	0	0	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2511172717	82399744	0	5764704	0	0	0	0	0	0	0	0	2522102522	0	0	0	0	0	0	0	0	0	0	2418135067	0	6747324	0	0	0	0	0	0	0	0	0	0	0
