date	bytes_sent	number_of_requests	number_of_downloads	number_of_views
2024-07-14	2735199589	9278	2	2
2024-07-22	94397028	8	8	0
2024-08-09	21028068	2	2	0
2024-08-26	816770981	156	0	1
2024-08-30	174971868	16	16	0
2024-09-08	5793818696	272	1	1
2024-09-09	3887492725	184	1	1
2024-09-11	4854690042	228	1	1
2024-09-14	10423362588	2010	0	3
2024-09-20	6590831528	1260	0	8
2024-09-21	10988731380	36092	8	8
2024-09-23	6590831528	1260	0	8
2024-09-25	6596074408	1261	0	8
2024-09-26	7795452	1	1	0
2024-10-14	96063400	1	1	0
2024-10-22	86339544	8	8	0
2025-01-22	4055222054	1	1	0
2025-02-10	113656380	8	8	0
2025-03-03	172440	17	0	1
2025-03-04	216408	18	0	1
2025-03-05	175856	17	0	1
2025-03-06	65136	6	0	1
2025-03-07	181976	18	0	1
2025-03-08	71760	8	0	1
2025-03-09	138488	14	0	1
2025-03-10	46952	5	0	1
2025-04-02	136348889	14852	1	1
2025-04-03	294383720	58236	0	8
2025-04-11	79314070	321	1	1
2025-06-25	1803547296	1800	0	8
2025-07-15	180193440	180	0	1
2025-07-16	1262966976	1260	0	7
2025-07-30	3558473084	68	0	1
2025-07-31	3898338817	75	0	1
2025-08-01	133663200	7	0	7
2025-08-03	5692449058	111	0	2
2025-08-04	6597907214	127	0	2
2025-08-13	11948021239	230	0	3
2025-08-29	3574525861	69	0	1
2025-09-19	19586892	2	2	0
2025-09-29	69161773	306	1	1
2025-10-07	150595665	432	1	1
2025-10-08	945449771	741	3	5
2025-10-09	782800634	308	1	1
2025-11-24	84767352	8	8	0
2025-11-25	214997256	22	22	0
2025-12-16	30117771212	16	16	0
2025-12-18	30057962408	8	8	0
2025-12-19	48803460	8	8	0
2025-12-21	3891727790	743	0	1
2025-12-31	3700092605	706	0	1
2026-01-09	4055222054	774	0	1
2026-01-10	4356200844	831	0	1
2026-01-17	13063542372	12	0	2
2026-01-18	11828510079	12	0	2
2026-01-19	8518272424	6	0	1
2026-01-22	3023381353	577	0	1
2026-01-23	3558473084	679	0	1
2026-01-29	3898338817	744	0	1
2026-02-04	3574525861	682	0	1
2026-02-20	121459532	166	16	16
2026-02-25	105416933	631	2	2
2026-03-06	192921104	920	3	3
2026-03-07	66311720	314	1	1
2026-03-09	67184302	310	1	1
2026-03-10	66344929	306	1	1
2026-03-19	85749972	10	10	0
2026-03-26	71146176	13	4	3
2026-03-29	792163576	3677	14	8
2026-03-30	8868408	8	2	2
2026-04-01	51947844	1	1	0
2026-04-02	4127004	1	1	0
2026-04-07	18036440	32	6	3
2026-04-10	62892828	340	3	3
2026-04-16	1048128	1	1	0
2026-04-17	14673792	3	3	0
2026-04-18	9105612	3	3	0
2026-04-20	1899732	2	2	0
2026-04-21	110905044	8	8	0
2026-04-22	8974596	2	2	0
2026-04-23	1048128	1	1	0
2026-04-25	1048128	1	1	0
2026-04-27	52471908	1	1	0
2026-04-28	6288768	1	1	0
2026-04-30	6747324	1	1	0
2026-05-03	917112	1	1	0
2026-05-05	27382344	1	1	0
2026-05-08	315165625	1551	5	5
2026-05-15	55270793	307	1	1
2026-05-16	30057962408	8	8	0
2026-05-17	3898338817	75	0	1
2026-05-18	70617624	9	9	0
2026-05-20	66017389	306	1	1
2026-05-21	4093894356	15719	4	2
2026-05-23	117969647	627	2	2
2026-05-26	62641566	308	1	1
2026-05-27	500168044	2426	18	8
2026-05-28	15975388	72	9	8
2026-05-29	67475325	306	2	1
2026-06-03	178376656	984	5	4
2026-06-04	140757096	577	4	3
2026-06-05	10939836	2	2	0
2026-06-07	30057962408	8	8	0
2026-06-10	363751316	1777	6	6
2026-06-11	23058816	3	3	0
2026-06-12	241186034	1243	4	2
2026-06-14	917112	1	1	0
2026-06-15	12839568	5	5	0
2026-06-18	125683956	614	2	1
2026-06-19	243729858	1220	4	2
2026-06-26	8254008	6	6	0
2026-06-27	1048128	1	1	0
2026-06-28	249907846	1217	5	2
2026-06-29	126725008	616	2	1
2026-07-01	2292780	1	1	0
2026-07-04	231596892	1232	5	2
2026-07-05	111218864	622	2	1
2026-07-06	15712459256	3008	0	8
2026-07-07	3515574517	852	1	5
2026-07-08	127108704	623	3	1
2026-07-09	9236628	7	7	0
2026-07-11	917112	1	1	0
2026-07-12	851604	1	1	0
2026-07-14	127019278	613	4	1
2026-07-19	37274052	3	3	0
2026-07-21	40614960	2	2	0
2026-07-25	22534752	1	1	0
2026-07-27	65853164	315	2	1
2026-07-28	2948212496	13957	6	5
2026-07-29	69109500	317	2	1
2026-07-31	1375668	1	1	0
