week_start	Microscopy	Miscellaneous
2024-12-30	210400942092	3677
2025-01-06	467499616030	0
2025-01-13	186344721995	22518127
2025-01-20	66536513689	12902330
2025-01-27	191960446687	15164062
2025-02-03	190975189634	1254
2025-02-10	180222583573	15692152
2025-02-17	214322908920	3044576
2025-02-24	46175640690	6237869
2025-03-03	135235724593	1252
2025-03-10	138346844486	643
2025-03-17	23341953320	17644714
2025-03-24	313950879	0
2025-03-31	642243198	38552427
2025-04-07	2281719518	306376942
2025-04-14	461762209	20579617
2025-04-21	311637919	17819303
2025-04-28	1639976	0
2025-05-05	2749155	19051272
2025-05-12	6087799	0
2025-05-19	7468998	0
2025-05-26	768021140	1177
2025-06-02	497023878	18155635
2025-06-09	978148701	6461131
2025-06-16	54942996	15762206
2025-06-23	976566622	0
2025-06-30	1113217750	1219
2025-07-07	314070506	0
2025-07-14	678973706	0
2025-07-21	747023366810	26983868
2025-07-28	292031238	99280329
2025-08-04	1985396590	242804512
2025-08-11	1404024100781	336654401
2025-08-18	18060475	63004427
2025-08-25	8338648010927	63524958
2025-09-01	25175470337015	60131119
2025-09-08	62308073680904	44028977
2025-09-15	19929121939	2650478
2025-09-22	1520721674	0
2025-09-29	101839682129934	3543445
2025-10-06	107445319525302	33444702
2025-10-13	43616761600885	2468
2025-10-20	49255990635344	6271500
2025-10-27	271291373	121514517
2025-11-03	4147567390	52529788
2025-11-10	5967360801	6680920
2025-11-17	5738251253	4939
2025-11-24	8046536639	2863741
2025-12-01	5689278430	3613
2025-12-08	5948805607	21427441
2025-12-15	6941577112	1341033828
2025-12-22	2354957011	24636272
2025-12-29	31709579	23551734
2026-01-05	64984522389490	146043952
2026-01-12	480936437686662	601226597
2026-01-19	556651095245986	63110534
2026-01-26	37495653064245	125185755
2026-02-02	5672222361111	66996965
2026-02-09	7771854642095	3359251
2026-02-16	8033127109492	3997
2026-02-23	5560298730250	14892661
2026-03-02	12646659592031	5488657
2026-03-09	242872779762	2890252
2026-03-16	608997514037	237598598
2026-03-23	728541315758	46922051
2026-03-30	3364956453583	77637991
2026-04-06	3660847326762	65792442
2026-04-13	4619852857197	67112025
2026-04-20	4423818934074	444596661
2026-04-27	5718634731108	170182917
2026-05-04	5361870843001	7924477
2026-05-11	4864730523131	29537790
2026-05-18	12690830765221	258282571
2026-05-25	11856082944508	65347465
2026-06-01	12601967531230	6156238
2026-06-08	9425458453724	57890935
