week_start	sub-389014/sub-389014_ses-20180705T152908_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180706T153828_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180709T154600_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180710T153808_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180711T154332_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180713T154058_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180716T154015_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180718T153707_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180723T154111_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180724T154216_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180705T155914_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180706T152613_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180709T153218_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180710T152650_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180711T152912_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180713T153905_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180716T152622_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180717T152348_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180718T152401_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180723T152916_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180705T171438_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180709T200603_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180710T190735_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180711T194424_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180712T175204_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180712T160546_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180716T175039_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180717T175459_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180718T174405_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180719T164503_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180724T175153_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180725T171120_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180730T180257_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180731T175356_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180801T172922_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180802T173850_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180725T154856_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180726T153601_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180730T152546_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180807T152634_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180824T201109_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180827T230250_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180828T210208_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180829T211909_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180831T004642_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180906T210142_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180907T194312_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180910T232832_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180912T221001_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180913T224013_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180914T231328_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180918T004417_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180906T230406_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180910T215954_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180912T212600_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180913T230252_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180914T220948_behavior+image+ophys.nwb
2025-04-07	5381271696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	5381271696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461725964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	34111300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	88145144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	104288304	0	0	0	0	0	0	10340564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	1345317924	0	1328680628	0	2757154472	1356827436	1310769924	1312049364	1313328924	1359387148	1401401156	1403953812	1421832036	1366923180	1467805716	1502285364	1374587124	1391189268	0	1437161700	1611436572	1461725964	1550017588	0	1584605020	1669035980	1501400628	0	1350436900	1324840388	1422085812	0	1336360444	1329959364	1303091868	1406722404	1366924124	1622349444	1659369680	1587851740	1340138812	0	0	1317164716	1327398028	1355542396	1424378572	1382242260	0	0	1340096924	1336271676	0	1312043852	1313322252	0	1306927564
2025-06-09	1345317924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	1516367672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	17554275900	29777968	37301296	12389160	13866864	8784992	8497400	5922848	9785856	8248016	8881104	9457088	11105568	9370736	10651672	9607984	6719256	8881160	9140288	9608064	12388800	12724880	7710096	13569552	10505920	9056392	8602864	9900832	16058176	9958304	7076640	10534560	8756528	12331200	9257968	11263600	9152336	10380688	10968568	9608000	9459584	11090848	5704304	11580424	8314704	10678160	10159904	13533432	15694904	10378592	8165728	10356736	10332448	8739280	12090960	8516112	9504464
2025-06-30	9155058196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	21722682132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	45824755680	11218368	12897952	12417960	12408288	7607008	10707472	9613056	14983088	13022448	9636800	8489744	9895968	7359760	11861272	11486872	8166208	6575256	8367664	10824592	5576992	8228272	9929600	10486048	12063024	14090168	9785568	5589104	5905904	8653056	10947112	11206336	10275424	7182400	10044928	10620736	1377823180	7475056	1671312432	9802704	9113984	8496944	11601760	1326249796	11695408	12206464	7013904	10680328	7007000	11532496	9543320	6032928	1327684500	12839856	1323893932	7911312	9900448
2025-07-21	2690635848	2639454856	2661475824	2649689512	2757154472	2713654872	2621539848	2624098728	3255803448	2718774296	2802802312	2807907624	2843664072	2733846360	2053785988	1502285364	1374587124	1391189268	1365643332	1437161700	0	1461725964	1550017588	1583285300	0	0	0	0	0	0	0	0	2672720888	2659918728	2606183736	2813444808	2733848248	3244698888	3318739360	3175703480	2680277624	2670153624	1377294052	1317164716	1327398028	1355542396	1424378572	1382242260	1351587876	1368192076	2336244124	1336271676	1313323884	1312043852	1313322252	1315882108	1306927564
2025-07-28	0	0	1129367484	0	906718036	0	0	0	0	0	0	0	0	0	0	996147200	0	0	786432000	786432000	838860800	1094724364	0	0	1217603420	0	0	0	0	0	0	795468860	838860800	786432000	838860800	1311378872	0	1542345220	0	0	0	1520435200	957863652	0	0	1040969596	0	0	0	0	0	1737676820	0	0	0	0	0
2025-08-04	0	0	0	800556756	0	0	838910724	945047764	0	0	1191685956	0	1002401636	0	0	0	0	0	0	0	0	0	1183015988	0	0	0	0	0	0	1101004800	0	0	0	0	0	0	1205862400	0	0	0	471859200	0	0	0	0	0	0	962811860	629145600	0	0	0	0	1153433600	0	0	943718400
2025-08-11	1083173924	0	0	0	0	0	0	0	0	1202100748	0	0	0	0	891088916	0	0	709614868	0	0	0	0	0	629145600	0	1197176780	0	1048576000	773720100	0	0	0	0	0	0	0	0	0	0	1325707740	0	0	0	1526879916	0	0	0	0	0	0	0	0	0	0	943718400	1101004800	0
2025-08-18	0	0	0	0	0	838860800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872255028	0	0	0	950226612	0	0	0	0	0	0	0	996147200	0	0	0	0	0	0	0	734003200	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101004800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658564412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572924364
2025-09-01	1345317924	952725828	0	0	0	0	0	0	0	0	0	1194238612	0	471859200	733802516	0	1217300724	0	0	0	0	0	0	0	0	0	0	0	1140721700	0	0	0	0	629145600	0	0	838860800	0	0	0	0	0	0	0	907740800	0	1371949772	0	617584676	524288000	0	969270076	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153433600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051179884	0	0	0	0
2025-09-29	0	0	16259180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	39877184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	1345317924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	1345317924	1319727428	1328680628	1324844756	1378577236	1356827436	1310769924	1312049364	1313328924	1359387148	1401401156	1403953812	1421832036	1366923180	1467805716	1502285364	1374587124	1391189268	1365643332	1437161700	1611436572	1461725964	1550017588	1583285300	1584605020	1669035980	1501400628	1428477340	1350436900	1324840388	1422085812	1372185660	0	0	0	0	1366924124	1622349444	1659369680	1587851740	0	0	0	0	1327398028	1355542396	1424378572	1382242260	1351587876	1368192076	1340096924	1336271676	1313323884	0	0	0	0
2025-11-03	31058352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6570036	0	0	0	0
2025-12-01	1345317924	1319727428	2657361256	1324844756	1378577236	0	1310769924	1312049364	0	1359387148	2802802312	1403953812	1421832036	1366923180	0	1502285364	0	1391189268	1365643332	1437161700	0	0	3100035176	1583285300	1584605020	0	1501400628	1428477340	2700873800	1324840388	1422085812	1372185660	0	2659918728	0	1406722404	1366924124	1622349444	0	1587851740	2680277624	1335076812	1377294052	1317164716	1327398028	124513724	0	0	0	0	1340096924	0	1313323884	1312043852	1313322252	1315882108	0
2025-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172324764	0	0	0	0	0	0
2025-12-15	2699329532	2649674912	1349651652	3443875076	2767109072	1368905684	0	2631066948	2170991712	1359387148	2414961672	2816070396	1431587544	1379532340	1485856724	4136767104	1380825340	2786559468	2747944028	1443665372	4840747024	1465840532	1556322168	1591182616	1593099612	3343779264	3007380372	2865250180	1357803304	1339374104	1436287708	2750609536	2678428192	6238216	2614479236	3685222648	1379400556	4158595644	3318739360	3182671700	1353609876	2684820068	4148473156	1323004748	2661697912	1370407932	2848757144	2770988192	2709347604	2750851504	2686631156	1343438988	1323610304	2636564136	1327656048	1326234892	2628388844
2025-12-22	0	0	0	0	0	896532480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844103680	0	0	0	0	0	0	0	909637840	0	0	905160652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	922746880	0	875560960	0	0	855918804	0	929470988	0	0	1096773476	0	0	0	0	0	846598212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1077669756	0	0	0	0	0	0	0	0	0	0	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048576000	1099129908	0	0	0	0	0	0	0	0	886046720	0	0	867932828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	0	3959182284	0	3617219216	0	3880188428	0	0	1323814684	0	1401401156	0	0	0	0	2577354468	0	0	0	621433508	0	0	0	0	0	0	0	0	0	0	1257584964	0	0	0	0	2813444808	0	1622349444	3318739360	0	0	3733925988	0	0	0	1355542396	0	2753998760	0	0	2680193848	0	0	0	0	0	0
2026-01-19	1345317924	1319727428	1328680628	1324844756	1378577236	1356827436	1310769924	1312049364	1313328924	1359387148	1401401156	1403953812	1421832036	1366923180	1467805716	1502285364	1374587124	2334907668	1365643332	1437161700	0	1461725964	1550017588	2773354600	1584605020	1218148300	2530942056	1428477340	1350436900	2298407816	1422085812	1372185660	1336360444	1329959364	1303091868	1406722404	1366924124	0	1410215240	1587851740	1340138812	1335076812	0	1809768360	0	0	0	957568980	0	0	0	0	3661087244	2709605148	0	828294268	0
2026-01-26	3408910408	2169073988	0	2649689512	1378577236	2713654872	2081523208	2624098728	2626657848	0	2802802312	1403953812	1421832036	3581724420	2516181032	1502285364	2307819764	0	1365643332	2224206280	1134334492	1461725964	1550017588	1583285300	2540064440	0	3002801256	982832540	1350436900	0	2064031080	1372185660	2311983008	2062230408	2388079928	2729558728	1366924124	1622349444	1659369680	1000649180	3600986036	2670153624	3603934664	1317164716	1327398028	0	3790790756	1382242260	2703175752	1368192076	1340096924	2672543352	760217600	1312043852	3402590744	2631764216	2613855128
2026-02-02	0	0	0	0	0	0	0	0	0	0	0	933232640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763234340	0	0	0	0	0	0	0	895064924	0	0	0	0	0	0	0	734003200	0	0	0	769628196	854389836	0	806740796	0	0	0	0	840311244
2026-02-16	7118072	14973644	18869092	4554496	9622780	10062708	12277340	13820836	6032784	307200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	31112034720	0	0	6444756	0	0	10386272	6244564	0	0	6713156	0	10111044	0	4114568	11174044	0	0	11211392	0	0	0	0	0	6518620	4421580	9655996	0	0	0	0	10779104	0	0	0	6812004	0	0	0	6898140	0	0	4622052	6444716	0	10741764	11549264	0	0	6067276	4380024	4380024	0	0	6171852	0	0
2026-03-02	44395491492	6242628	6491828	0	10899660	3583656	0	0	0	4114568	0	0	0	10744732	0	0	11735552	4180932	0	0	6521372	0	0	0	0	0	4247296	12880140	6232100	6235588	11159400	0	10606212	0	6810268	0	0	4114568	6238216	0	0	10412944	0	0	0	0	0	0	4645480	0	0	0	6597484	4180932	0	4977300	10821880
2026-03-09	6738264592	0	0	0	0	0	0	0	0	0	0	6603412	0	0	0	0	0	0	0	6105488	0	10838932	0	0	0	0	0	0	17719188	0	0	0	0	0	0	0	10347492	0	0	0	10794872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	6726589620	8627320	5508212	19046468	10286420	6570036	0	8560956	0	7897316	10750968	0	20904660	0	0	19842836	0	0	18847376	0	0	11746428	0	0	0	0	10684604	0	0	0	6171852	23492856	0	0	9755508	19179196	0	11149152	12210976	0	0	10485512	0	0	0	10618240	0	0	0	0	0	0	0	0	0	0	0
2026-03-23	2690635848	796368	12613324	9224596	0	65501268	10784456	6244564	6602524	0	0	7598872	0	11342008	4180932	6528564	6625524	0	0	4114568	66647156	6724364	0	0	4313660	6928420	66629456	9230120	1061824	1061824	0	64373080	7088920	7103004	0	10992936	10347492	6067844	15321656	597276	6668888	16252976	6857728	0	7427780	0	10355540	0	6051876	6067276	0	0	6597484	6443852	0	10776640	0
2026-03-30	10762543392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4385732	0	0	0	42340232	0	0	0	0	0	0	0	0	204800	0	0	0	0	0	0	0	0	0	0	0	58267592	0	4114568	0	0	0	6702764
2026-04-06	1345317924	5279114512	7972431596	5300518628	1378577236	0	2621539848	0	0	0	1401401156	1061824	7897316	0	1467805716	1502285364	0	1401143868	0	0	0	0	0	18648284	929096	0	0	0	0	0	0	0	0	0	0	9490052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8361864	15262892	0	0	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	929096	0	0	0	0	0	0	0	0	0	1061824	0	7167312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9689144	10153692	0	0	0
2026-04-20	5381271696	0	0	0	5640940	0	0	0	0	0	0	1403953812	0	0	1475172120	10618240	0	0	0	0	0	17652824	0	0	13073708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12675524	0	0	0	0	0	0	0	0	0	0	0
