asset_path	bytes_sent	number_of_requests	number_of_downloads
sub-2020-02-15-0044/sub-2020-02-15-0044_ses-20200215T215035_slice-2020-02-15-0044-abf_cell-2020-02-15-0044-abf_icephys.nwb	26262640	60	<50
sub-2020-02-15-0019/sub-2020-02-15-0019_ses-20200215T185741_slice-2020-02-15-0019-abf_cell-2020-02-15-0019-abf_icephys.nwb	14493951	60	<50
sub-2020-02-15-0038/sub-2020-02-15-0038_ses-20200215T210840_slice-2020-02-15-0038-abf_cell-2020-02-15-0038-abf_icephys.nwb	92890060	60	<50
sub-2020-02-15-0024/sub-2020-02-15-0024_ses-20200215T192626_slice-2020-02-15-0024-abf_cell-2020-02-15-0024-abf_icephys.nwb	45761283	60	<50
sub-2020-02-15-0020/sub-2020-02-15-0020_ses-20200215T185940_slice-2020-02-15-0020-abf_cell-2020-02-15-0020-abf_icephys.nwb	56056082	<50	<50
sub-2020-02-15-0018/sub-2020-02-15-0018_ses-20200215T185611_slice-2020-02-15-0018-abf_cell-2020-02-15-0018-abf_icephys.nwb	24658072	60	<50
sub-2020-02-15-0029/sub-2020-02-15-0029_ses-20200215T202027_slice-2020-02-15-0029-abf_cell-2020-02-15-0029-abf_icephys.nwb	34289404	80	<50
sub-2020-02-15-0041/sub-2020-02-15-0041_ses-20200215T214005_slice-2020-02-15-0041-abf_cell-2020-02-15-0041-abf_icephys.nwb	42182896	60	<50
sub-2020-02-15-0027/sub-2020-02-15-0027_ses-20200215T194749_slice-2020-02-15-0027-abf_cell-2020-02-15-0027-abf_icephys.nwb	37381365	60	<50
sub-2020-02-15-0010/sub-2020-02-15-0010_ses-20200215T170814_slice-2020-02-15-0010-abf_cell-2020-02-15-0010-abf_icephys.nwb	78698560	60	<50
sub-2020-02-15-0051/sub-2020-02-15-0051_ses-20200215T223106_slice-2020-02-15-0051-abf_cell-2020-02-15-0051-abf_icephys.nwb	42898181	60	<50
sub-2020-02-15-0006/sub-2020-02-15-0006_icephys.nwb	134707918	140	60
sub-2020-02-15-0026/sub-2020-02-15-0026_ses-20200215T194610_slice-2020-02-15-0026-abf_cell-2020-02-15-0026-abf_icephys.nwb	16314016	<50	<50
sub-2020-02-15-0050/sub-2020-02-15-0050_ses-20200215T222534_slice-2020-02-15-0050-abf_cell-2020-02-15-0050-abf_icephys.nwb	67695856	60	<50
sub-2020-02-15-0022/sub-2020-02-15-0022_ses-20200215T190926_slice-2020-02-15-0022-abf_cell-2020-02-15-0022-abf_icephys.nwb	27538163	60	<50
sub-2020-02-15-0054/sub-2020-02-15-0054_ses-20200215T230502_slice-2020-02-15-0054-abf_cell-2020-02-15-0054-abf_icephys.nwb	85615815	60	<50
sub-2020-02-15-0002/sub-2020-02-15-0002_ses-20200215T161748_slice-2020-02-15-0002-abf_cell-2020-02-15-0002-abf_icephys.nwb	98716002	80	<50
sub-2020-02-15-0021/sub-2020-02-15-0021_ses-20200215T190549_slice-2020-02-15-0021-abf_cell-2020-02-15-0021-abf_icephys.nwb	56759934	60	<50
sub-2020-02-15-0011/sub-2020-02-15-0011_ses-20200215T171331_slice-2020-02-15-0011-abf_cell-2020-02-15-0011-abf_icephys.nwb	18824980	60	<50
sub-2020-02-15-0016/sub-2020-02-15-0016_ses-20200215T175452_slice-2020-02-15-0016-abf_cell-2020-02-15-0016-abf_icephys.nwb	56970800	60	<50
sub-2020-02-15-0037/sub-2020-02-15-0037_ses-20200215T210109_slice-2020-02-15-0037-abf_cell-2020-02-15-0037-abf_icephys.nwb	67090032	<50	<50
sub-2020-02-15-0009/sub-2020-02-15-0009_ses-20200215T170205_slice-2020-02-15-0009-abf_cell-2020-02-15-0009-abf_icephys.nwb	80030944	60	<50
sub-2020-02-15-0034/sub-2020-02-15-0034_ses-20200215T205714_slice-2020-02-15-0034-abf_cell-2020-02-15-0034-abf_icephys.nwb	15896867	<50	<50
sub-2020-02-15-0031/sub-2020-02-15-0031_ses-20200215T202559_slice-2020-02-15-0031-abf_cell-2020-02-15-0031-abf_icephys.nwb	61666880	60	<50
sub-2020-02-15-0053/sub-2020-02-15-0053_ses-20200215T225835_slice-2020-02-15-0053-abf_cell-2020-02-15-0053-abf_icephys.nwb	52519807	60	<50
