week_start	sub-1/sub-1_ses-1_ecephys+image.nwb	sub-1/sub-1_ses-2_ecephys+image.nwb	sub-10/sub-10_ses-1_ecephys+image.nwb	sub-10/sub-10_ses-2_ecephys+image.nwb	sub-11/sub-11_ses-1_ecephys+image.nwb	sub-11/sub-11_ses-2_ecephys+image.nwb	sub-12/sub-12_ses-1_ecephys+image.nwb	sub-12/sub-12_ses-2_ecephys+image.nwb	sub-13/sub-13_ses-1_ecephys+image.nwb	sub-13/sub-13_ses-2_ecephys+image.nwb	sub-14/sub-14_ses-1_ecephys+image.nwb	sub-14/sub-14_ses-2_ecephys+image.nwb	sub-15/sub-15_ses-1_ecephys+image.nwb	sub-15/sub-15_ses-2_ecephys+image.nwb	sub-16/sub-16_ses-1_ecephys+image.nwb	sub-16/sub-16_ses-2_ecephys+image.nwb	sub-17/sub-17_ses-1_ecephys+image.nwb	sub-17/sub-17_ses-2_ecephys+image.nwb	sub-18/sub-18_ses-1_ecephys+image.nwb	sub-18/sub-18_ses-2_ecephys+image.nwb	sub-19/sub-19_ses-2_ecephys+image.nwb	sub-2/sub-2_ses-1_ecephys+image.nwb	sub-2/sub-2_ses-2_ecephys+image.nwb	sub-20/sub-20_ses-1_ecephys+image.nwb	sub-20/sub-20_ses-2_ecephys+image.nwb	sub-21/sub-21_ses-1_ecephys+image.nwb	sub-21/sub-21_ses-2_ecephys+image.nwb	sub-3/sub-3_ses-1_ecephys+image.nwb	sub-3/sub-3_ses-2_ecephys+image.nwb	sub-4/sub-4_ses-1_ecephys+image.nwb	sub-4/sub-4_ses-2_ecephys+image.nwb	sub-5/sub-5_ses-1_ecephys+image.nwb	sub-5/sub-5_ses-2_ecephys+image.nwb	sub-6/sub-6_ses-1_ecephys+image.nwb	sub-6/sub-6_ses-2_ecephys+image.nwb	sub-7/sub-7_ses-1_ecephys+image.nwb	sub-7/sub-7_ses-2_ecephys+image.nwb	sub-8/sub-8_ses-1_ecephys+image.nwb	sub-8/sub-8_ses-2_ecephys+image.nwb	sub-9/sub-9_ses-1_ecephys+image.nwb	sub-9/sub-9_ses-2_ecephys+image.nwb
2023-08-28	419446924	0	0	2091664	0	0	0	0	0	0	0	0	5255248284	0	0	0	0	0	0	0	54536448	0	0	66295728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-04	201240176	221906568	359151664	1433472	523006664	0	0	0	0	263191880	0	332059624	7349932092	0	0	0	0	100155416	230621736	0	0	213931648	0	0	25582000	0	0	0	228744632	0	538972688	0	0	132778728	0	0	0	0	0	129708416	0
2023-09-11	0	0	0	1621304	0	0	0	0	0	0	0	0	4620410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-18	0	0	0	1401936	0	0	0	0	0	0	0	0	5246666736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-09-25	0	0	0	1511296	0	0	0	0	0	0	0	0	1822039512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	0	0	0	264816	0	0	0	0	0	0	0	0	4624275228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	201240176	0	0	0	0	0	0	0	0	0	0	0	4500727140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	0	486088	0	0	0	0	0	0	0	0	3153293088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	200848	0	0	0	0	0	0	0	0	575815320	0	0	0	0	0	0	0	54536448	0	0	57907120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	60987948	0	0	142917816	0	0	33554432	0	0	0	0	0	4767475716	218103808	0	0	0	0	0	0	27268224	0	0	33147864	0	0	0	0	0	0	0	0	0	0	103672304	0	0	0	0	0	0
2023-11-06	0	0	0	87152	0	0	0	0	0	0	0	0	3887310228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-13	0	0	62520096	5242888	0	0	0	0	0	0	0	0	3038981628	0	0	0	0	0	0	0	27268224	0	0	33147864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	201240176	0	359151664	8883088	0	615628696	71553336	124567248	0	0	0	664119248	0	0	166473608	0	94691648	0	0	365508952	27268224	427863296	342954064	33147864	51164000	0	0	455702944	0	276630680	0	258721152	383474360	0	0	0	122680992	267150308	0	259416832	0
2023-11-27	201240176	221906568	359151664	264403456	404225376	0	0	0	139720400	59612280	54764688	0	32950524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	50976424	55162376	85514644	60133628	59033908	26910492	29610296	33396340	46810060	22667760	31397608	29077260	47045944	37215172	56752736	8436352	26374304	58648532	31392296	8993112	6296704	30430848	7409744	27904984	9853360	27894480	9909688	52428800	17087344	60430640	18883616	56068864	11974000	45356496	16503776	48770128	17823392	51955656	10485760	49701632	20268704
2023-12-11	554160044	0	359151664	176008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27268224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	257577056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-25	10022724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	219633300	221906568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54536448	0	0	33147864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	384740976	450761624	359151664	264088224	523006664	862036296	0	0	0	263191880	298784488	267948228	200380808	56402388	82587528	0	47345824	121965996	230621736	365508952	0	0	0	33147864	0	75080400	0	0	0	276630680	0	258721152	0	132778728	128838128	118756904	0	267150308	515637496	0	104506192
2024-01-15	201240176	138017192	0	264088224	523006664	0	0	0	323444768	263191880	597568976	664119248	525594576	923934800	166473608	364952192	94691648	200310832	230621736	731017904	27268224	641794944	685908128	0	76746000	75080400	198077296	455702944	228744632	553261360	1616918064	517442304	383474360	132778728	257676256	237513808	122680992	534300616	0	129708416	104506192
2024-01-22	1166397978	756485956	465706178	376524568	1335458477	1317782900	317629480	431166216	653857078	507507472	688529484	726639389	313549848	505760168	40352928	819140716	170309572	246401068	332683556	788335172	103887620	287053852	49455888	155821564	95751080	130587448	42471520	296868700	527852584	69517476	124707800	70386960	228089208	70897072	103745996	22993308	62633032	74182756	52042668	48234680	40612132
2024-01-29	263996840	0	718303328	264088224	1046013328	0	143106672	249134496	646889536	263191880	597568976	664119248	525594576	923934800	332947216	729904384	94691648	100155416	230621736	365508952	27268224	427863296	342954064	33147864	51164000	75080400	99038648	683554416	457489264	553261360	538972688	0	383474360	132778728	386514384	118756904	122680992	267150308	1031274992	389125248	209012384
2024-02-05	0	0	227136744	209515092	0	0	0	124567248	0	0	0	28889028	0	461967400	42973248	364952192	47345824	100155416	230621736	365508952	54536448	213931648	342954064	33147864	25582000	75080400	99038648	227851472	228744632	276630680	538972688	258721152	383474360	0	0	0	61340496	267150308	0	0	104506192
2024-02-12	89571836	35308812	12708552	331364940	383156292	16966572	645272400	239497248	951076916	67014684	368222968	350008816	291096744	27251328	186388040	6419784	71518276	108998996	841221804	434488876	27316836	0	158332836	6354276	69406852	0	25089564	694122768	329495936	24762024	552598352	10485760	25744644	18546764	167225816	48606936	168355560	564023880	537255136	129708416	286945972
2024-02-19	1058765281	418880960	17210684	264088224	1072536900	825340312	143106672	124567248	476528800	270856068	303967696	996178872	788391864	461967400	332947216	1094856576	142037472	224221252	264827724	1108307737	81804672	427863296	685908128	66295728	25582000	242028660	99038648	455702944	457489264	553261360	1077945376	517442304	1150423080	265557456	257676256	237513808	122680992	534300616	1546912488	389125248	209012384
2024-02-26	1264770716	275333274	395294200	271654748	537533588	624681460	87275256	131037038	360227212	307130615	305185697	719436372	305373700	17671976	175161868	400882272	66593158	220765846	237040354	738607440	27268224	236973826	342954064	88142124	32329324	112649226	112273960	253424334	457489264	308558993	23672648	286508262	400339420	149078752	152973430	121753634	150111319	563349028	541873720	165023842	131600788
2024-03-04	224495516	228260844	0	15728640	0	117193812	71553336	0	0	0	0	0	0	103633656	0	0	0	0	0	0	0	0	0	0	0	0	202943784	0	0	0	0	0	0	0	0	0	0	267927720	0	278081460	0
2024-03-11	30812916	4735108	12252464	153487544	332893416	7404764	22937572	15515504	339142652	12780064	464553224	10509736	231719996	5929144	263325324	343629432	17170188	18750264	43352744	293281728	5242896	266891376	213577032	29594136	2962964	21690072	10614596	34616872	19010280	2161764	6410920	262581676	12650408	4266728	302735884	28510588	184739944	12081172	6779016	12063868	16837988
2024-03-18	24710680	31106388	31443912	15538860	28506768	15886532	382898888	11230860	28482120	28176220	33756780	9904440	28547448	25582884	24800840	24448920	179729752	179517328	34680220	39693384	20934480	28576764	22249116	10830140	20564420	31290860	16050960	22480032	22083924	16207452	13941948	42920652	14361928	14887732	25398428	281510100	14754068	18562676	23503620	35133080	22002204
2024-03-25	15684740	11109836	15787572	8197476	541068632	630991460	82528240	318371440	5214184	14710436	29077156	13848268	16454984	9303476	23961360	19364832	21387132	108369324	16285360	376054624	20145268	28003936	7357848	167347952	24842636	279128088	106397880	244060976	245432488	16207452	18636012	274408932	399227632	12249996	14042128	282999740	15212624	12101296	531214648	14891108	172682420
2024-04-01	125243536	6354276	11201940	7865448	324401912	7845004	4817152	6616308	6747324	5539316	9658232	1205224	10389256	6518716	6616308	1022592	0	929816	11830816	7663320	0	5961228	0	4475864	801200	0	5328484	0	6378688	8660544	4639812	6042420	1522360	10686512	3691864	10947244	3668448	102740456	6550800	10229644	0
2024-04-08	201240176	221906568	902882316	0	0	615628696	311237448	124567248	323444768	263191880	597568976	0	0	502404460	352526224	364952192	0	100155416	230621736	535642216	204046056	0	342954064	33147864	0	75080400	99038648	227851472	0	276630680	538972688	517442304	0	295888492	128838128	237513808	0	267150308	515637496	129708416	209012384
2024-04-15	231778104	562821808	392063384	544826688	1051235728	1333966968	147792808	5752532	329864552	527534040	316004696	811070136	280523440	475102424	332947216	730926976	99473732	247616992	471829636	366883504	56439296	233174256	1134079356	38191980	25582000	79709600	106113512	233157620	233944176	558122440	545119184	263518920	383474360	265557456	260434064	124849148	122680992	272873416	679754716	570169688	107454052
2024-04-22	497828092	235803544	57700448	316517024	52428800	630537928	130773928	143015024	383131744	251283036	361579704	346061752	458513744	473641080	49831696	381824896	52748608	111722568	287812420	365508952	39861632	200373384	342954064	88957832	45288720	17408720	9909688	556387036	8543672	621437340	704641440	477907928	5987000	22678248	137090016	143141968	190253212	293128136	520880376	154559232	114640544
2024-04-29	287598244	388749807	379197112	220658556	20241972	160597356	40876992	72058800	187989256	42449184	210701724	39108276	0	0	0	180109104	0	0	0	0	0	0	0	0	0	189838884	0	0	195513120	0	0	0	164911248	0	0	0	0	0	0	0	0
2024-05-06	23844912	0	0	0	60030512	0	162297648	0	194510328	0	0	107058696	0	0	0	0	0	0	0	0	144763044	0	148899684	0	0	0	0	0	0	0	0	0	0	0	0	238020320	0	0	0	137516260	0
2024-05-13	603720528	695329320	718303328	528176448	1569019992	645762376	214660008	624459816	323444768	526383760	609753464	332059624	525594576	461967400	580611040	729904384	94691648	300466248	461243472	731017904	81804672	213931648	685908128	114248400	208760992	0	232833596	331881052	228744632	276630680	1196916892	776163456	766948720	132778728	386514384	118756904	122680992	572182864	1031274992	129708416	313518576
2024-05-20	0	218412660	0	0	0	0	0	124532752	154046940	0	52883580	0	0	0	0	0	0	0	0	0	0	0	0	128751216	0	0	124174908	0	0	0	0	0	0	0	0	0	0	117783384	0	0	0
2024-05-27	403591088	0	0	0	46107996	0	0	0	0	0	0	0	0	0	266258460	0	0	251793480	7795452	0	0	0	18800796	0	0	0	0	0	0	0	0	18931812	0	0	229427640	0	148712148	334600684	0	0	155085048
2024-06-03	201240176	0	28850224	149844408	0	0	0	0	0	0	0	0	135357532	0	0	110071416	0	0	0	0	0	0	0	0	7860960	137323392	140822928	336878872	0	181859580	0	0	184133352	0	0	0	0	0	0	0	0
2024-06-10	687374244	221906568	359151664	0	1046013328	615628696	71553336	124567248	323444768	0	298784488	332059624	525594576	461967400	332947216	364952192	0	100155416	255056220	365508952	27268224	213931648	309900016	33147864	25582000	0	146121000	9564168	0	433514176	284106668	776163456	383474360	132778728	128838128	356270712	122680992	267150308	515637496	0	209012384
2024-06-17	461099315	439551377	319968369	0	606695300	424115776	93855872	183443527	291044646	195454890	272941807	259735596	315162163	514764449	251097652	336803783	76855906	126691002	198799338	454887751	53119492	280065426	398048484	95214196	67106780	102853346	175682980	276688109	322901736	200390504	473992180	297291354	339333111	228427251	134865880	160347462	96070590	388055637	628319867	224380758	192886117
2024-06-24	0	0	20110956	264088224	523006664	0	0	0	0	0	0	332059624	0	0	0	0	0	100155416	0	0	0	0	342954064	17556144	0	20700528	0	0	0	0	0	258721152	766948720	265557456	0	0	17687160	0	0	0	0
2024-07-01	201240176	221906568	718303328	0	523006664	615628696	71553336	124567248	323444768	526383760	298784488	0	262797288	461967400	0	729904384	47345824	100155416	230621736	365508952	54536448	0	342954064	33147864	0	75080400	99038648	0	228744632	276630680	538972688	517442304	383474360	0	128838128	0	0	267150308	0	0	0
2024-07-08	214672060	229769592	14296640	7533924	634626300	1556376	77570672	6419784	0	108640632	308683488	971752	6027240	7734444	6354276	1227392	6419784	0	14086368	0	7074864	6182528	1249360	0	0	12949416	1258936	13235136	0	4000920	8455604	12958184	6354276	12975672	0	12192344	1309520	6485292	1179896	12330500	0
2024-07-22	440393987	40218384	0	274110948	12577536	625782436	12774060	124567248	11725932	0	298784488	0	274654236	10088232	0	377005664	2554812	0	10022724	365508952	66917460	10022724	356252188	0	0	10939836	0	11594916	12184488	0	549060920	12249996	10677804	0	141153632	128845136	71428728	267150308	11725932	139731140	116625172
2024-07-29	12321248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383474360	0	0	0	0	0	0	0	0
2024-08-05	14804808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101042008	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	209542368	210301188	235063212	240631392	186165572	637377352	0	0	323444768	0	0	0	262797288	0	0	177591192	47345824	0	230621736	131961784	27268224	137450120	140703020	0	25582000	75080400	99038648	89251564	107134252	36749988	52209876	11398392	398541200	48148380	21290100	118756904	0	17032080	475068196	18342240	104506192
2024-08-26	370887576	248695756	744768560	284199180	13887696	1229219476	81641568	144678204	335563748	289526096	13822188	678465500	0	20045448	166473608	729904384	152191212	325948860	0	0	0	234042604	352976788	33147864	37176916	150160800	12446520	489112024	237981260	10219248	551615732	539911548	766948720	285275364	140433044	118756904	81451452	283003244	528149524	10088232	237115316
2024-09-02	0	0	0	217803736	0	101042008	80772044	0	323444768	0	0	270938300	0	789610348	0	0	94691648	130811424	0	0	0	536937344	0	99443592	0	0	0	0	0	0	509056240	0	0	0	41139024	0	0	0	0	0	104506192
2024-09-09	0	188332712	187169072	0	354663696	0	0	0	311729076	0	268550344	0	0	0	0	0	0	0	0	0	33564928	0	217124944	0	0	55681744	0	0	0	210291784	0	0	0	0	0	0	0	0	0	0	0
2024-09-16	39711792	235209332	388001888	270510752	556819992	7454616	35627632	10452384	39761288	16706532	34745808	346648748	551808976	6692944	36983896	377974104	80074404	5783576	31392296	16198992	41431640	458294144	8659104	38571900	10793824	34162080	11168624	254065872	16298112	310846920	13503304	293764940	397870028	28054992	144814872	143141968	10221216	296561580	526187276	164531444	119923328
2024-09-23	269397616	20845464	57700448	28830240	52428800	14909232	59220592	18447776	59686976	12581520	80416868	14002128	52428800	11673680	49831696	8436352	26374304	11026456	41813072	383495176	6296704	60861696	14819488	27904984	9853360	55788960	19819376	52428800	17087344	60430640	18883616	56068864	11974000	45356496	16503776	48770128	17823392	51955656	10485760	49701632	20268704
2024-09-30	603720528	665719704	718303328	792264672	1569019992	615628696	143106672	249134496	323444768	789575640	597568976	664119248	525594576	923934800	499420824	364952192	47345824	200310832	691865208	365508952	54536448	427863296	1028862192	33147864	76746000	150160800	0	455702944	457489264	276630680	538972688	776163456	0	0	257676256	356270712	122680992	801450924	1546912488	259416832	209012384
2024-10-07	201240176	0	58367644	42645708	0	0	0	175356752	5184	0	7795452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10743312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	1287031716	715560724	19128336	264088224	0	615628696	71553336	124567248	323444768	263191880	298784488	0	262797288	4061496	0	231656796	15918444	100155416	230621736	0	0	372212880	86695756	0	25582000	73987204	0	227851472	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	251397192	228031272	399400280	8712564	34468408	7454616	101163632	155736316	40193752	168819344	344138884	352013352	166458864	479923220	151539088	383542284	26374304	15675284	42856196	387996712	16450444	30430848	357045624	27904984	9853360	37982712	9909688	261926832	16404632	40238044	548414496	286755584	10834592	166986384	137090016	143141968	70252192	274356188	515637496	10485760	104506192
2024-10-28	480098012	584299776	389597596	264088224	523006664	615628696	82493172	124567248	323444768	263191880	597568976	332059624	262797288	923934800	166473608	364952192	47345824	100155416	266141036	374502064	27268224	244362496	350363808	94892848	35435360	102974880	108948336	233094352	228744632	319363184	1077945376	0	0	132778728	257676256	118756904	61340496	267150308	515637496	259416832	104506192
2024-11-04	201240176	443813136	718303328	792264672	1046013328	1231257392	214660008	249134496	323444768	526383760	298784488	332059624	262797288	461967400	166473608	364952192	47345824	100155416	230621736	365508952	27268224	213931648	342954064	33147864	25582000	75080400	99038648	227851472	228744632	276630680	538972688	258721152	383474360	132778728	128838128	118756904	61340496	267150308	515637496	129708416	104506192
2024-11-11	201245936	221906568	0	0	0	0	0	0	0	0	0	332059624	8254008	13560156	0	0	0	0	230621736	0	0	0	0	0	0	0	0	0	228744632	0	0	0	383474360	0	0	0	61340496	267150308	515637496	129708416	0
2024-11-18	23454440	228982720	398531212	274570344	12187736	632269464	81381832	138128636	345068680	14740308	331872412	21816180	285071744	489613904	180822324	364952192	47345824	106771724	8188500	0	10088232	221792608	349635880	0	0	81893232	0	234860828	236867624	10022724	6419784	258721152	391597352	137233272	133358180	128910644	0	267150308	525594712	151981136	10088232
2024-11-25	463518520	13950092	359151664	1440000	523006664	615628696	0	249134496	323444768	0	0	664119248	262797288	0	166473608	0	0	0	0	0	0	225811648	342954064	0	0	0	0	227851472	0	276630680	720000	258721152	9105612	136905732	128838128	0	61340496	267150308	0	129708416	104506192
2024-12-02	0	221906568	11267376	0	532701848	0	71553336	124567248	0	0	298784488	521512912	262797288	0	332947216	364952192	75487052	158875672	0	365508952	27268224	213931648	342954064	0	25582000	0	99038648	0	228744632	0	0	0	0	132778728	0	118756904	0	267150308	0	129708416	25165824
2024-12-09	7920000	720000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-16	0	1933216	0	0	0	0	0	45593568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-23	15918444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	279878448	299761152	438641540	340819596	126917668	0	0	190414240	323444768	0	0	211218300	19527656	407893824	0	269745616	47345824	0	230621736	365508952	27268224	0	0	33147864	25582000	75080400	0	455702944	228744632	276630680	136319504	74171776	424340600	265557456	0	118756904	122680992	332974024	515637496	0	104506192
2025-01-20	0	221906568	0	264088224	523006664	615628696	71553336	124567248	0	263191880	298784488	0	0	0	166473608	364952192	47345824	100155416	0	365508952	0	213931648	0	33147864	0	0	0	0	228744632	276630680	0	0	383474360	132778728	128838128	0	61340496	267150308	0	129708416	0
2025-02-03	236876528	0	377166364	264088224	548554784	0	71553336	0	0	0	298784488	664119248	262797288	923934800	166473608	0	47345824	0	461243472	731017904	27268224	427863296	0	0	51164000	150160800	198077296	455702944	228744632	276630680	754709392	517442304	620918048	0	257676256	118756904	61340496	547387880	1006109168	150364928	279964144
2025-02-10	0	0	359151664	528176448	523006664	615628696	71553336	124567248	646889536	0	597568976	332059624	525594576	0	332947216	729904384	94691648	200310832	461243472	365508952	54536448	427863296	685908128	66295728	25582000	75080400	198077296	227851472	457489264	553261360	538972688	258721152	766948720	132778728	257676256	237513808	122680992	534300616	1031274992	129708416	104506192
2025-02-17	1246025268	835770308	1410350320	1547156144	2443002192	2534340224	357766680	511108560	2054866972	384054140	1195137952	1398098696	1349819316	1847869600	665894432	1094856576	189383296	500777080	1153108680	2193053712	136341120	855726592	1714770320	198887184	127910000	225241200	693270536	455702944	1143723160	1383153400	2226930096	717443200	1166385528	531114912	808141056	391141536	368042976	1335751540	1031274992	778250496	731543344
2025-02-24	201933080	443813136	0	528176448	2913413180	615628696	71553336	124567248	0	0	298784488	664119248	262797288	932917368	0	382828708	47345824	200310832	244880976	292280368	27268224	37770880	0	0	51164000	75080400	99038648	227851472	0	276630680	538972688	258721152	764743264	132778728	257676256	118756904	61340496	267150308	515637496	0	209012384
2025-03-03	448794508	1109532840	1077454992	1056352896	1046013328	1846886088	143106672	373701744	970334304	789575640	896353464	996178872	1051189152	461967400	665894432	1094856576	142037472	200310832	922486944	1462035808	109072896	427863296	342954064	99443592	76746000	75080400	297115944	411694708	457489264	829892040	538972688	517442304	712504716	0	257676256	0	122680992	2306395755	1062732320	389125248	104506192
2025-03-10	201240176	221906568	0	0	527850468	0	71553336	124567248	0	263908680	298784488	332059624	512000	462479400	166473608	0	0	100155416	0	365508952	27268224	0	342954064	33147864	512000	0	0	0	228744632	276630680	538972688	521569308	438491959	0	128838128	0	0	0	0	129708416	0
2025-03-17	201240176	0	0	0	0	615628696	143106672	0	646889536	526383760	597568976	332059624	788391864	923934800	166473608	364952192	47345824	200310832	461243472	365508952	54536448	213931648	342954064	99443592	25582000	150160800	0	455702944	228744632	276630680	538972688	517442304	383474360	132778728	128838128	118756904	122680992	0	1036517880	259416832	209012384
2025-03-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27268224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5242888	0	0
2025-03-31	804960704	289605004	718303328	528176448	523006664	615628696	71553336	124567248	323444768	526383760	597568976	664119248	525594576	923934800	332947216	364952192	142037472	100155416	461243472	731017904	27268224	427863296	342954064	66295728	51164000	150160800	198077296	0	457489264	553261360	1077945376	517442304	766948720	0	128838128	118756904	122680992	267150308	1031274992	129708416	104506192
