week_start	sub-1-24/sub-1-24_ses-20210902_obj-1pqhz3d_ecephys.nwb	sub-1-24/sub-1-24_ses-20210902_obj-gedpts_ecephys.nwb	sub-1-24/sub-1-24_ses-20210910_obj-eq8s2q_ecephys.nwb	sub-1-24/sub-1-24_ses-20210910_obj-upm9qh_ecephys.nwb	sub-1-25/sub-1-25_ses-20210813_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-1jk7zjb_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-1rygpfa_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-3bupj3_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-71jgad_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-d0nf70_ecephys.nwb	sub-1-3/sub-1-3_ses-20210727_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-1cywo7h_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-1f1yoi8_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-xqm54w_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1aalqcq_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1h9z86y_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1p3ux5p_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1y5mqix_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-53lvda_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-5jl2rh_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-hylq76_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-pxlgdb_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-swe4ri_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-x8xgp_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-ysgrhv_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-zktbd_ecephys.nwb	sub-1-7/sub-1-7_ses-20210119_obj-17191li_ecephys.nwb	sub-1-7/sub-1-7_ses-20210119_obj-bfdkvp_ecephys.nwb	sub-1-7/sub-1-7_ses-20210120_obj-1aj3rf1_ecephys.nwb	sub-1-7/sub-1-7_ses-20210120_obj-1ddjia0_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-1n1r2yu_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-1u23znk_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-koe30f_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-11z2tk1_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-1f47s58_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-1xrh89s_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-6g7ea3_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-fa5sx0_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-onbtt6_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1a9niuv_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1f7flg2_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1yww5w6_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-pcf9dj_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-s68963_ecephys.nwb	sub-1-7/sub-1-7_ses-20210923_obj-h65eia_ecephys.nwb	sub-1-7/sub-1-7_ses-20210923_obj-ixfar9_ecephys.nwb	sub-14/sub-14_ses-20210819_obj-1428qnf_ecephys.nwb	sub-14/sub-14_ses-20210819_obj-o3qd6c_ecephys.nwb	sub-14/sub-14_ses-20210914_obj-wl2o95_ecephys.nwb	sub-14/sub-14_ses-20210914_obj-zrln2a_ecephys.nwb	sub-14/sub-14_ses-20210923_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-12ituo1_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-d36pfk_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-rb0crf_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-t2pj8u_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-1ujnamt_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-1yfjd13_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-buuqt4_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-mv038z_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1f56z30_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1pz634v_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1y4g3ev_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-5zc4e7_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-126gdr7_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-1g2mqon_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-1yv2dfq_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-15f4pr7_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-1vqhw76_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-j9dzuc_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-mzw91n_ecephys.nwb	sub-20/sub-20_ses-20210924_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-5qmnm7_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-rf8bp1_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-su9yp7_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-16r3w0q_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-czc6s2_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-rjhs9p_ecephys.nwb	sub-23/sub-23_ses-20210819_obj-1utvkyk_ecephys.nwb	sub-23/sub-23_ses-20210819_obj-lc7b7u_ecephys.nwb	sub-24/sub-24_ses-20210823_obj-1dfsrd5_ecephys.nwb	sub-24/sub-24_ses-20210823_obj-dks6eb_ecephys.nwb	sub-24/sub-24_ses-20210907_obj-13ytyag_ecephys.nwb	sub-24/sub-24_ses-20210907_obj-osfcnj_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-15w8syp_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-1aganty_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-797otf_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-txgdv4_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-10maokb_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-17l9gqz_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-ads2n5_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-e5re8e_ecephys.nwb	sub-28/sub-28_ses-20210913_obj-1ms6rfw_ecephys.nwb	sub-28/sub-28_ses-20210913_obj-6iq7g7_ecephys.nwb	sub-32/sub-32_ses-20210916_ecephys.nwb	sub-32/sub-32_ses-20211004_obj-1yg8isq_ecephys.nwb	sub-32/sub-32_ses-20211004_obj-8v2ilt_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-14rhm8a_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-1f3v7sp_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-1m2sf2o_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-5v89rv_ecephys.nwb	sub-35/sub-35_ses-20211008_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-1a67qb4_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-1d48zvc_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-o174ue_ecephys.nwb	sub-8/sub-8_ses-20210907_ecephys.nwb
2023-10-09	0	0	179592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-16	0	0	224704	0	0	0	1071952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546264	0	0	0	0	0	0	0	0	0	0	0	0	821256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	0	0	41592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459792	520232	1308168	0	0	0	0	0	832976	0	0	0	0	0	0	0	0	0	0	0	1518456	0	0	0	835144	556424	835144	0	0	0	0	827256	0	857312	0	1381144	1381144	0	835432	747944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727664	0	0	0	0	0	0	459792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506152	0	0	619192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898568	0
2023-11-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-20	0	0	1956520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	926896	1190792	0	743656	0	613800	0	0	613800	613800	0	0	692256	692256	0	696056	696056	509104	716048	0	509104	0	696056	913176	357904	716048	590752	564664	0	546264	692968	831936	727664	898168	949784	0	638016	683216	809704	459792	520232	0	821256	581392	911184	911184	898624	0	0	0	507392	681736	0	841752	987912	1068232	0	529568	701360	506152	619192	0	619192	0	556424	835144	0	1197944	838112	838112	827256	1043440	857312	1011072	1381144	1381144	510664	835432	747944	912472	0	924896	924896	664840	633480	0	664840	1472288	0	1472288	0	929224	0	0	1285744	0	713384	539472	0	713384	634416	898568	883864	898568	1331624
2023-12-04	0	2381584	173048	0	0	0	1071952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3218544	0	1308168	0	0	0	0	0	0	1387232	1387232	0	0	0	0	0	1068232	1068232	0	0	0	0	0	0	0	0	0	1197944	1197944	0	0	0	1043440	0	1011072	1381144	1381144	0	0	0	0	0	0	0	0	0	0	0	1472288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	0	0	68752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	926896	1562384	924512	1670280	874688	1022800	1427104	1479976	409000	0	2636480	1769568	1077312	0	1432096	388856	388856	0	539864	453584	406704	935360	1084912	1715528	488920	2233992	976704	1489192	1540872	1229192	1771704	1328700	431328	1670504	465968	0	1094848	0	2019512	357392	1892592	1694736	1644568	1334576	2620736	911184	1285248	1270128	363232	1750464	404992	1056272	373512	454704	0	702864	351432	1503872	1095520	403752	1033584	901144	545408	441488	908048	1276632	0	3532120	2123648	838112	1252968	1043440	1202624	1011072	3119432	0	1021328	884128	1219832	0	2225416	924896	1337792	0	1343280	1529000	1380120	2164064	696056	2944576	1472288	1354072	868328	2598112	1649888	1704320	2546336	1004016	400720	1832952	1084048	1797136	883864	386568	410024
2024-02-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1285744	0	0	0	0	0	0	0	0	898568	0
2024-02-26	3674346	0	0	1470692	0	0	0	0	0	0	1830240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504611	0	0	0	0	0	0	0	0	0	0	0	0	0	520232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2119838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	2381584	1922184	743656	0	613800	1071952	0	1227600	1227600	3643847	0	1384512	1384512	1432096	0	1392112	509104	0	636392	0	570080	696056	1826352	0	716048	0	564664	1436848	0	692968	0	727664	898168	1899568	0	0	0	2829216	459792	1040464	1308168	0	0	911184	1822368	0	832976	0	1387232	981875	1363472	3936158	841752	987912	1068232	1068232	529568	701360	0	619192	901144	619192	835144	556424	835144	4279776	1197944	0	0	1654512	1043440	0	0	0	1381144	510664	835432	747944	912472	912472	0	0	1329680	1266960	633480	664840	1472288	1392112	0	1472288	929224	0	956728	0	852160	1426768	539472	1415840	1426768	0	0	0	898568	1331624
2024-03-11	1341792	2381584	1281456	1493232	0	1716304	2373960	998088	613800	613800	1193144	2336728	1769568	692256	1307000	1780968	2351928	893112	1840944	1601272	509104	810264	696056	3015608	357904	408848	1442360	1928760	1129648	546264	2464672	1267008	0	773072	0	2161912	1607768	934136	684608	794488	946296	2366144	1232912	1744176	3132736	0	1285248	832976	2649368	0	809984	374536	2349336	2854864	1361424	3431032	1068232	934040	1277624	0	414392	2066336	1527680	0	987752	441488	2270792	917112	1285536	1676224	702160	1491920	1202624	885976	1381144	2637192	793832	835432	2118736	2225416	1699848	1337792	2262688	1022480	1141864	1266960	357640	1818176	696056	2819480	4416864	1858448	653160	2473016	2571488	0	1301672	464544	400720	994472	2227784	898568	2014496	898568	2948176
2024-03-18	414896	1190792	0	2413936	2247504	1022800	2854208	1889576	1431800	0	2636480	1077312	1077312	2154624	817696	388856	696056	509104	1124896	1543560	915808	701096	1084912	1314352	715808	1432096	976704	1489192	1129648	0	1385936	0	1455328	772336	949784	989904	1094848	376016	1209808	357392	2412824	1694736	0	1162784	911184	911184	2570496	1604880	1750464	2774464	0	1056272	2349336	1296456	987912	1068232	0	974304	1402720	1819808	1033584	1802288	1033584	1718120	1464472	882976	378744	0	838112	447424	425712	896960	6346496	0	1381144	1381144	510664	1277496	747944	0	1312944	2262688	1337792	1687320	1081240	633480	1022480	1818176	1780968	3636352	3290464	1778920	1556512	0	2935632	2556480	713384	1004016	707920	812368	1718464	386568	743728	898568	1331624
2024-03-25	8756960	3124768	2668224	0	0	1636600	1071952	2299176	0	409000	1721360	1155168	1847424	0	1124896	2865880	1473768	1934016	408848	907168	2340720	570080	1084912	1715528	1431616	1432096	1157856	1489192	718424	0	771536	1663872	2880328	386168	9479992	989904	2008512	1742448	2419616	1174576	852128	3389472	1232912	1465592	2221552	1310368	1285248	2540256	2113696	2113696	809984	2794280	373512	0	0	1054296	351432	2033440	1489680	1575688	414392	3043036	0	835144	556424	0	3532120	2395888	5085408	1285536	1252968	11926320	1714624	1011072	8644008	3476576	816528	442064	1219832	0	2225416	2675584	1337792	2709800	1081240	2162480	357640	5454528	2477024	0	2944576	3132992	1925168	1641384	364144	2044480	713384	1543488	1509360	1119568	1718464	898568	2139592	3082272	1230072
2024-04-01	414896	371592	640728	743656	0	409000	355152	1889576	0	613800	403120	692256	0	770112	716048	696056	388856	509104	0	0	915808	365280	696056	0	357904	0	0	5081976	0	0	1078736	435072	431328	898168	0	0	456832	683216	0	0	0	386568	0	0	1310368	399184	898624	0	0	1750464	0	681736	987912	0	373512	1068232	0	529568	8810480	506152	414392	0	619192	0	351624	0	1576688	0	447424	0	827256	1491920	0	0	357144	0	510664	1277496	747944	0	1312944	412896	412896	664840	1081240	0	664840	1472288	1473768	1472288	345888	2283296	4259936	956728	0	0	713384	0	0	406184	0	0	371864	386568	1741648
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1789520	0	0	0	0	0	0	0	0	7185344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3367008	0	0	0	0	0	0	0	0	0	11692016	0	0	0	0	0	0	3309024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5889152	0	0	6697096	0	0	0	0	0	0	0	0	0	0	0
2024-04-15	926896	371592	0	8180216	10727536	0	0	766392	613800	409000	915120	3846336	0	1077312	0	696056	0	406704	1840944	636392	1322512	365280	1084912	401176	715808	1124896	385952	0	1129648	887728	385768	0	1158992	898168	949784	341352	456832	0	400104	0	520232	1308168	0	376592	399184	0	1285248	874304	1387232	13872320	809984	0	987912	841752	1361424	0	13170216	3706976	0	506152	1238384	0	619192	441488	0	441488	9962296	131016	838112	0	0	0	0	396672	0	1738288	510664	1277496	0	912472	0	412896	0	357640	1081240	0	0	7707328	388856	1472288	0	424848	0	0	1285744	852160	0	539472	400720	713384	634416	898568	0	386568	1741648
2024-04-22	0	0	6407280	0	0	0	0	0	0	0	0	0	0	0	0	4872392	0	0	0	4454744	2036416	0	0	6392232	0	4296288	0	0	0	2185056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7086128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4177160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10376832	0	0	0	0	0	0	1642512	0	0	0	0	0	0	0	1522176	0	0	0	0	0	4272928	0	0	0	0	0	0	0	0	2505432	0	0	0	0	0	0	0	0	0	0	0	0	0	9124720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7133840	0	0	0	0	0
2024-05-06	4634480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5568448	0	0	0	0	0	0	0	0	0	0	2953760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5813920	0	0	0	0	0	0	0	0	4939560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7304080	0	0	0	0	0	0	0	3649888	0	0	0	0	0	0	0	0	9744784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	1281456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2850400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3036912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5740368	0	5965120	0	0	0	0	0	3594272	0	0	9321368
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4176336	0	0	0	0	0	0	0	1073712	0	0	0	0	0	0	0	0	8083512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13887016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8212248	0	0	0	0	4434360	0	0	0	0	0	0	0	0	0	0	0	0	7787120	0	0	0	0	0	0
2024-05-27	0	0	0	0	4677360	0	4287808	0	0	0	10066320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3823848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11097856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835432	0	0	0	0	0	0	8235240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713384	0	0	7954776	4492840	0
2024-06-03	4634480	0	0	743656	935472	0	0	9196704	613800	0	0	692256	692256	0	0	696056	0	509104	0	0	509104	0	696056	0	0	0	0	564664	0	3277584	0	831936	727664	0	949784	0	0	683216	0	459792	520232	1308168	0	0	0	0	0	0	0	0	0	0	987912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5028672	9099816	0	0	0	8286864	0	0	0	0	0	0	0	0	0	0	0	4653880	0	0	0	1472288	0	0	0	1285744	852160	713384	0	707920	2853536	634416	898568	0	898568	0
2024-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4090416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3352448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713384	0	0	0	0	0	0	0	0
2024-07-08	1853792	1737368	509656	743656	0	613800	0	504248	131016	482728	0	0	430112	1122368	0	696056	0	509104	1169952	1141712	509104	439008	696056	519960	0	0	459680	0	456280	0	0	1270656	465520	898168	0	1166032	638016	0	570832	0	0	521736	821256	581392	517968	0	0	0	0	0	0	0	463624	0	463624	0	1631832	529568	439216	506152	488120	1409072	1107312	441928	556424	0	2319704	0	0	444896	0	1043440	0	1497856	1844784	463640	510664	0	485800	519256	1431728	1463968	924896	543248	0	0	543248	1472288	0	585280	2057568	0	1294368	956728	0	0	1164624	539472	707920	451240	1137760	898568	883864	898568	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-29	0	0	640728	743656	0	0	1071952	0	0	613800	0	0	0	692256	716048	696056	696056	0	716048	0	0	570080	696056	913176	0	0	590752	0	718424	0	0	831936	0	0	949784	648552	638016	683216	809704	0	520232	0	821256	0	911184	0	0	832976	1387232	1387232	0	0	0	841752	0	0	0	0	701360	506152	0	0	619192	1670288	556424	835144	1197944	1197944	0	0	0	0	857312	0	1381144	0	0	0	0	912472	912472	0	924896	664840	633480	0	0	0	696056	1472288	0	0	0	956728	1285744	852160	0	0	0	0	0	0	883864	898568	1331624
2024-08-26	0	1190792	0	0	0	1227600	3215856	0	1227600	613800	915120	0	692256	692256	716048	0	696056	509104	1432096	636392	0	1140160	0	1826352	0	716048	1772256	0	0	546264	692968	0	1455328	898168	0	648552	638016	2732864	1619408	459792	520232	3924504	821256	1162784	1822368	911184	898624	1665952	0	2774464	1014784	2045208	987912	841752	0	1068232	0	1059136	1402720	0	1238384	1802288	1238384	0	1112848	0	1197944	0	838112	0	827256	2086880	0	3033216	2762288	2762288	1021328	835432	0	131016	912472	0	0	664840	633480	633480	664840	0	0	2944576	1472288	1858448	778256	956728	1285744	0	0	539472	707920	713384	1268832	0	883864	898568	0
2024-09-02	0	0	0	743656	0	0	3215856	0	0	0	0	0	692256	692256	0	0	0	0	0	0	0	0	0	0	0	716048	0	0	0	546264	0	0	0	0	0	0	0	2049648	0	0	0	0	821256	0	0	911184	0	0	0	1387232	0	0	1975824	0	0	2136464	0	0	0	506152	619192	0	0	835144	0	0	0	0	0	0	0	1043440	0	0	0	0	0	0	0	0	0	0	0	0	0	1266960	0	0	0	0	1472288	0	0	0	0	0	0	0	0	0	1268832	0	0	898568	0
2024-09-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716048	0	0	1527312	0	0	1018208	0	696056	913176	0	0	0	1693992	0	0	0	831936	0	0	0	0	638016	0	2429112	0	0	0	0	0	0	0	0	0	0	4161696	0	0	0	0	0	0	4272928	1588704	0	0	0	0	0	0	0	0	0	1197944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664840	1472288	0	0	0	0	0	0	0	0	0	0	2123760	0	0	0	0	0	0
2024-09-16	543072	1190792	1150384	481512	560224	1096528	1642992	504248	482728	1096528	0	0	0	1122368	716048	1129968	433912	1018208	453904	505320	509104	0	1129968	913176	357904	453904	459680	564664	0	546264	0	831936	1193184	1403120	0	1814584	506944	1263216	0	919584	520232	2616336	0	0	0	0	898624	439760	1387232	2774464	0	1258776	0	0	1451536	1068232	1068232	529568	0	506152	1107312	0	1107312	0	981776	441928	2395888	1758824	444896	0	0	2086880	0	2022144	1381144	2762288	1021328	835432	1233744	0	0	924896	539072	543248	502408	502408	0	2944576	433912	2944576	2944576	1095456	0	0	2571488	0	1164624	554656	0	451240	503344	1403920	0	505352	4560968
2024-09-23	0	2381584	0	0	0	0	2143904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2616336	0	0	0	0	0	0	2774464	4161696	0	0	0	0	0	2136464	2136464	0	0	0	0	0	0	0	0	0	2395888	2395888	0	0	0	2086880	0	2022144	2762288	2762288	0	0	0	0	0	0	0	0	0	0	0	2944576	0	2944576	4416864	0	0	0	2571488	0	0	0	0	0	0	0	0	0	2663248
