week_start	sub-despereaux/sub-despereaux_ses-despereaux-03_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-04_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-05_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-06_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-07_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-08_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-09_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-10_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-11_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-12_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-13_behavior+ecephys.nwb	sub-despereaux/sub-despereaux_ses-despereaux-14_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-06_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-07_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-08_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-09_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-10_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-11_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-12_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-13_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-14_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-15_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-16_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-17_behavior+ecephys.nwb	sub-jaq/sub-jaq_ses-jaq-18_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-03_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-04_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-05_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-06_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-07_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-08_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-09_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-10_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-11_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-12_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-13_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-14_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-15_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-16_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-17_behavior+ecephys.nwb	sub-montague/sub-montague_ses-montague-18_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-07_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-08_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-09_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-10_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-11_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-12_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-13_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-14_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-15_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-16_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-17_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-18_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-19_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-20_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-21_behavior+ecephys.nwb	sub-roquefort/sub-roquefort_ses-roquefort-22_behavior+ecephys.nwb
2025-04-14	0	0	0	0	2326645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	16926408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	0	0	0	161406886049	0	89266288454	0	0	0	0	0	218539827424	0	157848397442	158292822892	379443160248	90458160392	0	155663887866	0	0	0	0	159335404793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	819200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163598411780	0	0	0	187781807995	0	0	0	0	158454878614	166760536795	0	0	162933828029	0	159773940199	0	0	0	0	171402983080	0	0	61096275480	0	165881306459	161965297366	158054890805	0	0
2025-05-12	10485760	20971520	31457280	52428800	10485760	0	20971520	31457280	10485760	10485760	20971520	51300364	378005610836	29731320	31457280	73400320	90458148976	161025994430	31457280	160580313787	20971520	163488313080	160280725338	20971520	149038107169	52428800	147742573017	62914560	41876428	40018236	50636724	52428800	52428800	161078765961	163570362091	10485760	158505513898	52428800	165458553330	31457280	0	20971520	52428800	41943040	41943040	31457280	30727028	31457280	41943040	31457280	31457280	31457280	31457280	31457280	31457280	31457280	41943040
2025-05-19	0	0	0	0	0	0	0	152023205610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160559419397	0	0	0	0	163501994163	0	0	0	165437569542	0	0	0	159773921407	0	189812101054	0	0	171402944236	163767589039	168007806713	0	0	0	161965270606	0	158422313831	0
2025-05-26	12808252	199669973973	0	0	0	0	0	0	0	141367410769	155799528559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-02	0	0	0	0	0	17254640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	69120000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	0	0	0	0	2628728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	66332376	45513592	58069761	64116856	46123640	83691888	95386810	80733000	69177224	108517988	94300820	64161796	94458434	123278686	52401104	69791336	60720440	81431746	49235512	77984459	49088416	88702120	66288074	80476088	90141256	36806880	223454858	94735048	104434072	79076920	66604145	63512792	62791476	103476593	81722660	48871269	37065596	61868296	57747928	86104493	67345741	45797936	68158788	83397552	37260142	66456624	54868267	31612524	24802168	58019541	51065920	48436296	103544016	111701152	59406305	69961743	110308871
2025-07-07	0	0	0	0	0	0	0	0	0	205196474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37829752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	82802000	82673576	61342168	34299521	64484485	19984142	75316276	97726600	60685088	83390481	63039176	110967508	118361984	57493930	65640952	52512564	97230992	79543028	60115304	79664384	57742040	115334732	105296768	72673544	110281856	90426440	88065860	99857608	102397872	38682688	54242377	58355176	91247872	54700568	161356656	62819837	76371016	49030728	58196276	31918024	24572396	81888939	29823656	35194424	96929918	59487288	127553160	44873228	47817992	76238856	92891424	82739408	42268200	59271528	103653733	63694672	110467611
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43435638964	0	0	0	39779918960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12803920220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	412381778504	0	156375515432	45418533932	82832648318	0	0	0	0	160508457740	31918146048	17863032848	117345592156	0	0	1560890248	453197033608	0	0	196498612308	0	67030873218	0	12917061684	194992960428	254909258533	147578574184	0	96237213736	371935475617	301063498768	0	45006884228	70083818352	26539165368	0	0	77070336000	0	93795123200	13726865944	0	0	114437812536	0	173139222319	0	0	0	0	0	0	0	108894617600	0	0
2025-08-04	0	629433075713	103127449600	125231014049	0	50226790400	62390272000	33082572800	0	158350955421	80216064000	381745765184	88218923178	0	0	269890154176	0	56360960000	0	0	0	0	0	0	87189094400	64903620795	13769129	0	0	53896806400	0	243930751180	83823214960	52834268137	150027804083	120110508837	249733242650	226328171926	0	83061323029	0	219510328	135999125772	0	351137383040	49650072856	197064436	0	0	81579212800	113668409836	0	0	118767967612	133521775636	118474600	0
2025-08-11	121129415492	0	69961445953	0	33921433600	0	82505811330	178658500048	72508680028	0	0	108789760000	0	0	69415637100	0	43744088176	0	169197452204	0	101265216507	0	75654758400	168244019200	80712980808	0	0	0	0	0	0	0	0	0	0	0	0	0	95367987200	85983232000	0	149631795200	0	80213977500	89758105600	263767897081	0	167575346628	86487549559	162381667388	137152796880	0	83672853959	0	0	0	0
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53372518400	0	0	80425779200	0	165360435200	0	0	0	0	22993725	82648344580	142346835833	0	0	91960087712	68996300800	67252185481	0	0	0	0	0	0	0	0	71507227598	0	117178368000	0	0	0	88532261039	0	0	146433638400	0	0	0	0	117639766696
2025-08-25	0	0	0	0	0	53372518400	0	136084863162	0	0	0	93795123200	98618572800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69202144037	0	0	84043366400	67699684629	0	0	0	0	0	0	0	90544537600	0	0	0	0	102994460611	0	0	0	0
2025-09-01	0	0	0	75790644177	0	0	76441190400	0	54578380800	57147392000	73767321600	0	107007180800	73557606400	0	75757330896	0	68258542322	0	128340275747	0	80682277988	55574528000	0	0	160009463995	0	0	0	0	74553753600	0	0	0	0	66003975717	86559948800	0	0	80740352000	0	82287895843	0	73974966012	93428121600	0	0	69677875200	0	0	0	0	0	93805633224	0	0	0
2025-09-08	64277708800	0	0	100927647457	0	0	0	0	0	0	0	0	0	0	76011299744	92151583324	0	0	0	0	0	0	0	0	0	0	88048137045	0	0	71640174597	0	0	94582271164	77384908800	0	0	72314358774	0	78038759942	0	0	0	0	0	0	0	0	0	0	0	0	0	72666316800	0	0	147726838631	0
2025-09-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7514599	0	0	0	6747139	0	0	0	0	0	0	0	0	6052343	22452530
2025-09-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25340983	0	45868495	0	0	0	36699689	0	0	0	0	0	0	0	0	26784349	40856856
2025-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6562645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	66880900	32928310	10518849	26985050	22316200	13184718	17804572	25893562	21664328	14623009	30113741	25498272	29920314	15814410	29099480	17406692	11192524	24208856	19810494	27145234	19118975	37532980	43575942	10323193	0	4114568	244443706	17710856	15512433	8295500	15305857	15127495	10974532	4247296	0	6675237	7160214	4048204	6695410	6833429	4446388	6973679	12093715	4114568	0	7057493	17542482	0	11280127	4247296	4114568	4247296	12371427	6385366	0	15210575	7078515
2025-10-13	6697880	8826412	16657674	8826412	13423396	12985626	17937300	6750874	21929784	12522290	10657311	15003096	33968518	20194434	25433436	30698816	8892776	28787972	15695926	13539435	18588891	29490496	43642306	29008250	14700250	12883047	25287234	21891788	26578478	17122766	8361864	6831995	17834496	11777617	8295500	13483202	11274782	34554017	17505388	24681219	18243390	11353703	23324698	18332920	7066530	14114986	15308095	11447284	18512050	7617141	13854024	22811828	12371427	10964482	11363773	14414207	11193083
2025-10-20	11276996	12316405	4114568	6258849	16749594	8937422	11291390	4114568	11097620	0	0	0	4114568	11699842	16806116	18402152	0	4048204	11382266	4114568	14341595	4446388	4114568	4114568	11531057	4048204	6471765	10846348	7084205	4114568	6811265	10946563	11173624	0	0	6675237	0	0	4114568	11279817	11145797	0	11629167	0	0	0	11259891	4313660	7165559	2190012	4180932	0	12968703	6385366	0	4645480	0
2025-10-27	28062204	45151052	27840163	41493668	8361864	32608862	38311048	26840912	30026192	35530092	38303806	31461368	86631984	27514252	71538124	79268872	52710784	37076470	45529064	47520161	35186862	60984352	45235042	55892852	58451653	32875473	35740839	19340940	54848934	48712884	44698792	56060095	57045252	19542205	27183294	25003011	48277502	57693426	35541688	20305321	26339798	26490154	34953865	27615652	36696820	27630333	31235852	30559104	39944116	37731678	31573212	64453644	32999713	26441716	25862183	34681665	23802243
2025-11-03	66533788	97801236	68953126	79577674	44674460	56080000	68279252	52469018	62168996	57718597	128078783	99778916	148397168	134631466	109530380	115058392	66603852	80530886	94507376	86545730	107830904	75451704	116135320	92400234	69385434	73175283	71117951	76787168	58797896	74662062	55425533	66011198	81865388	59383822	57883880	44420136	61543204	64794374	87143464	57529336	59508378	76019534	63904036	87923532	79661330	59819236	53202336	54947368	70735259	89687459	46662996	86088308	79830861	82170124	112540600	70557882	63906662
2025-11-10	54398944	71111142	65668263	56180745	60378480	64774894	61301522	42001760	57162032	49798352	51561091	68374248	117405180	79204778	66162640	66574024	87572264	96377878	87870976	54755016	64593085	55173364	104456084	68406057	52245995	80492185	58041693	49026332	57818571	62284749	78960526	55130999	89787176	57795072	63432510	34730992	41655298	58636940	89525214	76103004	41998347	76683174	71750455	95040936	67383990	92074503	97511896	57003640	53346138	70589346	53017888	106776488	75290386	85459480	69908102	54882759	63840298
2025-11-17	32901892	63279362	40117503	39788837	35631088	27077722	35741872	33440804	24267356	39887187	36750141	12675524	145078968	43793210	79716920	43573432	36474596	25210490	48813242	40684669	62342852	44434836	43310486	64387444	54137993	51001276	32356275	30519108	32716844	41180997	33573867	37684261	30775476	59516550	48991104	21579610	38263636	50142348	26199072	31581012	29521915	53317587	34637512	29357572	53649114	43516601	19489027	42205480	44256023	37783323	33257468	41509088	41389300	21066232	61678966	23041527	45701428
2025-11-24	32901892	17028249	52726973	41141215	26340128	30418850	24649574	21000880	32828312	20751426	26170972	51318700	70040984	55691316	56523836	69825860	38023960	39266482	63248252	61192324	65794608	23903480	42655248	68140601	31755798	46621252	36006295	38246348	29614479	12941834	42533007	52144619	49521648	34005571	49507387	19350761	37069084	38801313	50466234	22095086	30653458	42157517	31354742	29623028	60285514	23140490	40504823	34540944	39942363	53961420	44763596	36407754	45769324	39794474	46118732	30567097	11392175
2025-12-01	30584036	31866486	47185424	33529988	21145868	32807954	29484636	39679020	35298612	22476890	55913822	47464756	51744220	39678642	30012552	60980124	19000484	46964706	65504628	44865601	45155404	63692836	45442536	47892399	50023425	37720045	25818146	63721792	38772711	43735584	41869367	28400295	30576384	38916507	57990662	56509694	52856618	18832958	47280762	20039865	36420416	26689246	47246672	45226796	31520428	48560265	40128628	27141864	49699624	39309695	33921108	64860522	67033527	30821740	21747615	45432633	55412070
2025-12-08	6409746040	6471261592	61683287	6065063119	5420623636	26701256	41506030	33108984	6053218092	15220285	19589158	39164424	74155552	36937940	57867140	43990940	27096892	18973102	27940924	27211598	79765430859	46371832	19038066	38166482	68861147170	17860347	25419962	28424476	21252615	39288368	36204200	37750625	8693684	25643707	30090337	17558933	52591162	56764330	36677230	24220797	29389187	27894716	59406751	56583268	32847708	37189112	26236166	46850960	18711142	34782224	48106952	27324580	37512465	25114436	27704846	27514353	41586860
2025-12-15	16032826900	317462283285	319931510837	4621314734	3759013628	103030085078	148939137978	66176510	80442274212	215196577830	155858537933	85756784	189111005330	171854789784	158361495804	93546918760	126717119960	161223989348	14855071212	103463834	86140472	15125013076	13762720846	68634740	85742522960	185098135427	69021110	163656053932	239180896287	327391803886	236698817974	87523625	161434848736	161106364669	5028037637	165499327882	4928096882	166797740489	4001999096	160019149292	63828748	79386371413	151816373	147646163480	66457366	163195919519	142659746095	135651585628	163824387858	168037773803	165139747248	321028916156	127226794389	127311781630	67487940	122972223	124063856062
2025-12-22	0	0	0	0	0	38003539968	78721843200	0	0	0	0	0	0	0	0	0	0	82074140672	0	75128373248	67293413376	70823554808	0	0	0	0	0	0	0	0	0	68362960896	0	0	80681631744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76720262870	0	0	0
2025-12-29	4778208	89880879874	91284631180	11236149	0	0	4114568	6219962	11031256	4114568	0	13343996	0	0	64932073216	13292124	11126160	10080326	74083679482	4844572	0	14546156	14392586	155635778809	15844717	4380024	0	6731780	0	78518844677	6811265	4844572	76934725580	7132137	6888883	0	7160214	12137403	0	0	75869235221	0	71311776007	11157380	0	75497472000	4977300	4380024	7165559	0	74390175744	13927746	0	10632662	79326646970	14414207	0
2026-01-05	30053124	30500141	43136910	44567045	27510432	31125926	41970578	42930856	30623468	29976022	76569138315	42686548	108854074	47509594	66245028	83317076	32426392	71313292	71656647376	49046533	57631836	63161924	57645110	50318276	30345875	29947026	71768360203	46599880	28336820	38891012	91032457	34159975	23318236	44291991	26320562	60132187	34355258	82984221820	35143504	51819969	51090215	28940163	38920238	56782360	37657862	81991520714	37031509	42603664	74672253551	76669267683	51756972	77261896	50149348	41018698	51494216	51895551	44927493
2026-01-12	10485760	0	10225766144	0	0	0	0	0	114161188	20971520	0	0	0	12565085836	0	1781463392	7923476572	5514606912	10586329196	8411968128	22985791776	5312550564	4365792296	0	4905170924	0	940305852	0	20971520	0	10485760	8733560900	0	0	5884196212	0	5062431324	0	0	0	0	20892410144	77342965760	10485760	0	0	0	0	0	6106228124	5956945520	0	0	14789618336	8881515728	0	0
2026-01-19	81215160464	98927144122	16259490	8892776	41040341792	4114568	10959570	16554492	39545908	18936669	30340126	42885640	13272800	35099526	9091868	44104344	38586219784	34687366	24920522	28073151	39109309	33804156	35014986	49654636	18814818	25235182	41185237	4645480	77432538534	19544625	22050758	17778558	20132764	96613913866	65429289830	23598057	12874616	19032050	32429934	26541474	4446388	11088247	19143766	19519244	93497124558	12964872375	17675210	23292752	10465579854	23861602	11041580	35221896	20761014	16885300	46251460	26983441	27230738
2026-01-26	10812448	68593434090	70859513996	27138411	39175706108	32259894138	35609144	67723245658	75667544412	48103612080	69157099763	157975310228	171036066730	136467739796	46104688	90710762348	22915960	61222389798	22764532	22564939	39507493	51098233128	77854573812	58414684	18814818	79410026956	21438122	146874445032	22397546	65216870094	75987667843	99764698870	46421001284	39775253	30435130	59159303494	113807590748	67199053118	69802507688	68288387898	37950143	25887419	23059242	134671249004	87034169172	12542796	141033117844	60772178748	90441543462	75969087207	86433626240	128871343330	63111480803	57905408746	66147281973	71109645310	61638221111
2026-02-02	69810402200	17227341	6271553	115823697395	9279523	9645708	48846386340	61655188350	20152788	23495279	22337375	30603468	39665972	32093368	53653366576	8229136	25282072	10080326	40151900	64658689749	28815918	29623224	53400766036	14703217	18814818	49378248143	46627984460	15624556	7084205	10718213	17737098	19706611	17834496	45455459794	8361864	63282051365	8752950	14718390	69042623864	44532049134	4114568	60428702174	24585614	7042812	11446554	18163190	13494278	72235865764	7165559	4711844	15222512	9348630	51241468734	28712514	27771210	51862489224	0
2026-02-09	21691260	0	23592867	12517698	9109736	9070150	19985074	26044544	23323428	8229136	32370117	16861288	21624814	24309002	29630392	35277932	26632344	20160652	4114568	22365847	24568622	8627320	24670604	10323193	22929386	17395799	6471765	19672760	7084205	15230965	24108042	18110378	22280884	21396411	22139630	17664134	18567724	34885837	12542796	6833429	15658549	23774689	20455579	29888484	15826578	15618449	4114568	27739140	7165559	16509917	34319292	27125488	16513718	10566298	18745706	10166911	7078515
2026-02-16	121650732	0	11049761	10373417	4446388	4822854	11424118	16620856	4114568	0	23969182	8959140	39599608	11699842	16673388	30698816	11126160	0	8295500	9424867	18987075	14546156	24803332	15433221	7350125	8436659	6471765	13463560	15446069	4247296	0	11079291	0	7132137	6888883	17929590	18434996	4512752	6695410	15858933	7543229	19888002	16756319	4114568	0	0	4626568	7399080	4380024	7617141	13367704	0	12769611	19626050	11363773	12741888	5409732
2026-02-23	199217204468	27403236425	27141554630	32240665	89856536824	12835462	21591702	30717120	199758338744	37067636	24670990	27813480	58831026	46625017610	70475056	30765180	11192524	4114568	27144556	31392530	19385259	29622396	4313660	23396901	4446388	4114568	26798405	37894696	15844253	21834610	4380024	11369247	24968396	24264882	11620096	19904074	33259874	21686610	35266298	43237585	14062458	29946541	15743735	52177879744	8428228	8967493	26913270	33523340	0	20690849	4380024	9348630	34605370	60041328784	31286865	24301029	15506743
2026-03-02	5217101880	22419306284	8754355457	11270198672	8506292420	20784067062	13192494316	20641135304	11819410188	16921994676	16320430171	17678174388	0	11688282	0	26755528	11012344	10171122	27121436	8428228	3915476	0	4180932	0	0	24795867	6562645	0	6867885	0	11016713	11037427	0	11503797	6877363	10778285	11936982	7142303	0	0	0	0	0	4313660	7249854	0	21799582	4446388	15515703	0	7219176	0	0	0	0	6237031	0
2026-03-09	35952439944	43452274056	24482853136	40225843440	17872032648	17797673284	19080765578	36936187736	24818918520	21268071500	43446374400	38266555332	0	2130706432	0	0	0	0	0	0	0	0	0	10311633	15597993	0	0	8556380160	4313660	0	0	0	4180932	0	6877363	8556380160	0	0	0	0	0	8295500	0	0	0	0	0	0	0	12638081	0	2135020092	0	0	0	0	0
2026-03-16	14993380	0	0	6258849	5152144	10810950	0	597276	6717596	6261145	14014582	12613992	17510246	15814410	29099480	19046468	21920500	597276	15329256	0	19982535	7300040	10278018	21435572	15380169	0	17148978	0	33479849	0	4114568	0	4114568	20736757	0	6675237	0	7359195	597276	8295500	32246194	4114568	15279187	4114568	7066530	27364877	796368	7399080	7165559	7617141	0	9348630	0	0	26428401	4180932	8405795
2026-03-23	10878812	0	0	6452177	0	0	0	0	0	0	0	4711844	0	0	0	0	5873776	9249522	58997596	0	0	0	0	0	59528508	0	0	0	0	0	0	0	0	0	0	0	6749174	6630303	0	0	0	0	0	0	54153024	597276	0	0	0	0	597276	0	0	0	0	0	0
