week_start	sub-353936/sub-353936_ses-20170519_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170608_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170609_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170610_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170611_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170612_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170617_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170618_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170619_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170621_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170622_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170623_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170624_behavior+ecephys+ogen.nwb	sub-353936/sub-353936_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170612_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170614_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170615_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170616_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170617_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170618_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170619_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170621_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170622_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170623_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170624_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170625_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170626_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170628_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170629_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170630_behavior+ecephys+ogen.nwb	sub-353938/sub-353938_ses-20170701_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170112_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170113_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170114_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170115_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170116_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170119_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170120_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170122_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170123_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170124_behavior+ecephys+ogen.nwb	sub-353939/sub-353939_ses-20170125_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161220_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161221_behavior+ecephys+ogen.nwb	sub-359855/sub-359855_ses-20161222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170218_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170219_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170220_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170221_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170222_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170223_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170224_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170227_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170228_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170301_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170302_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170303_behavior+ecephys+ogen.nwb	sub-359856/sub-359856_ses-20170309_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171017_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171019_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171020_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171021_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171024_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171025_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171027_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171030_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171031_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171101_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171102_behavior+ecephys+ogen.nwb	sub-365938/sub-365938_ses-20171103_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171017_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171018_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171019_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171020_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171021_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171102_behavior+ecephys+ogen.nwb	sub-365939/sub-365939_ses-20171103_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170708_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170709_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170710_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170711_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170712_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170713_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170714_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170715_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170717_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170718_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170719_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170720_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170724_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170725_behavior+ecephys+ogen.nwb	sub-365942/sub-365942_ses-20170726_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170708_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170711_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170712_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170713_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170719_behavior+ecephys+ogen.nwb	sub-365943/sub-365943_ses-20170720_behavior+ecephys+ogen.nwb
2025-08-25	21200428	43346248	13006744	17024088	7574336	14018144	257070768	8591932	22142966	15179828	0	18372604	7640664	13194224	9310154	0	4479460	0	7762632	12918587	7410982	12013496	1815784	8002968	11115120	0	0	7435472	19372960	14435412	3096356	7614808	4145888	15055580	11546992	6209160	11268684	6690460	4827428	23353176	24746456	0	10132428	4363768	6156388	5840032	15581024	10676668	5934672	13318160	0	0	0	15692488	5252620	11193860	5003212	4988784	0	12537398	16992520	6673660	14745146	15164781	0	10344176	5438532	14865227	0	6199300	11182288	15220827	0	0	3648856	3478388	9138712	0	12402586	18451468	0	0	29253054	18042150	16776942	0	10864218	0	1976904	9891160	0	20440172	0	0	3399332	0	14105180	0
2025-09-01	78788	20705568	0	0	22723008	0	35969044	0	29332888	15179828	0	18372604	7640664	129720	0	0	0	0	0	0	0	0	0	0	0	11574692	8931068	0	0	0	0	7614808	8291776	15055580	11546992	10832980	0	6690460	0	0	0	0	0	2181884	0	0	15581024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13347320	0	0	5359748	10344176	10877064	0	0	0	0	0	7517704	0	0	0	0	0	12402586	0	10395712	0	23492856	7698224	0	0	0	0	0	0	0	20440172	11485224	0	0	0	0	0
2025-09-08	14170028	0	0	0	11688904	0	4048204	8591932	19776472	15179828	13020544	32508136	0	0	9310154	0	0	0	0	12918587	7410982	0	0	0	0	0	0	0	19372960	0	0	0	0	0	11546992	0	0	0	0	0	0	0	10132428	0	0	0	0	0	0	0	0	0	0	15692488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12402586	18451468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399332	0	0	0
2025-09-15	0	0	0	0	7574336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	13058592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	93571852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8519414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8002968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4256508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	14170028	0	0	0	0	0	0	0	20971520	0	0	0	0	0	9310154	13275254	4479460	11546464	7762632	12918587	7410982	6006748	1815784	8002968	11115120	11574692	8931068	7435472	19372960	0	0	7614808	4145888	15055580	11546992	10832980	11268684	6690460	4827428	11676588	24746456	2932196	10132428	2181884	6156388	12872388	15581024	10676668	5934672	6659080	4256508	6511672	18281812	15692488	5252620	11193860	5003212	4988784	8519414	12537398	9095204	6673660	14745146	15164781	5359748	10344176	5438532	14865227	5414812	6199300	11182288	15220827	7517704	5800192	3648856	3478388	4569356	5038432	12402586	18451468	10395712	0	0	0	0	0	0	0	0	0	0	0	5742612	3063232	3399332	1089268	14105180	5153960
2025-12-15	4711844	30234076	25483176	27010072	21386888	23176376	16790092	21298432	40923978	25731704	21382408	16591000	15281328	9064920	23133060	27543514	8958920	11546464	15525264	23404099	14821964	12013496	3631568	24008904	16989184	15888352	17862136	7435472	31384844	30694592	6192712	11729376	4145888	30195868	19908856	25366696	15980528	13380920	9654856	26475760	44589292	8796588	14313360	6545652	6156388	43065780	25867444	10676668	10049240	12476432	4256508	13023344	22462744	35402596	10505240	11901960	20012848	0	17038828	12537398	17987980	13110968	21116090	22332093	5359748	24811528	10877064	27540751	10829624	16977716	8295500	30441654	7517704	5800192	7297712	6956776	9138712	10076864	22622642	17719188	26455800	21870763	62886008	19975564	0	14441900	7366404	26800980	5930712	28276912	9612960	18515586	17227836	6126464	3399332	2178536	18684296	9268528
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3096356	0	0	0	0	0	782924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9095204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5038432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089268	0	0
2025-12-29	0	0	0	0	0	0	0	0	0	0	0	0	0	4532460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1976904	0	0	0	0	0	0	0	0	0
2026-01-05	0	0	7763864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4256508	0	18281812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5242880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9418650	0	0	0	0	0	0	0	0	0	0
2026-01-12	42510084	21673120	0	0	0	0	0	0	146857894	0	0	0	22921992	0	0	0	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0	45166740	0	0	22537368	0	0	0	0	0	0	4363768	0	28131404	0	0	0	0	0	0	0	0	15757860	21679620	0	0	0	0	18190408	20020980	0	0	10719496	0	0	14865227	0	0	0	0	0	0	3648856	0	0	15115296	14319412	0	0	0	39738814	0	0	0	0	0	0	0	6408640	20440172	17227836	9189696	0	2178536	0	0
2026-01-19	0	0	0	0	7574336	3532384	15728640	0	0	0	5242880	0	0	0	0	13275254	0	10485760	0	0	0	0	1815784	0	5872240	0	0	7435472	0	43306236	0	0	0	0	0	0	0	0	0	0	19503576	2932196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4988784	0	0	0	0	0	0	0	0	0	0	0	0	0	9977947	0	0	0	6956776	0	0	0	0	0	0	0	0	0	0	0	0	0	19782320	0	0	0	0	0	0	0	0
2026-01-26	0	11187360	0	0	0	0	0	0	0	9936948	0	10485760	0	0	0	0	4479460	0	0	0	0	6006748	0	8002968	0	5242880	0	0	0	18385064	0	7614808	0	0	0	10832980	0	6690460	0	0	0	0	0	2181884	0	0	5242880	0	5934672	6659080	0	6511672	0	0	0	0	5003212	0	8519414	5242880	0	0	9502266	0	0	10344176	0	5242880	0	6199300	0	0	7517704	0	0	0	4569356	0	0	0	0	10485760	0	10485760	10485760	3956140	5242880	0	0	0	3204320	0	0	0	0	0	3619420	0
2026-02-02	5242880	0	0	15728640	0	0	0	0	0	0	0	0	7640664	0	9310154	0	0	0	0	5242880	0	0	0	0	0	0	0	0	3644320	0	0	0	0	0	0	0	0	0	0	6433708	0	0	0	0	6156388	0	0	10676668	0	0	0	0	0	15692488	0	0	0	0	0	0	0	6673660	0	5242880	0	0	0	0	0	0	0	0	0	5800192	0	0	0	0	12402586	13208588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3399332	0	0	0
2026-02-16	10732056	20373748	17700276	18762100	0	4682276	512000	502332	10220056	10762384	0	0	0	0	0	0	0	0	0	0	0	0	1815784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2932196	0	2181884	0	0	0	0	5934672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1976904	0	0	0	0	0	0	0	0	0
2026-02-23	10713144	5332664	4958388	4626568	9445700	0	1153044	0	5000078	0	0	0	0	0	0	4999422	4799520	0	4950036	0	0	5067680	689384	0	0	0	0	5062804	940960	0	0	4868576	4145888	0	0	0	0	0	4605160	0	0	2787288	0	0	0	0	5052392	4114568	0	0	0	0	669012	0	0	4658828	4180932	4114568	0	0	0	0	0	4114568	0	0	4842700	938827	4844572	4114568	0	1089627	0	0	4532912	713588	0	0	0	0	0	0	888254	941350	0	14441900	0	0	0	5060892	0	0	0	0	0	0	0	0
2026-03-02	0	1090720	0	0	0	0	0	0	0	639028	4313660	862204	0	4755828	913354	0	0	896864	0	5046647	0	0	0	0	5514892	3936092	0	0	0	5359292	3096356	0	0	4834148	4579116	4906640	414284	4380024	4870616	0	887256	0	0	543484	10270956	5537068	0	0	4711844	0	4751040	4048204	0	0	0	0	0	0	0	4978366	8330264	0	0	0	0	0	0	0	0	0	737488	0	4251976	0	0	0	882956	0	0	633868	5119808	5001859	0	0	4114568	0	4380024	0	1976904	0	1271924	5486510	929812	3063232	0	1089268	0	5227476
2026-03-09	4579116	0	0	4247296	4844572	0	5267612	5026500	0	0	0	0	5154180	0	0	0	0	0	0	0	959782	0	0	0	0	0	4986364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5561080	0	0	0	0	0	0	7481360	0	0	0	4718220	4861588	0	0	0	941814	0	0	939260	0	0	5330864	0	0	0	0	0	0	0	0	4999560	0	0	0	0	933786	0	0	0	0	0	0	5305124	0	919450	0	0	0	0	0	0	3931464	0	0	0
2026-03-16	730004	0	29199560	0	11755268	0	0	0	11680064	0	0	0	0	4532460	0	0	0	0	0	0	0	0	0	0	9689144	0	8931068	0	0	0	3096356	0	4145888	0	0	0	10153692	0	4827428	0	0	5864392	0	0	0	18382828	0	0	0	0	8513016	0	18714648	0	10505240	11193860	0	0	0	0	9095204	0	0	0	0	0	0	0	0	0	19245560	0	0	0	7297712	6956776	0	0	0	0	0	0	31058352	0	0	0	0	17382330	0	0	0	0	5742612	3063232	0	1089268	0	0
2026-03-23	15091628	0	5168896	21236404	4180932	14018144	9954600	0	22142966	15179828	13020544	0	0	0	0	0	4479460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4145888	0	0	0	0	6690460	4827428	11676588	24746456	0	0	0	0	0	9224596	0	5934672	0	0	6511672	0	0	0	10286420	5003212	0	0	0	9095204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	0	0	13006744	0	0	0	35969044	0	0	0	0	36745208	0	0	0	0	0	11546464	7762632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24746456	0	0	2181884	0	12872388	0	0	0	13318160	0	0	18281812	0	5252620	9622780	0	14966352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9418650	0	0	0	0	0	0	0	0	0	0
2026-04-06	24058264	21673120	26013488	84945616	7574336	28036288	107907132	17183864	44285932	15179828	39061632	36745208	38203320	9064920	9310154	39825762	4479460	11546464	23287896	51674348	14821964	12013496	3631568	16005936	22230240	11574692	26793204	22306416	58118880	43306236	0	15229616	0	45166740	23093984	0	45074736	13380920	9654856	11676588	74239368	5864392	20264856	4363768	6156388	12872388	15581024	21353336	11869344	13318160	4256508	13023344	36563624	47077464	5252620	11193860	15009636	4988784	25558242	12537398	18190408	13347320	0	15164781	10719496	31032528	21754128	29730454	10829624	18597900	22364576	15220827	15035408	11600384	3648856	13913552	4569356	10076864	12402586	36902936	20791424	12048891	58506108	36084300	16776942	28883800	21728436	9418650	3953808	19782320	6408640	10220086	5742612	6126464	6798664	3267804	28210360	10307920
2026-04-13	0	0	13006744	0	7574336	14018144	35969044	8591932	0	15179828	0	0	7640664	4532460	0	13275254	4479460	0	7762632	12918587	0	0	0	8002968	11115120	11574692	0	0	0	14435412	0	7614808	0	15055580	0	10832980	0	6690460	0	11676588	24746456	2932196	0	2181884	0	12872388	0	21353336	5934672	0	4256508	0	0	0	5252620	11193860	5003212	4988784	0	0	9095204	6673660	0	15164781	0	10344176	5438532	14865227	0	0	0	15220827	0	5800192	0	3478388	0	5038432	12402586	0	0	0	0	18042150	16776942	0	10864218	0	0	9891160	3204320	0	5742612	3063232	3399332	1089268	0	5153960
2026-04-20	0	0	0	0	0	0	0	0	0	15179828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2720924	0	0	0	0	0	4145888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7698224	0	5252620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5153960
